GO.ID	q.value
GO:0006542	5.548e-10
GO:0009399	8.58e-06
GO:0009395	1.068e-05
GO:0006644	1.621e-05
GO:0009084	1.621e-05
GO:0044763	1.621e-05
GO:0009768	7.354e-05
GO:0090377	8.262e-05
GO:0006541	8.262e-05
GO:0090378	9.724e-05
GO:0044699	0.0004374
GO:0016053	0.0004374
GO:0046394	0.0004374
GO:0090376	0.0004374
GO:0009800	0.0004374
GO:0046434	0.0004374
GO:0044283	0.0004374
GO:0010026	0.0006322
GO:0019637	0.0006322
GO:0022412	0.0006537
GO:0009803	0.0006537
GO:0009765	0.000702
GO:0018298	0.0007461
GO:0006091	0.000858
GO:0010038	0.0008694
GO:0006559	0.0008898
GO:1902222	0.0008898
GO:0046686	0.0009601
GO:0071941	0.001105
GO:0019684	0.001125
GO:0016926	0.001233
GO:0009064	0.001233
GO:1901605	0.001907
GO:0010224	0.003496
GO:0046854	0.003496
GO:0044255	0.003496
GO:0090601	0.003763
GO:0090602	0.003763
GO:0009314	0.003813
GO:0046834	0.004433
GO:0019752	0.004604
GO:0009074	0.00463
GO:0032504	0.006119
GO:0042126	0.007245
GO:0042128	0.007245
GO:0006558	0.007911
GO:1902221	0.007911
GO:0090558	0.0083
GO:0009416	0.0083
GO:0006104	0.0083
GO:0090603	0.0083
GO:0006650	0.00858
GO:2001057	0.009713
GO:0044242	0.01006
GO:0043436	0.01085
GO:0016311	0.01085
GO:0006082	0.01085
GO:0009611	0.01085
GO:1901607	0.0126
GO:0018205	0.01407
GO:0006105	0.01407
GO:0006520	0.01476
GO:0010035	0.01543
GO:0008652	0.01993
GO:0048468	0.01993
GO:0000904	0.01993
GO:0046486	0.02305
GO:0015979	0.02355
GO:0009411	0.02404
GO:0044710	0.02533
GO:0044711	0.02659
GO:0046836	0.02939
GO:0072330	0.03761
GO:0009769	0.03942
GO:0048589	0.04805
