geneId	cluster
Mp3g13170	C3
Mp3g13200	C3
Mp3g13250	C6
Mp3g13310	C3
Mp3g13320	C9
Mp3g13330	C10
Mp3g13375a	C1
Mp3g13413	C6
Mp3g13410	C3
Mp3g13560	C1
Mp3g13820	C3
Mp3g13870	C5
Mp3g13860	C3
Mp3g13860	C10
Mp3g13980	C3
Mp3g13990	C5
Mp3g14010	C3
Mp3g14050	C4
Mp3g14130	C10
Mp3g14140	C1
Mp3g14350	C2
Mp3g14420	C3
Mp3g14440	C14
Mp3g14580	C3
Mp3g14610	C3
Mp3g14660	C2
Mp3g14670	C14
Mp3g14690	C3
Mp3g14840	C3
Mp3g14870	C3
Mp3g14890	C2
Mp3g15070	C6
Mp3g15120	C2
Mp3g15150	C1
Mp3g15180	C3
Mp3g15220	C2
Mp3g15340	C4
Mp3g15440	C1
Mp3g15460	C10
Mp3g15460	C2
Mp3g15500	C3
Mp3g15550	C2
Mp3g15560	C6
Mp3g15570	C2
Mp3g15590	C1
Mp3g15620	C1
Mp3g15745a	C6
Mp3g15860	C6
Mp3g15910	C2
Mp3g16040	C6
Mp3g16040	C2
Mp3g16100	C2
Mp3g16240	C1
Mp3g16260	C9
Mp3g16300	C6
Mp3g16300	C9
Mp3g16340	C7
Mp3g16380	C3
Mp3g16420	C1
Mp3g16445a	C3
Mp3g16480	C3
Mp3g16530	C3
Mp3g16560	C9
Mp3g16660	C7
Mp3g16690	C3
Mp3g16700	C3
Mp3g16740	C1
Mp3g16770	C10
Mp3g16810	C3
Mp3g16990	C3
Mp3g17010	C6
Mp3g17030	C6
Mp3g17030	C3
Mp3g17030	C15
Mp3g17090	C6
Mp3g17210	C5
Mp3g17360	C6
Mp3g17370	C3
Mp3g17390	C3
Mp3g17450	C9
Mp3g17520	C1
Mp3g17560	C6
Mp3g17720	C1
Mp3g17750	C1
Mp3g17850	C6
Mp3g17940	C3
Mp3g18030	C3
Mp3g18070	C3
Mp3g18080	C6
Mp3g18140	C6
Mp3g18140	C3
Mp3g18180	C2
Mp3g18210	C3
Mp3g18280	C13
Mp3g18410	C1
Mp3g18420	C1
Mp3g18570	C3
Mp3g18590	C6
Mp3g18610	C3
Mp3g18690	C3
Mp3g18830	C5
Mp3g18840	C3
Mp3g18900	C3
Mp3g19030	C6
Mp3g19080	C6
Mp3g19100	C5
Mp3g19240	C8
Mp3g19270	C3
Mp3g19280	C3
Mp3g19350	C3
Mp3g19360	C2
Mp3g19370	C2
Mp3g19450	C3
Mp3g19540	C4
Mp3g19610	C6
Mp3g19660	C6
Mp3g19690	C3
Mp3g19760	C3
Mp3g19810	C4
Mp3g19820	C4
Mp3g19860	C2
Mp3g19880	C3
Mp3g19920	C3
Mp3g19960	C2
Mp3g19960	C6
Mp3g20100	C6
Mp3g20210	C3
Mp3g20270	C5
Mp3g20300	C6
Mp3g20340	C2
Mp3g20480	C10
Mp3g20510	C3
Mp3g20540	C3
Mp3g20580	C6
Mp3g20590	C6
Mp3g20615	C6
Mp3g20630	C1
Mp3g20675	C10
Mp3g20730	C3
Mp3g20790	C5
Mp3g20810	C3
Mp3g20870	C6
Mp3g20920	C2
Mp3g20940	C3
Mp3g21010	C2
Mp3g21070	C3
Mp3g21080	C3
Mp3g21090	C3
Mp3g21280	C3
Mp3g21360	C9
Mp3g21480	C3
Mp3g21540	C3
Mp3g21550	C2
Mp3g21630	C3
Mp3g21700	C6
Mp3g21780	C6
Mp3g21800	C1
Mp3g21800	C10
Mp3g21870	C1
Mp3g22030	C1
Mp3g22080	C6
Mp3g22100	C3
Mp3g22105a	C3
Mp3g22110	C3
Mp3g22110	C2
Mp3g22125a	C3
Mp3g22140	C3
Mp3g22320	C2
Mp3g22520	C2
Mp3g22540	C6
Mp3g22540	C3
Mp3g22590	C3
Mp3g22760	C14
Mp3g22860	C3
Mp3g22900	C6
Mp3g22910	C3
Mp3g22940	C8
Mp3g22980	C3
Mp3g23000	C4
Mp3g23030	C1
Mp3g23050	C3
Mp3g23090	C3
Mp3g23210	C3
Mp3g23320	C3
Mp3g23350	C3
Mp3g23390	C2
Mp3g23400	C14
Mp3g23420	C3
Mp3g23490	C3
Mp3g23530	C6
Mp3g23620	C3
Mp3g23630	C3
Mp3g23810	C2
Mp3g24030	C6
Mp3g24030	C1
Mp3g24100	C1
Mp3g24130	C3
Mp3g24160	C6
Mp3g24240	C2
Mp3g24320	C1
Mp3g24340	C3
Mp3g24490	C3
Mp3g24580	C1
Mp3g24650	C1
Mp3g24700	C3
Mp3g24770	C3
Mp3g24820	C6
Mp3g24890	C3
Mp3g24900	C6
Mp3g24960	C3
Mp3g24960	C9
Mp3g24960	C2
Mp3g25060	C3
Mp3g25120	C3
Mp3g25140	C6
Mp3g25180	C3
Mp3g25180	C4
Mp3g25220	C6
Mp3g25230	C6
Mp3g25250	C3
Mp3g25290	C6
Mp3g25360	C2
Mp3g25450	C3
Mp3g25505d	C7
Mp3g25515b	C7
Mp4g00005b	C2
Mp4g00010	C3
Mp4g00020	C1
Mp4g00080	C3
Mp4g00120	C3
Mp4g00190	C1
Mp4g00230	C2
Mp4g00320	C3
Mp4g00340	C2
Mp4g00380	C1
Mp4g00410	C3
Mp4g00430	C9
Mp4g00560	C1
Mp4g00600	C15
Mp4g00620	C3
Mp4g00650	C3
Mp4g00650	C9
Mp4g00680	C3
Mp4g00700	C3
Mp4g00730	C3
Mp4g00750	C5
Mp4g00860	C6
Mp4g00910	C6
Mp4g01080	C6
Mp4g01100	C7
Mp4g01120	C2
Mp4g01210	C6
Mp4g01250	C3
Mp4g01460	C3
Mp4g01520	C3
Mp4g01530	C3
Mp4g01530	C2
Mp4g01600	C6
Mp4g01630	C1
Mp4g01660	C3
Mp4g01710	C6
Mp4g01770	C1
Mp4g01770	C4
Mp4g01820	C4
Mp4g01850	C2
Mp4g01910	C6
Mp4g02140	C1
Mp4g02150	C2
Mp4g02155b	C10
Mp4g02245a	C6
Mp4g02310	C3
Mp4g02360	C4
Mp4g02360	C6
Mp4g02560	C3
Mp4g02620	C12
Mp4g02620	C3
Mp4g02730	C3
Mp4g02740	C6
Mp4g02880	C3
Mp4g02910	C1
Mp4g02920	C1
Mp4g02950	C3
Mp4g02980	C3
Mp4g03030	C6
Mp4g03040	C10
Mp4g03060	C5
Mp4g03110	C1
Mp4g03160	C3
Mp4g03330	C5
Mp4g03330	C3
Mp4g03550	C15
Mp4g03600	C6
Mp4g03625a	C6
Mp4g03680	C11
Mp4g03690	C11
Mp4g03760	C10
Mp4g03770	C6
Mp4g03940	C3
Mp4g03970	C1
Mp4g03970	C7
Mp4g04010	C1
Mp4g04060	C6
Mp4g04240	C3
Mp4g04530	C6
Mp4g04610	C6
Mp4g04630	C5
Mp4g04700	C3
Mp4g04730	C1
Mp4g04740	C3
Mp4g04760	C1
Mp4g04780	C1
Mp4g04790	C10
Mp4g04830	C2
Mp4g04920	C5
Mp4g04960	C3
Mp4g04990	C1
Mp4g05010	C3
Mp4g05090	C6
Mp4g05150	C6
Mp4g05440	C3
Mp4g05450	C15
Mp4g05500	C2
Mp4g05505a	C2
Mp4g05570	C2
Mp4g05620	C3
Mp4g05730	C4
Mp4g05790	C1
Mp4g05820	C3
Mp4g05860	C13
Mp4g05890	C9
Mp4g05920	C13
Mp4g06110	C6
Mp4g06170	C5
Mp4g06230	C6
Mp4g06240	C4
Mp4g06240	C3
Mp4g06290	C6
Mp4g06310	C6
Mp4g06330	C3
Mp4g06360	C3
Mp4g06370	C6
Mp4g06370	C2
Mp4g06390	C6
Mp4g06480	C6
Mp4g06535b	C6
Mp4g06560	C3
Mp4g06600	C6
Mp4g06660	C4
Mp4g06740	C3
Mp4g06860	C3
Mp4g06870	C3
Mp4g06950	C3
Mp4g06980	C10
Mp4g06985	C7
Mp4g07010	C2
Mp4g07010	C3
Mp4g07270	C3
Mp4g07310	C3
Mp4g07350	C9
Mp4g07380	C3
Mp4g07530	C3
Mp4g07540	C10
Mp4g07690	C5
Mp4g07720	C6
Mp4g07740	C2
Mp4g07890	C3
Mp4g07950	C3
Mp4g08070	C6
Mp4g08150	C3
Mp4g08170	C11
Mp4g08220	C3
Mp4g08240	C3
Mp4g08265a	C1
Mp4g08265a	C2
Mp4g08280	C1
Mp4g08280	C3
Mp4g08310	C3
Mp4g08360	C8
Mp4g08400	C3
Mp4g08420	C3
Mp4g08430	C3
Mp4g08440	C3
Mp4g08530	C1
Mp4g08620	C1
Mp4g08640	C1
Mp4g08700	C1
Mp4g08700	C3
Mp4g08740	C2
Mp4g08780	C6
Mp4g08820	C3
Mp4g08890	C6
Mp4g08910	C2
Mp4g09080	C3
Mp4g09140	C2
Mp4g09170	C1
Mp4g09180	C10
Mp4g09270	C9
Mp4g09300	C3
Mp4g09360	C5
Mp4g09365	C6
Mp4g09380	C3
Mp4g09410	C1
Mp4g09510	C3
Mp4g09530	C3
Mp4g09560	C3
Mp4g09660	C3
Mp4g09760	C6
Mp4g09780	C15
Mp4g09950	C1
Mp4g09960	C3
Mp4g10060	C13
Mp4g10170	C1
Mp4g10190	C12
Mp4g10220	C3
Mp4g10240	C10
Mp4g10250	C3
Mp4g10340	C3
Mp4g10380	C3
Mp4g10390	C3
Mp4g10440	C6
Mp4g10450	C15
Mp4g10500	C6
Mp4g10760	C6
Mp4g10790	C3
Mp4g10880	C3
Mp4g10980	C5
Mp4g10990	C3
Mp4g11120	C3
Mp4g11140	C9
Mp4g11190	C2
Mp4g11280	C6
Mp4g11290	C2
Mp4g11320	C6
Mp4g11360	C3
Mp4g11410	C2
Mp4g11415a	C6
Mp4g11530	C1
Mp4g11560	C3
Mp4g11650	C6
Mp4g11675	C1
Mp4g11680	C3
Mp4g11770	C6
Mp4g11780	C3
Mp4g11810	C6
Mp4g11940	C6
Mp4g12050	C3
Mp4g12060	C2
Mp4g12080	C6
Mp4g12220	C2
Mp4g12290	C4
Mp4g12300	C2
Mp4g12310	C6
Mp4g12360	C11
Mp4g12450	C10
Mp4g12530	C4
Mp4g12570	C3
Mp4g12570	C10
Mp4g12740	C6
Mp4g12800	C1
Mp4g12810	C3
Mp4g12890	C2
Mp4g12950	C6
Mp4g12950	C7
Mp4g13050	C3
Mp4g13055a	C9
Mp4g13150	C5
Mp4g13200	C5
Mp4g13270	C3
Mp4g13280	C4
Mp4g13395a	C3
Mp4g13490	C1
Mp4g13560	C3
Mp4g13750	C6
Mp4g13890	C6
Mp4g13890	C3
Mp4g13890	C10
Mp4g13920	C1
Mp4g13940	C6
Mp4g14000	C2
Mp4g14070	C3
Mp4g14070	C6
Mp4g14090	C4
Mp4g14430	C6
Mp4g14480	C1
Mp4g14510	C6
Mp4g14520	C3
Mp4g14560	C3
Mp4g14600	C6
Mp4g14630	C4
Mp4g14670	C10
Mp4g14675a	C3
Mp4g14680	C3
Mp4g14940	C2
Mp4g14950	C3
Mp4g15000	C3
Mp4g15040	C3
Mp4g15100	C2
Mp4g15210	C3
Mp4g15230	C3
Mp4g15430	C2
Mp4g15470	C2
Mp4g15520	C3
Mp4g15580	C3
Mp4g15750	C6
Mp4g15760	C2
Mp4g15810	C3
Mp4g15825	C3
Mp4g15820	C10
Mp4g15880	C4
Mp4g15930	C2
Mp4g15980	C2
Mp4g16050	C6
Mp4g16080	C11
Mp4g16160	C1
Mp4g16290	C10
Mp4g16290	C3
Mp4g16390	C1
Mp4g16420	C1
Mp4g16510	C3
Mp4g16585b	C6
Mp4g16610	C4
Mp4g16625	C5
Mp4g16630	C3
Mp4g16720	C1
Mp4g16800	C3
Mp4g16840	C3
Mp4g16860	C1
Mp4g16930	C3
Mp4g16930	C6
Mp4g16940	C6
Mp4g17000	C3
Mp4g17060	C2
Mp4g17130	C6
Mp4g17140	C3
Mp4g17180	C6
Mp4g17180	C2
Mp4g17240	C2
Mp4g17250	C3
Mp4g17270	C3
Mp4g17300	C6
Mp4g17330	C4
Mp4g17350	C2
Mp4g17360	C3
Mp4g17510	C6
Mp4g17600	C10
Mp4g17620	C3
Mp4g17680	C3
Mp4g17870	C3
Mp4g18090	C15
Mp4g18140	C2
Mp4g18170	C3
Mp4g18210	C1
Mp4g18310	C1
Mp4g18450	C3
Mp4g18450	C10
Mp4g18460	C2
Mp4g18470	C1
Mp4g18530	C2
Mp4g18550	C3
Mp4g18560	C6
Mp4g18770	C1
Mp4g18920	C3
Mp4g18965a	C2
Mp4g18980	C1
Mp4g19200	C6
Mp4g19230	C1
Mp4g19310	C2
Mp4g19380	C4
Mp4g19390	C10
Mp4g19400	C1
Mp4g19420	C1
Mp4g19530	C5
Mp4g19550	C3
Mp4g19570	C6
Mp4g19680	C3
Mp4g19720	C6
Mp4g19750	C6
Mp4g19778a	C3
Mp4g19780	C1
Mp4g19900	C3
Mp4g19940	C3
Mp4g19960	C13
Mp4g20040	C3
Mp4g20060	C3
Mp4g20070	C3
Mp4g20230	C3
Mp4g20240	C3
Mp4g20290	C6
Mp4g20320	C3
Mp4g20360	C3
Mp4g20420	C10
Mp4g20480	C3
Mp4g20510	C3
Mp4g20540	C1
Mp4g20730	C4
Mp4g20730	C6
Mp4g20790	C6
Mp4g20870	C3
Mp4g20900	C6
Mp4g20925a	C12
Mp4g21030	C6
Mp4g21110	C5
Mp4g21110	C1
Mp4g21170	C11
Mp4g21190	C10
Mp4g21350	C3
Mp4g21540	C3
Mp4g21590	C2
Mp4g21640	C3
Mp4g21650	C3
Mp4g21680	C2
Mp4g21800	C4
Mp4g21860	C10
Mp4g21880	C13
Mp4g21920	C10
Mp4g22080	C6
Mp4g22130	C14
Mp4g22210	C9
Mp4g22220	C2
Mp4g22290	C1
Mp4g22320	C1
Mp4g22390	C6
Mp4g22410	C4
Mp4g22430	C1
Mp4g22505a	C6
Mp4g22530	C1
Mp4g22540	C6
Mp4g22620	C7
Mp4g22650	C2
Mp4g22720	C3
Mp4g22850	C6
Mp4g22860	C4
Mp4g22960	C6
Mp4g22970	C4
Mp4g23080	C3
Mp4g23140	C6
Mp4g23190	C3
Mp4g23220	C3
Mp4g23460	C2
Mp4g23470	C3
Mp4g23500	C2
Mp4g23570	C2
Mp4g23590	C1
Mp4g23680	C3
Mp4g23720	C1
Mp4g23830	C1
Mp4g23970	C3
Mp4g24030	C6
Mp4g24080	C3
Mp4g24090	C3
Mp4g24100	C3
Mp5g00005d	C7
Mp5g00020	C3
Mp5g00030	C1
Mp5g00070	C3
Mp5g00090	C4
Mp5g00110	C1
Mp5g00170	C3
Mp5g00180	C3
Mp5g00270	C3
Mp5g00280	C3
Mp5g00350	C7
Mp5g00390	C6
Mp5g00400	C2
Mp5g00440	C3
Mp5g00550	C3
Mp5g00690	C2
Mp5g00770	C3
Mp5g01050	C15
Mp5g01260	C2
Mp5g01420	C6
Mp5g01440	C5
Mp5g01500	C3
Mp5g01510	C2
Mp5g01520	C13
Mp5g01530	C3
Mp5g01640	C3
Mp5g01780	C2
Mp5g01830	C1
Mp5g01890	C5
Mp5g01910	C6
Mp5g02010	C6
Mp5g02130	C3
Mp5g02140	C3
Mp5g02180	C3
Mp5g02190	C6
Mp5g02210	C3
Mp5g02240	C3
Mp5g02270	C6
Mp5g02275a	C3
Mp5g02360	C3
Mp5g02500	C3
Mp5g02510	C1
Mp5g02630	C10
Mp5g02740	C6
Mp5g02760	C6
Mp5g02790	C6
Mp5g02840	C3
Mp5g02870	C3
Mp5g02880	C3
Mp5g02970	C2
Mp5g02990	C1
Mp5g03070	C3
Mp5g03100	C13
Mp5g03120	C5
Mp5g03160	C9
Mp5g03300	C3
Mp5g03350	C3
Mp5g03420	C5
Mp5g03540	C1
Mp5g03600	C3
Mp5g03600	C6
Mp5g03670	C4
Mp5g03720	C3
Mp5g03750	C10
Mp5g03760	C3
Mp5g03790	C4
Mp5g03900	C6
Mp5g03910	C5
Mp5g03970	C2
Mp5g04010	C10
Mp5g04050	C3
Mp5g04150	C6
Mp5g04250	C1
Mp5g04250	C9
Mp5g04270	C1
Mp5g04290	C3
Mp5g04300	C3
Mp5g04310	C1
Mp5g04330	C3
Mp5g04390	C3
Mp5g04410	C3
Mp5g04430	C3
Mp5g04433	C1
Mp5g04520	C6
Mp5g04580	C10
Mp5g04600	C10
Mp5g04670	C3
Mp5g04680	C3
Mp5g04750	C6
Mp5g04750	C4
Mp5g04820	C3
Mp5g04840	C3
Mp5g04850	C3
Mp5g04880	C3
Mp5g04910	C6
Mp5g04920	C6
Mp5g05190	C10
Mp5g05250	C15
Mp5g05260	C3
Mp5g05305a	C6
Mp5g05385a	C6
Mp5g05430	C3
Mp5g05510	C1
Mp5g05510	C6
Mp5g05530	C2
Mp5g05580	C3
Mp5g05690	C12
Mp5g05720	C10
Mp5g05740	C6
Mp5g05750	C7
Mp5g05800	C6
Mp5g05830	C6
Mp5g05880	C3
Mp5g05935	C6
Mp5g05950	C3
Mp5g06020	C10
Mp5g06100	C6
Mp5g06100	C2
Mp5g06110	C2
Mp5g06150	C6
Mp5g06150	C3
Mp5g06130	C3
Mp5g06190	C3
Mp5g06200	C3
Mp5g06265a	C2
Mp5g06320	C3
Mp5g06480	C6
Mp5g06630	C10
Mp5g06700	C2
Mp5g06710	C2
Mp5g06865a	C3
Mp5g06880	C10
Mp5g06930	C6
Mp5g06970	C6
Mp5g07010	C3
Mp5g07040	C1
Mp5g07045a	C10
Mp5g07050	C11
Mp5g07170	C3
Mp5g07205a	C3
Mp5g07300	C3
Mp5g07330	C3
Mp5g07340	C3
Mp5g07555a	C2
Mp5g07660	C6
Mp5g07680	C3
Mp5g07690	C10
Mp5g07705a	C6
Mp5g08010	C10
Mp5g08010	C3
Mp5g08100	C3
Mp5g08140	C4
Mp5g08160	C14
Mp5g08210	C6
Mp5g08320	C6
Mp5g08350	C3
Mp5g08360	C3
Mp5g08440	C3
Mp5g08490	C9
Mp5g08690	C6
Mp5g08820	C3
Mp5g08883a	C6
Mp5g08910	C6
Mp5g08930	C2
Mp5g08935a	C3
Mp5g08960	C1
Mp5g09100	C2
Mp5g09150	C1
Mp5g09170	C3
Mp5g09220	C3
Mp5g09240	C3
Mp5g09380	C5
Mp5g09470	C6
Mp5g09570	C1
Mp5g09595a	C2
Mp5g09610	C10
Mp5g09640	C3
Mp5g09670	C3
Mp5g09760	C3
Mp5g09820	C6
Mp5g09830	C1
Mp5g09990	C3
Mp5g10030	C2
Mp5g10100	C2
Mp5g10150	C3
Mp5g10160	C3
Mp5g10170	C1
Mp5g10270	C3
Mp5g10290	C1
Mp5g10300	C1
Mp5g10320	C1
Mp5g10320	C3
Mp5g10440	C3
Mp5g10480	C1
Mp5g10500	C10
Mp5g10560	C5
Mp5g10750	C3
Mp5g10830	C6
Mp5g10840	C1
Mp5g10860	C3
Mp5g10880	C13
Mp5g10890	C13
Mp5g10930	C6
Mp5g10940	C6
Mp5g11020	C4
Mp5g11060	C5
Mp5g11110	C3
Mp5g11120	C2
Mp5g11160	C6
Mp5g11380	C10
Mp5g11520	C6
Mp5g11750	C7
Mp5g11940	C4
Mp5g11960	C6
Mp5g11990	C3
Mp5g12000	C6
Mp5g12030	C5
Mp5g12040	C12
Mp5g12090	C1
Mp5g12140	C3
Mp5g12170	C3
Mp5g12230	C1
Mp5g12340	C10
Mp5g12450	C3
Mp5g12460	C5
Mp5g12490	C7
Mp5g12580	C1
Mp5g12620	C5
Mp5g12660	C3
Mp5g12880	C6
Mp5g13020	C3
Mp5g13050	C1
Mp5g13060	C9
Mp5g13080	C10
Mp5g13160	C3
Mp5g13170	C1
Mp5g13180	C3
Mp5g13225a	C10
Mp5g13250	C6
Mp5g13320	C6
Mp5g13330	C3
Mp5g13430	C3
Mp5g13540	C10
Mp5g13610	C3
Mp5g13720	C3
Mp5g13730	C1
Mp5g13760	C6
Mp5g13810	C3
Mp5g13940	C4
Mp5g13965a	C14
Mp5g14020	C10
Mp5g14040	C3
Mp5g14090	C6
Mp5g14200	C3
Mp5g14230	C6
Mp5g14310	C1
Mp5g14470	C3
Mp5g14520	C3
Mp5g14530	C6
Mp5g14630	C5
Mp5g14660	C3
Mp5g14670	C10
Mp5g14700	C11
Mp5g14700	C9
Mp5g14760	C3
Mp5g14820	C6
Mp5g14820	C10
Mp5g15000	C2
Mp5g15075a	C2
Mp5g15075b	C6
Mp5g15100	C6
Mp5g15110	C10
Mp5g15220	C6
Mp5g15220	C2
Mp5g15330	C3
Mp5g15360	C3
Mp5g15385	C3
Mp5g15385	C4
Mp5g15385	C6
Mp5g15400	C6
Mp5g15400	C3
Mp5g15470	C3
Mp5g15490	C6
Mp5g15490	C10
Mp5g15500	C2
Mp5g15520	C2
Mp5g15520	C3
Mp5g15590	C4
Mp5g15600	C6
Mp5g15650	C4
Mp5g15940	C2
Mp5g15950	C2
Mp5g15970	C9
Mp5g16095a	C3
Mp5g16180	C3
Mp5g16260	C3
Mp5g16290	C3
Mp5g16580	C5
Mp5g16665a	C3
Mp5g16730	C6
Mp5g16800	C2
Mp5g16810	C5
Mp5g16950	C3
Mp5g17010	C3
Mp5g17160	C3
Mp5g17300	C6
Mp5g17320	C3
Mp5g17410	C3
Mp5g17540	C3
Mp5g17550	C3
Mp5g17570	C1
Mp5g17590	C3
Mp5g17610	C3
Mp5g17630	C6
Mp5g17660	C6
Mp5g17670	C3
Mp5g17710	C14
Mp5g17810	C3
Mp5g17970	C1
Mp5g17985a	C6
Mp5g17985a	C2
Mp5g17990	C6
Mp5g18000	C2
Mp5g18010	C2
Mp5g18030	C3
Mp5g18080	C15
Mp5g18160	C3
Mp5g18200	C1
Mp5g18340	C10
Mp5g18370	C3
Mp5g18470	C2
Mp5g18500	C10
Mp5g18660	C3
Mp5g18650	C3
Mp5g18820	C13
Mp5g18870	C3
Mp5g18870	C5
Mp5g18940	C6
Mp5g19210	C3
Mp5g19240	C6
Mp5g19270	C3
Mp5g19280	C6
Mp5g19300	C6
Mp5g19350	C10
Mp5g19370	C1
Mp5g19380	C3
Mp5g19420	C1
Mp5g19480	C6
Mp5g19530	C3
Mp5g19520	C10
Mp5g19560	C6
Mp5g19640	C2
Mp5g19665a	C6
Mp5g19730	C2
Mp5g19750	C4
Mp5g19750	C3
Mp5g19760	C6
Mp5g19830	C1
Mp5g19840	C3
Mp5g19920	C5
Mp5g19960	C1
Mp5g20100	C3
Mp5g20110	C3
Mp5g20220	C3
Mp5g20270	C1
Mp5g20310	C3
Mp5g20340	C1
Mp5g20380	C15
Mp5g20430	C2
Mp5g20470	C2
Mp5g20630	C2
Mp5g20650	C3
Mp5g20710	C3
Mp5g20910	C2
Mp5g21000	C3
Mp5g21040	C3
Mp5g21100	C5
Mp5g21090	C3
Mp5g21150	C10
Mp5g21180	C1
Mp5g21240	C12
Mp5g21400	C3
Mp5g21420	C1
Mp5g21450	C3
Mp5g21480	C3
Mp5g21770	C5
Mp5g21820	C3
Mp5g21950	C2
Mp5g21960	C5
Mp5g21970	C2
Mp5g22130	C3
Mp5g22150	C3
Mp5g22160	C4
Mp5g22170	C6
Mp5g22190	C3
Mp5g22410	C3
Mp5g22430	C1
Mp5g22430	C6
Mp5g22550	C5
Mp5g22570	C3
Mp5g22580	C3
Mp5g22630	C3
Mp5g22660	C1
Mp5g22690	C1
Mp5g22720	C6
Mp5g22760	C6
Mp5g22780	C6
Mp5g22780	C1
Mp5g22860	C3
Mp5g22870	C10
Mp5g22960	C4
Mp5g23020	C3
Mp5g23110	C9
Mp5g23110	C2
Mp5g23120	C2
Mp5g23140	C2
Mp5g23150	C2
Mp5g23150	C9
Mp5g23160	C8
Mp5g23190	C6
Mp5g23210	C2
Mp5g23230	C2
Mp5g23230	C7
Mp5g23265a	C2
Mp5g23290	C1
Mp5g23320	C3
Mp5g23390	C3
Mp5g23420	C3
Mp5g23440	C1
Mp5g23450	C1
Mp5g23530	C3
Mp5g23580	C6
Mp5g23710	C6
Mp5g23750	C1
Mp5g23770	C1
Mp5g23830	C15
Mp5g24200	C3
Mp5g24285b	C2
Mp5g24390	C2
Mp5g24490	C1
Mp5g24510	C1
Mp5g24510	C3
Mp5g24520	C3
Mp5g24550	C4
Mp5g24570	C3
Mp6g00070	C3
Mp6g00260	C6
Mp6g00320	C9
Mp6g00320	C2
Mp6g00350	C3
Mp6g00390	C6
Mp6g00410	C3
Mp6g00470	C1
Mp6g00520	C6
Mp6g00580	C2
Mp6g00630	C1
Mp6g00690	C5
Mp6g00830	C1
Mp6g00830	C6
Mp6g00840	C2
Mp6g00860	C3
Mp6g00930	C6
Mp6g00980	C2
Mp6g01090	C3
Mp6g01140	C6
Mp6g01200	C2
Mp6g01230	C3
Mp6g01280	C9
Mp6g01300	C4
Mp6g01320	C9
Mp6g01320	C12
Mp6g01420	C6
Mp6g01420	C2
Mp6g01430	C1
Mp6g01450	C3
Mp6g01555a	C3
Mp6g01570	C2
Mp6g01675a	C1
Mp6g01700	C2
Mp6g01740	C3
Mp6g01750	C10
Mp6g01760	C3
Mp6g01870	C3
Mp6g01960	C10
Mp6g01990	C4
Mp6g02060	C3
Mp6g02090	C3
Mp6g02160	C9
Mp6g02280	C6
Mp6g02280	C2
Mp6g02370	C3
Mp6g02570	C3
Mp6g02600	C3
Mp6g02620	C6
Mp6g02800	C3
Mp6g02840	C2
Mp6g02860	C6
Mp6g02860	C2
Mp6g02870	C1
Mp6g02920	C3
Mp6g02940	C3
Mp6g02930	C3
Mp6g02960	C6
Mp6g02970	C1
Mp6g02980	C2
Mp6g03000	C6
Mp6g03140	C3
Mp6g03200	C2
Mp6g03280	C4
Mp6g03320	C3
Mp6g03370	C3
Mp6g03420	C1
Mp6g03430	C6
Mp6g03440	C6
Mp6g03600	C6
Mp6g03640	C9
Mp6g03650	C3
Mp6g03660	C9
Mp6g03670	C3
Mp6g03740	C3
Mp6g03740	C1
Mp6g03770	C2
Mp6g03795a	C3
Mp6g03820	C3
Mp6g04030	C6
Mp6g04060	C6
Mp6g04100	C5
Mp6g04150	C3
Mp6g04170	C3
Mp6g04420	C6
Mp6g04430	C6
Mp6g04430	C3
Mp6g04460	C3
Mp6g04460	C5
Mp6g04660	C1
Mp6g04710	C3
Mp6g04780	C10
Mp6g04840	C6
Mp6g04840	C3
Mp6g05010	C1
Mp6g05030	C1
Mp6g05050	C3
Mp6g05160	C9
Mp6g05330	C1
Mp6g05330	C9
Mp6g05380	C6
Mp6g05380	C2
Mp6g05600	C6
Mp6g05650	C1
Mp6g05670	C10
Mp6g05720	C6
Mp6g05730	C6
Mp6g05850	C3
Mp6g05880	C3
Mp6g05890	C6
Mp6g05890	C1
Mp6g05900	C6
Mp6g05930	C2
Mp6g05980	C4
Mp6g06000	C10
Mp6g06050	C3
Mp6g06090	C3
Mp6g06110	C3
Mp6g06190	C3
Mp6g06190	C8
Mp6g06230	C6
Mp6g06250	C2
Mp6g06350	C3
Mp6g06460	C3
Mp6g06480	C3
Mp6g06540	C9
Mp6g06540	C1
Mp6g06550	C3
Mp6g06580	C3
Mp6g06580	C2
Mp6g06590	C6
Mp6g06590	C1
Mp6g06610	C2
Mp6g06630	C3
Mp6g06730	C3
Mp6g06750	C3
Mp6g06760	C2
Mp6g06760	C6
Mp6g06790	C3
Mp6g06800	C1
Mp6g06810	C3
Mp6g06820	C2
Mp6g06840	C3
Mp6g06860	C4
Mp6g06910	C2
Mp6g06920	C3
Mp6g06950	C2
Mp6g06960	C3
Mp6g06975a	C6
Mp6g07200	C1
Mp6g07270	C1
Mp6g07310	C5
Mp6g07370	C3
Mp6g07480	C3
Mp6g07500	C3
Mp6g07510	C3
Mp6g07520	C6
Mp6g07580	C5
Mp6g07650	C6
Mp6g07660	C2
Mp6g07740	C6
Mp6g07830	C3
Mp6g07860	C4
Mp6g07930	C3
Mp6g07930	C1
Mp6g08010	C3
Mp6g08140	C7
Mp6g08280	C2
Mp6g08310	C6
Mp6g08480	C3
Mp6g08580	C3
