DateTime	RunTime	ID	Tag	Alg	Classes	FeatureNum	BalancedSize	CVfold	BalancedRuns	AUCROC_val	AUCROC_val_sd	AUCROC_val_se	AUCPRc_val	AUCPRc_val_sd	AUCPRc_val_se	Ac_val	Ac_val_sd	Ac_val_se	F1_val	F1_val_sd	F1_val_se	Pr_val	Pr_val_sd	Pr_val_se	TPR_val	TPR_val_sd	TPR_val_se	FPR_val	FPR_val_sd	FPR_val_se	FNR_val	FNR_val_sd	FNR_val_se	TP_val	TP_val_sd	TP_val_se	TN_val	TN_val_sd	TN_val_se	FP_val	FP_val_sd	FP_val_se	FN_val	FN_val_sd	FN_val_se	Pr_test	Ac_test	F1_test	AUCROC_test	AUCROC_test_sd	AUCROC_test_se	AUCPRc_test	AUCPRc_test_sd	AUCPRc_test_se
2024-07-09 22:00:33	15.019531488418579	/RAID1/working/R425/lavakau/ML_master/mp_acr/C7/neg_C7_10.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	4	76	10	10	0.5483466066481995	0.017851194369769542	0.005645043316284577	0.5613027976657265	0.020042497031421507	0.0063379940616455285	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.625	0.0625	0.01976423537605237	0.6970238095238095	0.0404761904761905	0.012799695291157731
2024-07-09 22:00:26	24.734517335891724	/RAID1/working/R425/lavakau/ML_master/mp_acr/C2/neg_C2_7.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	1	743	10	10	0.5043546859065046	0.00017933190713145252	5.670972836771827e-05	0.511978916167885	0.00033662069149886786	0.00010644880926773016	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	743.0	0.0	0.0	0.0	0.0	0.0	743.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.5120481927710844	0.0	0.0	0.5090361445783131	1.1102230246251565e-16	3.510833468576701e-17
2024-07-09 22:00:34	14.840798377990723	/RAID1/working/R425/lavakau/ML_master/mp_acr/C13/neg_C13_10.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	3	38	10	10	0.6482340720221605	0.008084197565270328	0.002556447736104196	0.7207159393547419	0.006713195625583105	0.002122898855512154	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.6875	0.0	0.0	0.75	0.0	0.0
2024-07-09 22:00:35	15.531094789505005	/RAID1/working/R425/lavakau/ML_master/mp_acr/C8/neg_C8_10.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	2	45	10	10	0.608320987654321	0.009115793905171816	0.0028826671421023904	0.6864875925578798	0.008871395934895766	0.002805381717942945	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.5199999999999999	1.1102230246251565e-16	3.510833468576701e-17	0.6	1.1102230246251565e-16	3.510833468576701e-17
2024-07-09 22:00:35	20.152586460113525	/RAID1/working/R425/lavakau/ML_master/mp_acr/C9/neg_C9_10.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	2	154	10	10	0.577510963062911	0.003289273613080978	0.0010401596464827305	0.5810108694311064	0.0025874455529250498	0.0008182221268916905	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.47543252595155705	0.004152249134948094	0.0013130564678899834	0.5176776165011459	0.006050420168067239	0.001913310853211124
2024-07-09 22:00:36	15.855898141860962	/RAID1/working/R425/lavakau/ML_master/mp_acr/C4/neg_C4_1.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	2	202	10	10	0.5494020194098619	0.002335371460674311	0.000738509299828517	0.5460834698660223	0.0028758723840902932	0.000909430699370391	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.5929752066115703	1.1102230246251565e-16	3.510833468576701e-17	0.5818181818181819	0.0	0.0
2024-07-09 22:00:37	14.31201696395874	/RAID1/working/R425/lavakau/ML_master/mp_acr/C5/neg_C5_1.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	14	155	10	10	0.64525494276795	0.0033451942924965393	0.0010578433180084572	0.6340663409727302	0.004463099097547041	0.001411355857129066	0.5767741935483871	0.01134090053628836	0.003586307641209627	0.6776953677575315	0.0046108400274590235	0.0014580756413443826	0.547390753441962	0.007991898014153877	0.002527260055250284	0.8896774193548387	0.007327623672000341	0.0023171980640087665	0.7361290322580645	0.028773036285132596	0.009098832985968898	0.11032258064516129	0.007327623672000356	0.0023171980640087713	137.9	1.1357816691600546	0.3591656999213594	40.9	4.459820624195552	1.410319112825179	114.1	4.459820624195551	1.4103191128251786	17.1	1.1357816691600546	0.3591656999213594	0.543307	0.570968	0.674817	0.7470588235294118	0.003930040377716466	0.0012427878890012478	0.8272553807847925	0.0025767829142267686	0.0008148503044762884
2024-07-09 22:00:46	24.73502254486084	/RAID1/working/R425/lavakau/ML_master/mp_acr/C1/neg_C1_1.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	3	751	10	10	0.5703101590245409	0.0003572006694848742	0.00011295676973092065	0.6100561967578744	0.0007623218090826639	0.0002410673226721252	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	751.0	0.0	0.0	0.0	0.0	0.0	751.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.5524376417233559	1.1102230246251565e-16	3.510833468576701e-17	0.5628577441077439	1.1102230246251565e-16	3.510833468576701e-17
2024-07-09 22:00:50	14.352725744247437	/RAID1/working/R425/lavakau/ML_master/mp_acr/C13/neg_C13_3.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	1	38	10	10	0.5628116343490304	0.007360293770407968	0.0023275292562437606	0.5769312994432179	0.011871825339086194	0.0037542008055213164	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.625	0.0	0.0	0.625	0.0	0.0
2024-07-09 22:00:50	14.452221155166626	/RAID1/working/R425/lavakau/ML_master/mp_acr/C8/neg_C8_2.pcre_df_p0.01_mod.txt_SVM		SVM	['pos', 'neg']	1	45	10	10	0.535604938271605	0.006872718753859661	0.002173344497995067	0.5796219860146892	0.015431622881293268	0.004879907629765689	0.5	0.0	0.0	0.6666666666666667	1.1102230246251565e-16	3.510833468576701e-17	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.500000	0.500000	0.666667	0.5999999999999999	1.1102230246251565e-16	3.510833468576701e-17	0.6	1.1102230246251565e-16	3.510833468576701e-17
