geneId	HS_ATAC	genotype	ABA_ATAC
Mp4g14800	0.109610290718087	Tak1	0.203119431189487
Mp4g14870	0.069175214050425	Tak1	0.199542137182397
Mp4g14860	0.021700982857271	Tak1	-0.0414150122675755
Mp8g15940	-0.0520145991543945	Tak1	0.201408962927518
Mp2g00890	-0.00690306358117895	Tak1	-0.199970511254917
Mp5g12720	-0.069505325811679	Tak1	0.0927537175988296
Mp4g21690	0.0239792777828441	Tak1	0.216509104455742
Mp2g18140	0	Tak1	0
Mp1g17210	-0.0125900403393128	Tak1	-0.0778725584036833
Mp2g22820	-0.0852797626827956	Tak1	0.195695001308491
Mp5g08310	0.0240486846193729	Tak1	-0.411792706519596
Mp5g09040	0.0109883182337072	Tak1	-0.0520668327794074
Mp5g21950	0	Tak1	1.76111466592888
Mp1g23200	0.0773200942626872	Tak1	0.325057083378202
Mp2g10330	0.103907554774493	Tak1	-0.0134260589501955
Mp4g17810	0.00741263084909841	Tak1	-0.118041901400548
Mp1g27640	0.101219558220306	Tak1	-0.400779964738419
Mp3g23440	0.00533886597045484	Tak1	-0.306517463385497
Mp4g09300	0.0799592124247077	Tak1	-0.352448122931278
Mp7g06280	0	Tak1	0
Mp3g03400	-0.191578673666102	Tak1	-0.121880600900157
Mp3g03420	0.185567109694708	Tak1	-0.452899340630936
Mp3g18220	0.0348062519487209	Tak1	0.414831977981233
Mp7g06480	-0.0135481167832175	Tak1	1.97765145147065
Mp7g06550	0.0157939201631827	Tak1	-0.111855243987456
Mp1g27920	0.052930587211908	Tak1	-0.367320988457834
Mp4g19590	0.0567042526518334	Tak1	0.291464448566207
Mp6g12730	0.0267714306835693	Tak1	-0.174318734041703
Mp6g02620	0.0168542913387933	Tak1	-0.316296280966004
Mp8g07630	-0.154123018632361	Tak1	0.282306199473708
Mp2g20430	-0.116386988636846	Tak1	-0.197303048552626
Mp3g09970	-0.181357052691502	Tak1	-0.167931973812914
Mp5g19490	0.0952115806268248	Tak1	0.0885112297899008
Mp5g22160	-0.0662913985571855	Tak1	0.18235720315326
Mp4g00200	-0.0443754656318434	Tak1	-0.404316921551924
Mp3g20700	-0.0699359523852753	Tak1	0.0130517287313772
Mp6g17310	0.0144155013538112	Tak1	-0.11985952533187
Mp1g05180	-0.117270465386357	Tak1	-0.412109541386245
Mp5g21250	-0.0582300760549035	Tak1	-0.178285212714546
Mp7g17200	-0.0380631046368285	Tak1	-0.419069083064025
Mp4g00180	-0.055868726996154	Tak1	-0.116791901396228
Mp2g12370	0.0475037565717461	Tak1	-0.418656016308925
Mp3g11900	0.0643765141841519	Tak1	-0.196162873898241
Mp1g03580	-0.0518011021266039	Tak1	-0.333943743342851
Mp6g07560	-0.0112971376983687	Tak1	-0.0795632770504724
Mp2g25940	0.0189179569208045	Tak1	-0.0796893387699385
Mp4g18220	-0.00489914113288211	Tak1	-0.391919629632195
Mp4g21300	-0.108352278556469	Tak1	-0.356473873670152
Mp1g27950	-0.0359382732056318	Tak1	-0.173529207754048
Mp2g22250	-0.0361294761660157	Tak1	-0.584796086709716
Mp5g18910	-0.0525322802302597	Tak1	-0.70353797728158
Mp5g03090	0.00517245674462156	Tak1	-0.199266646320973
Mp4g14800	0.0549933315753712	hsfa	0.213626413770537
Mp4g14870	0.263716349258161	hsfa	0.479415608473446
Mp4g14860	0.0290358919592204	hsfa	0.04962170874283
Mp8g15940	-0.0490092507217198	hsfa	0.249252097298057
Mp2g00890	-0.0466412259606565	hsfa	-0.174582324006561
Mp5g12720	0.403409904364339	hsfa	0.312778528172854
Mp4g21690	0.0267461076107957	hsfa	0.338660762616868
Mp2g18140	0	hsfa	0
Mp1g17210	-0.0551340214256102	hsfa	0.0079546236052088
Mp2g22820	-0.141826317461612	hsfa	0.16786752465393
Mp5g08310	0.121384818009414	hsfa	-0.448634738779933
Mp5g09040	-0.0343100459584196	hsfa	-0.0192470987089298
Mp5g21950	0	hsfa	0.026952228048874
Mp1g23200	-0.081161901994724	hsfa	0.492299051163005
Mp2g10330	0.160741585568937	hsfa	0.325054933641021
Mp4g17810	0.160109378474958	hsfa	0.0690937866210463
Mp1g27640	-0.180491755681599	hsfa	-1.27049519689091
Mp3g23440	-0.0499974703379053	hsfa	-0.307491288099747
Mp4g09300	0.0747460835558312	hsfa	-0.31547348694631
Mp7g06280	0	hsfa	0
Mp3g03400	-0.00393612680008245	hsfa	0.051054159454674
Mp3g03420	0.224499476834222	hsfa	-0.650707456344674
Mp3g18220	0.134397350887746	hsfa	0.682767497325141
Mp7g06480	0.00175906511375495	hsfa	-0.348597485478956
Mp7g06550	-0.139314686654965	hsfa	-0.0848912281966011
Mp1g27920	0.0143347351900454	hsfa	-0.866718542620354
Mp4g19590	0.115093518852556	hsfa	0.723748678634515
Mp6g12730	0.0287523315793306	hsfa	-0.111740021332026
Mp6g02620	-0.0519737777192047	hsfa	-0.238448765298715
Mp8g07630	-0.103580115274403	hsfa	0.20768313290759
Mp2g20430	-0.10125004175229	hsfa	-0.323398180154758
Mp3g09970	0.0063778454207225	hsfa	0.528209807739109
Mp5g19490	0.00134932658595911	hsfa	0.228985148375065
Mp5g22160	-0.136835820618787	hsfa	0.143433442391842
Mp4g00200	-0.140630793139551	hsfa	-0.25440072889655
Mp3g20700	0.0487907085624557	hsfa	-0.0099757768795145
Mp6g17310	-0.169700226158876	hsfa	-0.129340566503851
Mp1g05180	-0.123384106052687	hsfa	-0.536590401398058
Mp5g21250	-0.238896993668417	hsfa	-0.135750806333374
Mp7g17200	-0.133231751123763	hsfa	-0.471012601862794
Mp4g00180	-0.171520958770616	hsfa	-0.152266716559588
Mp2g12370	-0.104601000293324	hsfa	-0.438520161073219
Mp3g11900	-0.0754632740404749	hsfa	-0.247558177324758
Mp1g03580	-0.123279218440518	hsfa	-0.521391845312723
Mp6g07560	-0.00699065979927183	hsfa	0.0218192231286292
Mp2g25940	-0.08071240346791	hsfa	-0.0377638269373168
Mp4g18220	0.0712906215000078	hsfa	-0.314184018818929
Mp4g21300	0.0145203191095179	hsfa	-0.296649037083241
Mp1g27950	-0.0382202131027177	hsfa	-0.317795746305685
Mp2g22250	-0.0250623005807096	hsfa	-0.524275621085102
Mp5g18910	-0.0510883095742196	hsfa	-0.7109002910796
Mp5g03090	-0.17659510676936	hsfa	-0.22051078877741
Mp4g14800	0.0662351391343046	hsfb	0.304347210434457
Mp4g14870	0.604368448598911	hsfb	0.580704080116595
Mp4g14860	0.575834628967508	hsfb	0.275153700180607
Mp8g15940	0.0655886774555954	hsfb	0.43184992467566
Mp2g00890	0.0739521887334247	hsfb	-0.246610228794167
Mp5g12720	0.305500492491462	hsfb	0.321611199899028
Mp4g21690	0.0382131373908865	hsfb	0.358510438736826
Mp2g18140	0	hsfb	0
Mp1g17210	0.0717869146428042	hsfb	-0.021669665679875
Mp2g22820	-0.208456667171682	hsfb	0.104974251374481
Mp5g08310	0.104581711660708	hsfb	-0.470677854198584
Mp5g09040	0.0342609741850353	hsfb	-0.26659381191242
Mp5g21950	0	hsfb	1.78587748848461
Mp1g23200	-0.0568835079984674	hsfb	0.251160365663193
Mp2g10330	0.0710903731292523	hsfb	0.13537047974276
Mp4g17810	-0.291065429509715	hsfb	-0.250517646851465
Mp1g27640	-0.0871759206229226	hsfb	-0.445280048707682
Mp3g23440	-0.0253233979594036	hsfb	-0.452734093157678
Mp4g09300	0.268926761641503	hsfb	-0.268840976469672
Mp7g06280	0	hsfb	0
Mp3g03400	0.329520966438701	hsfb	0.312038455135585
Mp3g03420	-0.0897685300873707	hsfb	-0.68665822631033
Mp3g18220	0.242458901607981	hsfb	0.541941248884827
Mp7g06480	-0.134923249074787	hsfb	1.94625536142612
Mp7g06550	0.0320032881756839	hsfb	-0.212038824515053
Mp1g27920	0.0573877168722537	hsfb	-0.186575901108957
Mp4g19590	-0.076958853608357	hsfb	0.533644621765064
Mp6g12730	0.0847393882887834	hsfb	-0.140512866870364
Mp6g02620	-0.137359169503985	hsfb	-0.425033566068235
Mp8g07630	0.123265220480364	hsfb	0.0997274891524525
Mp2g20430	0.0276933128156585	hsfb	-0.368722732303098
Mp3g09970	-0.259641813726663	hsfb	0.033501912150004
Mp5g19490	-0.000832485316550442	hsfb	-0.0672708610022117
Mp5g22160	-0.0069123172320553	hsfb	0.070300691032081
Mp4g00200	0.0194459607563282	hsfb	-0.568572192135811
Mp3g20700	0.0847345633912898	hsfb	0.2113157049617
Mp6g17310	0.0774131940798668	hsfb	-0.128452800495701
Mp1g05180	0.00275799485063735	hsfb	-0.458585003589285
Mp5g21250	-0.0519402429266584	hsfb	-0.405751693764241
Mp7g17200	0.121670853470837	hsfb	-0.47481383676525
Mp4g00180	-0.0345922298539565	hsfb	-0.287499261373441
Mp2g12370	-0.187380393576293	hsfb	-0.459293679206564
Mp3g11900	-0.0111440908883596	hsfb	-0.420718766321795
Mp1g03580	-0.0186535549685845	hsfb	-0.376767454088628
Mp6g07560	0.0487281015303758	hsfb	-0.21710899382978
Mp2g25940	-0.00335136023059604	hsfb	-0.129281691544523
Mp4g18220	0.022511581297377	hsfb	-0.562008566441247
Mp4g21300	0.0327311124321985	hsfb	-0.43610414112884
Mp1g27950	-0.106864700259302	hsfb	-0.116657780434545
Mp2g22250	0.134501714955514	hsfb	-0.740271813973684
Mp5g18910	0.0855797683068117	hsfb	-0.904649828525196
Mp5g03090	-0.104551273677702	hsfb	-0.309334656390468
Mp4g14800	-0.0452978607677285	dko	0.233564014296085
Mp4g14870	0.583061574819154	dko	0.815891167391329
Mp4g14860	0.365709763779203	dko	0.194573588344157
Mp8g15940	0.0857640699797853	dko	0.0560760577147515
Mp2g00890	0.166834115045262	dko	-0.176275357142636
Mp5g12720	0.278009946986685	dko	0.43804200012426
Mp4g21690	-0.00403986161538932	dko	0.378203342032417
Mp2g18140	0	dko	0
Mp1g17210	0.142296477123417	dko	0.190605046394283
Mp2g22820	-0.304894726684851	dko	0.0166442371354007
Mp5g08310	-0.0156756778765242	dko	-0.495220678258267
Mp5g09040	-0.00361447321740795	dko	-0.169424671286874
Mp5g21950	0	dko	-0.441917696106734
Mp1g23200	-0.0101447400898594	dko	0.141781692593301
Mp2g10330	-0.00192490194311782	dko	0.284467776405521
Mp4g17810	-0.196735912221062	dko	-0.0875463501451192
Mp1g27640	-0.250268699718949	dko	-1.18726268108224
Mp3g23440	0.10159245815752	dko	-0.233226106834648
Mp4g09300	0.269766582165569	dko	-0.941567102086676
Mp7g06280	0	dko	0
Mp3g03400	0.193321549598142	dko	0.0973122958942496
Mp3g03420	-0.187641449611324	dko	-0.615421369683411
Mp3g18220	0.17130985710625	dko	0.355035501908888
Mp7g06480	0.0128505887863591	dko	-0.555155172538606
Mp7g06550	0.013710118829769	dko	0.14612073681646
Mp1g27920	0.299078177225949	dko	-0.304808771184442
Mp4g19590	-0.210716932738744	dko	0.0832287742451435
Mp6g12730	0.0779519419011416	dko	-0.177287547925318
