DateTime	RunTime	ID	Tag	Alg	Classes	FeatureNum	BalancedSize	CVfold	BalancedRuns	AUCROC_val	AUCROC_val_sd	AUCROC_val_se	AUCPRc_val	AUCPRc_val_sd	AUCPRc_val_se	Ac_val	Ac_val_sd	Ac_val_se	F1_val	F1_val_sd	F1_val_se	Pr_val	Pr_val_sd	Pr_val_se	TPR_val	TPR_val_sd	TPR_val_se	FPR_val	FPR_val_sd	FPR_val_se	FNR_val	FNR_val_sd	FNR_val_se	TP_val	TP_val_sd	TP_val_se	TN_val	TN_val_sd	TN_val_se	FP_val	FP_val_sd	FP_val_se	FN_val	FN_val_sd	FN_val_se	Pr_test	Ac_test	F1_test	AUCROC_test	AUCROC_test_sd	AUCROC_test_se	AUCPRc_test	AUCPRc_test_sd	AUCPRc_test_se
2024-08-03 16:09:18	14.587969779968262	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C3/neg_C3_1.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	13	66	10	10	0.7938246097337006	0.005489949887535292	0.0017360745884796758	0.8016283430142677	0.006457737036229688	0.0020421157564911104	0.6901515151515152	0.011464201477592124	0.00362529882242589	0.7406104841805946	0.010278326363303242	0.0032502921842593544	0.6368634273469831	0.008040889676100962	0.0025427525790612626	0.8848484848484848	0.01687201322069702	0.005335399048987574	0.5045454545454545	0.013636363636363624	0.004312196809320513	0.11515151515151514	0.016872013220697032	0.005335399048987577	58.4	1.1135528725660042	0.3521363372331801	32.7	0.9	0.2846049894151541	33.3	0.9	0.2846049894151541	7.6	1.1135528725660044	0.35213633723318016	0.630435	0.681818	0.734177	0.6387755102040816	0.020509950247185476	0.006485815747783955	0.6323119737405453	0.009492642433114531	0.003001837110220449
2024-08-03 16:09:19	16.938894033432007	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C4/neg_C4_1.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	22	90	10	10	0.8339876543209878	0.006975920436406297	0.0022059797355159683	0.8258835436699605	0.012581394375793805	0.003978586236834084	0.7366666666666667	0.011166528467912105	0.0035311663515712687	0.7778672073422574	0.009640477753081987	0.0030485867431921418	0.6726484842872505	0.008689204985967825	0.002747767881174975	0.9222222222222223	0.014907119849998611	0.004714045207910321	0.4488888888888889	0.015071844406945043	0.004766135686561604	0.07777777777777778	0.014907119849998597	0.004714045207910317	83.0	1.3416407864998738	0.4242640687119285	49.6	1.3564659966250538	0.4289522117905444	40.4	1.3564659966250538	0.4289522117905444	7.0	1.3416407864998738	0.4242640687119285	0.682927	0.750000	0.788732	0.8360000000000001	0.017999999999999974	0.005692099788303075	0.8718395444424856	0.013152387043612218	0.004159149972590295
2024-08-03 16:09:23	20.955325603485107	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C2/neg_C2_1.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	20	180	10	10	0.7795524691358025	0.0030591464745698452	0.0009673870555715076	0.7906185110201147	0.004101301900585296	0.0012969455377826998	0.6644444444444445	0.004614791034954495	0.0014593250596181913	0.7171047376444843	0.0029500362195550548	0.0009328833633786529	0.6198666805959946	0.004186204704020465	0.0013237941616415698	0.8505555555555555	0.002991758226185825	0.0009460770203292411	0.5216666666666666	0.00944444444444445	0.0029865955679368042	0.1494444444444444	0.0029917582261858398	0.0009460770203292458	153.1	0.5385164807134505	0.17029386365926402	86.1	1.7	0.5375872022286244	93.9	1.7	0.5375872022286244	26.9	0.5385164807134504	0.170293863659264	0.616935	0.661111	0.714953	0.7997500000000001	0.0030516389039334517	0.0009650129532809472	0.8509647422226679	0.001957509548827088	0.0006190188715822183
2024-08-03 16:09:29	20.418752670288086	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C1/neg_C1_1.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	53	159	10	10	0.7551204461848818	0.004786131157965332	0.0015135075639469584	0.7109702105143267	0.00849930758468855	0.0026877170501960266	0.7022012578616351	0.0052714008220881145	0.0016669633057482473	0.7517651531555207	0.004524558898507227	0.001430791152686545	0.6444983152801012	0.003795398434735383	0.0012002103681601735	0.9018867924528301	0.0070034771859497115	0.0022146939448627677	0.49748427672955986	0.0065662305087487716	0.002076424404933229	0.09811320754716982	0.007003477185949717	0.0022146939448627694	143.4	1.1135528725660042	0.3521363372331801	79.9	1.0440306508910548	0.33015148038438347	79.1	1.0440306508910548	0.33015148038438347	15.6	1.1135528725660042	0.3521363372331801	0.645455	0.701258	0.749340	0.9138888888888888	0.004461985276173154	0.00141100363588426	0.931662222795301	0.004663320347369936	0.0014746713756696595
2024-08-03 16:09:35	13.571772575378418	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C4/neg_C4_10.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	6	90	10	10	0.6978888888888888	0.00509053830620233	0.001609769556393501	0.6966280501512963	0.009023866897944719	0.0028535972699703514	0.6383333333333334	0.0038888888888889096	0.0012297746456210428	0.6984650544744714	0.0033417343665823013	0.001056749193366014	0.5989051192189685	0.003179428510229173	0.0010054235750000145	0.8377777777777776	0.007370277311900886	0.0023306863292670023	0.5611111111111111	0.008958064164776154	0.0028327886186626542	0.1622222222222222	0.007370277311900887	0.0023306863292670028	75.4	0.66332495807108	0.20976176963403032	39.5	0.806225774829855	0.25495097567963926	50.5	0.806225774829855	0.25495097567963926	14.6	0.66332495807108	0.20976176963403032	0.603175	0.644444	0.703704	0.639	0.007000000000000006	0.0022135943621178675	0.6509557109557109	0.016887426837300733	0.005340273262532405
2024-08-03 16:09:35	15.22374153137207	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C3/neg_C3_10.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	11	66	10	10	0.7983700642791551	0.006725845152887067	0.002126898987272655	0.7840164739613067	0.009851800043020414	0.003115412718848933	0.7318181818181818	0.010820346103852792	0.0034216938759503647	0.7569304464496828	0.007456596432967367	0.0023579828320863926	0.6924871017280413	0.012872042613095522	0.004070497279612738	0.834848484848485	0.008159340616870453	0.0025802100554433915	0.3712121212121212	0.02371587248863413	0.007499617376220956	0.1651515151515152	0.00815934061687046	0.0025802100554433937	55.1	0.5385164807134504	0.170293863659264	41.5	1.5652475842498528	0.49497474683058323	24.5	1.5652475842498528	0.49497474683058323	10.9	0.5385164807134504	0.170293863659264	0.705128	0.742424	0.763889	0.912244897959184	0.018367346938775498	0.005808265090105182	0.9237301587301585	0.026428571428571468	0.008357448101873586
2024-08-03 16:09:46	21.890729904174805	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C2/neg_C2_10.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	25	180	10	10	0.7396728395061729	0.0011565799511301664	0.0003657426941657561	0.7449721729749047	0.0012281960352930905	0.0003883896884714714	0.6644444444444444	0.005091750772173172	0.0016101529717988314	0.7257052780181318	0.0039670331399513205	0.001254486027561568	0.6136815351115316	0.0037872168369193025	0.0011976231197603463	0.8877777777777778	0.005443310539518195	0.0017213259316477473	0.5588888888888889	0.007535922203472515	0.0023830678432808002	0.11222222222222222	0.005443310539518174	0.0017213259316477408	159.8	0.9797958971132713	0.30983866769659335	79.4	1.3564659966250536	0.4289522117905443	100.6	1.3564659966250536	0.4289522117905443	20.2	0.9797958971132711	0.3098386676965933	0.609195	0.658333	0.721088	0.763	0.005099019513592784	0.0016124515496597097	0.792710548058574	0.005993235592113448	0.0018952275025066365
2024-08-03 16:09:50	13.391051769256592	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C3/neg_C3_2.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	13	66	10	10	0.7751836547291093	0.003435558581548297	0.0010864190152629944	0.8089123912419385	0.004114363280580784	0.0013010759087997697	0.6356060606060606	0.010952145677879504	0.0034633725608068026	0.7148318080338613	0.009415464470160392	0.002977431295409731	0.587171408070323	0.007110893239587335	0.0022486618835389385	0.9136363636363637	0.01922511748552959	0.00607951595386027	0.6424242424242423	0.018181818181818167	0.005749595745760685	0.08636363636363636	0.019225117485529578	0.0060795159538602666	60.3	1.2688577540449522	0.4012480529547776	23.6	1.2	0.3794733192202055	42.4	1.2	0.3794733192202055	5.7	1.2688577540449522	0.4012480529547776	0.580000	0.621212	0.698795	0.9102040816326531	0.009997917317482426	0.003161619058128524	0.9195918367346938	0.005443310539518154	0.0017213259316477345
2024-08-03 16:09:51	21.454564094543457	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C1/neg_C1_10.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	39	159	10	10	0.8024722123333727	0.00411353501399393	0.0013008139879073426	0.807883302373577	0.004145637384219508	0.0013109656487276227	0.7484276729559749	0.0046642757780476305	0.0014749735093784507	0.7518513858109225	0.004949726365490049	0.0015652409109535607	0.7417527016261521	0.004727833800619963	0.0014950723208689474	0.7622641509433963	0.007334530685340019	0.002319382253407021	0.26540880503144654	0.006162238346624346	0.0019486708660163099	0.23773584905660378	0.007334530685339998	0.0023193822534070146	121.2	1.16619037896906	0.36878177829171543	116.8	0.9797958971132711	0.3098386676965933	42.2	0.9797958971132711	0.3098386676965933	37.8	1.16619037896906	0.36878177829171543	0.742331	0.748428	0.751553	0.8657407407407408	0.004419080575085286	0.0013974359781076236	0.8821238086492776	0.004586852319554604	0.0014504900620619036
2024-08-03 16:09:52	15.932283878326416	/RAID1/working/R425/lavakau/ML_master/mp_rna_ovl/C4/neg_C4_2.fa.pcre_df_p0.01_mod.txt_SVM_lasso	lasso	SVM	['pos', 'neg']	21	90	10	10	0.826962962962963	0.008044458086067142	0.0025438810093731	0.8042856448064482	0.013728937159236872	0.004341471127651029	0.7611111111111111	0.009938079899999074	0.003142696805273547	0.7848279034146006	0.0074557513919364955	0.0023577156066490077	0.7142269890168691	0.01151217991851592	0.003640470937616193	0.8711111111111112	0.008888888888888877	0.002810913475705222	0.3488888888888889	0.02060804110110156	0.006516834799384524	0.1288888888888889	0.008888888888888887	0.002810913475705225	78.4	0.8	0.25298221281347033	58.6	1.854723699099141	0.5865151319446072	31.4	1.854723699099141	0.5865151319446072	11.6	0.7999999999999999	0.25298221281347033	0.692982	0.744444	0.774510	0.8380000000000001	0.008717797887081366	0.00275680975041805	0.8833211151593504	0.003891864039825353	0.0012307154709552373
