gene	group
Mp6g20250	D_HS T
Mp6g21290	D_HS T
Mp6g21430	D_HS T
Mp7g00490	D_HS T
Mp7g01270	D_HS T
Mp7g01400	D_HS T
Mp7g01660	D_HS T
Mp7g01910	D_HS T
Mp7g02470	D_HS T
Mp7g02680	D_HS T
Mp7g02760	D_HS T
Mp7g03680	D_HS T
Mp7g03770	D_HS T
Mp7g03790	D_HS T
Mp7g03880	D_HS T
Mp7g04070	D_HS T
Mp7g04630	D_HS T
Mp7g04810	D_HS T
Mp7g05050	D_HS T
Mp7g05080	D_HS T
Mp7g05210	D_HS T
Mp7g05240	D_HS T
Mp7g05750	D_HS T
Mp7g05770	D_HS T
Mp7g05870	D_HS T
Mp7g06380	D_HS T
Mp7g06430	D_HS T
Mp7g07610	D_HS T
Mp7g07630	D_HS T
Mp7g07690	D_HS T
Mp7g08810	D_HS T
Mp7g09310	D_HS T
Mp7g09350	D_HS T
Mp7g09875	D_HS T
Mp7g10460	D_HS T
Mp7g10730	D_HS T
Mp7g10970	D_HS T
Mp7g11000	D_HS T
Mp7g11020	D_HS T
Mp7g11040	D_HS T
Mp7g11260	D_HS T
Mp7g11550	D_HS T
Mp7g11760	D_HS T
Mp7g11870	D_HS T
Mp7g11980	D_HS T
Mp7g12060	D_HS T
Mp7g12810	D_HS T
Mp7g14660	D_HS T
Mp7g14890	D_HS T
Mp7g14920	D_HS T
Mp7g14930	D_HS T
Mp7g14970	D_HS T
Mp7g15000	D_HS T
Mp7g15620	D_HS T
Mp7g15880	D_HS T
Mp7g16200	D_HS T
Mp7g16380	D_HS T
Mp7g16430	D_HS T
Mp7g17020	D_HS T
Mp7g18000	D_HS T
Mp7g19340	D_HS T
Mp8g00290	D_HS T
Mp8g00350	D_HS T
Mp8g00460	D_HS T
Mp8g00740	D_HS T
Mp8g00750	D_HS T
Mp8g01280	D_HS T
Mp8g01290	D_HS T
Mp8g01770	D_HS T
Mp8g01970	D_HS T
Mp8g02020	D_HS T
Mp8g02110	D_HS T
Mp8g02140	D_HS T
Mp8g02280	D_HS T
Mp8g02760	D_HS T
Mp8g02890	D_HS T
Mp8g02940	D_HS T
Mp8g03410	D_HS T
Mp8g03440	D_HS T
Mp8g03650	D_HS T
Mp8g03750	D_HS T
Mp8g04630	D_HS T
Mp8g04640	D_HS T
Mp8g04700	D_HS T
Mp8g05060	D_HS T
Mp8g05150	D_HS T
Mp8g05520	D_HS T
Mp8g06230	D_HS T
Mp8g06760	D_HS T
Mp8g06860	D_HS T
Mp8g06890	D_HS T
Mp8g07170	D_HS T
Mp8g07270	D_HS T
Mp8g07630	D_HS T
Mp8g07850	D_HS T
Mp8g07950	D_HS T
Mp8g08240	D_HS T
Mp8g08670	D_HS T
Mp8g08710	D_HS T
Mp8g08780	D_HS T
Mp8g08830	D_HS T
Mp8g09220	D_HS T
Mp8g09330	D_HS T
Mp8g09350	D_HS T
Mp8g09370	D_HS T
Mp8g09770	D_HS T
Mp8g10940	D_HS T
Mp8g11200	D_HS T
Mp8g12260	D_HS T
Mp8g12480	D_HS T
Mp8g12790	D_HS T
Mp8g12920	D_HS T
Mp8g12970	D_HS T
Mp8g13020	D_HS T
Mp8g13780	D_HS T
Mp8g13940	D_HS T
Mp8g13970	D_HS T
Mp8g14150	D_HS T
Mp8g14450	D_HS T
Mp8g14820	D_HS T
Mp8g14910	D_HS T
Mp8g15560	D_HS T
Mp8g15840	D_HS T
Mp8g16560	D_HS T
Mp8g16900	D_HS T
Mp8g16950	D_HS T
Mp8g17110	D_HS T
Mp8g17230	D_HS T
Mp8g17300	D_HS T
Mp8g17810	D_HS T
Mp8g18590	D_HS T
Mp8g19020	D_HS T
MpVg01223	D_HS T
Mpzg01410	D_HS T
Mp1g01040	D_HS a
Mp1g01110	D_HS a
Mp1g01840	D_HS a
Mp1g02070	D_HS a
Mp1g02885	D_HS a
Mp1g03310	D_HS a
Mp1g03750	D_HS a
Mp1g03950	D_HS a
Mp1g04710	D_HS a
Mp1g04750	D_HS a
Mp1g06380	D_HS a
Mp1g07070	D_HS a
Mp1g07470	D_HS a
Mp1g09120	D_HS a
Mp1g09190	D_HS a
Mp1g09200	D_HS a
Mp1g09210	D_HS a
Mp1g09290	D_HS a
Mp1g09370	D_HS a
Mp1g09400	D_HS a
Mp1g09755	D_HS a
Mp1g10020	D_HS a
Mp1g10250	D_HS a
Mp1g10320	D_HS a
Mp1g12420	D_HS a
Mp1g12530	D_HS a
Mp1g12670	D_HS a
Mp1g13090	D_HS a
Mp1g14610	D_HS a
Mp1g15660	D_HS a
Mp1g16340	D_HS a
Mp1g16820	D_HS a
Mp1g17090	D_HS a
Mp1g19400	D_HS a
Mp1g20010	D_HS a
Mp1g20040	D_HS a
Mp1g20650	D_HS a
Mp1g20810	D_HS a
Mp1g21700	D_HS a
Mp1g23160	D_HS a
Mp1g23210	D_HS a
Mp1g23220	D_HS a
Mp1g23650	D_HS a
Mp1g25080	D_HS a
Mp1g25480	D_HS a
Mp1g27050	D_HS a
Mp1g27780	D_HS a
Mp1g27920	D_HS a
Mp1g27940	D_HS a
Mp1g27960	D_HS a
Mp1g28360	D_HS a
Mp1g28450	D_HS a
Mp1g28780	D_HS a
Mp2g00040	D_HS a
Mp2g00890	D_HS a
Mp2g01340	D_HS a
Mp2g01420	D_HS a
Mp2g01700	D_HS a
Mp2g02120	D_HS a
Mp2g02210	D_HS a
Mp2g02510	D_HS a
Mp2g02520	D_HS a
Mp2g02750	D_HS a
Mp2g03110	D_HS a
Mp2g03850	D_HS a
Mp2g03870	D_HS a
Mp2g05250	D_HS a
Mp2g06090	D_HS a
Mp2g06360	D_HS a
Mp2g06680	D_HS a
Mp2g06790	D_HS a
Mp2g07060	D_HS a
Mp2g07820	D_HS a
Mp2g08000	D_HS a
Mp2g08510	D_HS a
Mp2g08520	D_HS a
Mp2g08660	D_HS a
Mp2g09200	D_HS a
Mp2g12200	D_HS a
Mp2g13740	D_HS a
Mp2g13850	D_HS a
Mp2g15090	D_HS a
Mp2g15290	D_HS a
Mp2g15510	D_HS a
Mp2g16410	D_HS a
Mp2g16540	D_HS a
Mp2g16720	D_HS a
Mp2g16870	D_HS a
Mp2g17800	D_HS a
Mp2g17820	D_HS a
Mp2g18580	D_HS a
Mp2g19390	D_HS a
Mp2g19400	D_HS a
Mp2g19650	D_HS a
Mp2g19860	D_HS a
Mp2g20470	D_HS a
Mp2g20650	D_HS a
Mp2g21040	D_HS a
Mp2g21170	D_HS a
Mp2g21490	D_HS a
Mp2g21520	D_HS a
Mp2g21600	D_HS a
Mp2g23640	D_HS a
Mp2g23750	D_HS a
Mp2g23775	D_HS a
Mp2g24110	D_HS a
Mp2g24760	D_HS a
Mp2g24780	D_HS a
Mp2g24790	D_HS a
Mp2g24800	D_HS a
Mp2g24810	D_HS a
Mp2g25910	D_HS a
Mp2g26010	D_HS a
Mp3g00840	D_HS a
Mp3g00900	D_HS a
Mp3g01145	D_HS a
Mp3g02470	D_HS a
Mp3g03130	D_HS a
Mp3g03370	D_HS a
Mp3g03380	D_HS a
Mp3g03890	D_HS a
Mp3g04300	D_HS a
Mp3g05110	D_HS a
Mp3g05150	D_HS a
Mp3g05460	D_HS a
Mp3g06040	D_HS a
Mp3g06110	D_HS a
Mp3g07260	D_HS a
Mp3g07730	D_HS a
Mp3g08360	D_HS a
Mp3g08375	D_HS a
Mp3g09800	D_HS a
Mp3g10150	D_HS a
Mp3g10230	D_HS a
Mp3g10340	D_HS a
Mp3g10350	D_HS a
Mp3g10780	D_HS a
Mp3g11090	D_HS a
Mp3g11440	D_HS a
Mp3g12230	D_HS a
Mp3g12300	D_HS a
Mp3g12380	D_HS a
Mp3g12410	D_HS a
Mp3g13340	D_HS a
Mp3g14120	D_HS a
Mp3g14380	D_HS a
Mp3g15330	D_HS a
Mp3g15450	D_HS a
Mp3g15740	D_HS a
Mp3g15950	D_HS a
Mp3g16340	D_HS a
Mp3g16430	D_HS a
Mp3g16500	D_HS a
Mp3g16590	D_HS a
Mp3g16670	D_HS a
Mp3g16860	D_HS a
Mp3g17080	D_HS a
Mp3g17100	D_HS a
Mp3g17450	D_HS a
Mp3g17570	D_HS a
Mp3g18030	D_HS a
Mp3g18090	D_HS a
Mp3g18710	D_HS a
Mp3g19050	D_HS a
Mp3g19100	D_HS a
Mp3g19390	D_HS a
Mp3g19770	D_HS a
Mp3g19790	D_HS a
Mp3g20270	D_HS a
Mp3g20300	D_HS a
Mp3g20600	D_HS a
Mp3g20675	D_HS a
Mp3g20700	D_HS a
Mp3g20970	D_HS a
Mp3g21010	D_HS a
Mp3g21360	D_HS a
Mp3g21670	D_HS a
Mp3g21990	D_HS a
Mp3g22750	D_HS a
Mp3g23590	D_HS a
Mp3g23930	D_HS a
Mp3g24380	D_HS a
Mp3g24620	D_HS a
Mp4g00110	D_HS a
Mp4g01320	D_HS a
Mp4g01480	D_HS a
Mp4g01510	D_HS a
Mp4g01950	D_HS a
Mp4g02550	D_HS a
Mp4g03080	D_HS a
Mp4g03090	D_HS a
Mp4g03540	D_HS a
Mp4g03890	D_HS a
Mp4g04160	D_HS a
Mp4g04800	D_HS a
Mp4g05440	D_HS a
Mp4g05970	D_HS a
Mp4g05980	D_HS a
Mp4g05990	D_HS a
Mp4g06040	D_HS a
Mp4g06840	D_HS a
Mp4g06970	D_HS a
Mp4g07150	D_HS a
Mp4g07680	D_HS a
Mp4g08080	D_HS a
Mp4g08220	D_HS a
Mp4g09040	D_HS a
Mp4g09230	D_HS a
Mp4g10490	D_HS a
Mp4g10800	D_HS a
Mp4g11130	D_HS a
Mp4g11300	D_HS a
Mp4g12000	D_HS a
Mp4g13430	D_HS a
Mp4g13440	D_HS a
Mp4g15980	D_HS a
Mp4g16270	D_HS a
Mp4g18140	D_HS a
Mp4g19540	D_HS a
Mp4g19760	D_HS a
Mp4g20450	D_HS a
Mp4g21060	D_HS a
Mp4g21100	D_HS a
Mp4g21110	D_HS a
Mp4g22340	D_HS a
Mp4g23340	D_HS a
Mp4g23890	D_HS a
Mp5g00140	D_HS a
Mp5g00160	D_HS a
Mp5g00690	D_HS a
Mp5g00860	D_HS a
Mp5g03090	D_HS a
Mp5g03560	D_HS a
Mp5g03920	D_HS a
Mp5g04140	D_HS a
Mp5g04580	D_HS a
Mp5g04600	D_HS a
Mp5g04900	D_HS a
Mp5g05070	D_HS a
Mp5g05390	D_HS a
Mp5g05830	D_HS a
Mp5g06340	D_HS a
Mp5g07200	D_HS a
Mp5g07440	D_HS a
Mp5g07500	D_HS a
Mp5g07740	D_HS a
Mp5g08750	D_HS a
Mp5g08770	D_HS a
Mp5g10960	D_HS a
Mp5g11280	D_HS a
Mp5g11290	D_HS a
Mp5g11300	D_HS a
Mp5g11460	D_HS a
Mp5g12510	D_HS a
Mp5g13300	D_HS a
Mp5g13860	D_HS a
Mp5g13870	D_HS a
Mp5g14430	D_HS a
Mp5g14440	D_HS a
Mp5g15040	D_HS a
Mp5g15320	D_HS a
Mp5g15770	D_HS a
Mp5g16090	D_HS a
Mp5g17730	D_HS a
Mp5g18090	D_HS a
Mp5g18820	D_HS a
Mp5g19190	D_HS a
Mp5g19770	D_HS a
Mp5g19790	D_HS a
Mp5g19840	D_HS a
Mp5g19920	D_HS a
Mp5g19990	D_HS a
Mp5g20040	D_HS a
Mp5g20045	D_HS a
Mp5g21385	D_HS a
Mp5g21450	D_HS a
Mp5g21640	D_HS a
Mp5g21870	D_HS a
Mp5g22160	D_HS a
Mp5g23740	D_HS a
Mp5g24210	D_HS a
Mp5g24330	D_HS a
Mp5g24550	D_HS a
Mp6g00360	D_HS a
Mp6g00390	D_HS a
Mp6g01060	D_HS a
Mp6g01410	D_HS a
Mp6g02060	D_HS a
Mp6g02070	D_HS a
Mp6g03150	D_HS a
Mp6g03240	D_HS a
Mp6g03300	D_HS a
Mp6g03510	D_HS a
Mp6g03700	D_HS a
Mp6g03720	D_HS a
Mp6g04110	D_HS a
Mp6g04480	D_HS a
Mp6g04880	D_HS a
Mp6g04930	D_HS a
Mp6g05540	D_HS a
Mp6g07010	D_HS a
Mp6g07050	D_HS a
Mp6g07120	D_HS a
Mp6g07550	D_HS a
Mp6g07910	D_HS a
Mp6g07950	D_HS a
Mp6g08310	D_HS a
Mp6g09180	D_HS a
Mp6g09730	D_HS a
Mp6g11440	D_HS a
Mp6g11540	D_HS a
Mp6g11680	D_HS a
Mp6g12090	D_HS a
Mp6g12310	D_HS a
Mp6g13590	D_HS a
Mp6g14180	D_HS a
Mp6g14520	D_HS a
Mp6g14720	D_HS a
Mp6g14730	D_HS a
Mp6g14850	D_HS a
Mp6g14990	D_HS a
Mp6g15110	D_HS a
Mp6g15150	D_HS a
Mp6g16800	D_HS a
Mp6g17040	D_HS a
Mp6g17260	D_HS a
Mp6g18730	D_HS a
Mp6g18780	D_HS a
Mp6g19490	D_HS a
Mp6g20220	D_HS a
Mp6g21430	D_HS a
Mp7g00090	D_HS a
Mp7g00860	D_HS a
Mp7g01390	D_HS a
Mp7g01740	D_HS a
Mp7g02330	D_HS a
Mp7g02470	D_HS a
Mp7g02480	D_HS a
Mp7g03770	D_HS a
Mp7g03790	D_HS a
Mp7g04070	D_HS a
Mp7g04630	D_HS a
Mp7g04810	D_HS a
Mp7g05020	D_HS a
Mp7g05050	D_HS a
Mp7g05080	D_HS a
Mp7g05170	D_HS a
Mp7g05210	D_HS a
Mp7g05870	D_HS a
Mp7g06430	D_HS a
Mp7g06470	D_HS a
Mp7g07330	D_HS a
Mp7g07630	D_HS a
Mp7g08760	D_HS a
Mp7g08810	D_HS a
Mp7g08820	D_HS a
Mp7g09875	D_HS a
Mp7g10170	D_HS a
Mp7g10970	D_HS a
Mp7g11000	D_HS a
Mp7g11020	D_HS a
Mp7g11040	D_HS a
Mp7g11260	D_HS a
Mp7g11350	D_HS a
Mp7g11550	D_HS a
Mp7g11980	D_HS a
Mp7g12060	D_HS a
Mp7g12460	D_HS a
Mp7g12810	D_HS a
Mp7g13630	D_HS a
Mp7g14660	D_HS a
Mp7g14780	D_HS a
Mp7g15620	D_HS a
Mp7g16200	D_HS a
Mp7g17020	D_HS a
Mp7g17960	D_HS a
Mp7g18470	D_HS a
Mp7g18870	D_HS a
Mp7g19240	D_HS a
Mp7g19700	D_HS a
Mp8g00350	D_HS a
Mp8g00830	D_HS a
Mp8g00960	D_HS a
Mp8g01280	D_HS a
Mp8g01290	D_HS a
Mp8g02140	D_HS a
Mp8g02280	D_HS a
Mp8g02760	D_HS a
Mp8g02890	D_HS a
Mp8g02910	D_HS a
Mp8g02940	D_HS a
Mp8g03370	D_HS a
Mp8g03410	D_HS a
Mp8g03650	D_HS a
Mp8g05080	D_HS a
Mp8g05670	D_HS a
Mp8g06260	D_HS a
Mp8g06860	D_HS a
Mp8g07850	D_HS a
Mp8g07950	D_HS a
Mp8g09330	D_HS a
Mp8g09420	D_HS a
Mp8g10370	D_HS a
Mp8g10590	D_HS a
Mp8g12170	D_HS a
Mp8g12480	D_HS a
Mp8g12600	D_HS a
Mp8g12920	D_HS a
Mp8g13070	D_HS a
Mp8g13250	D_HS a
Mp8g14150	D_HS a
Mp8g14450	D_HS a
Mp8g15290	D_HS a
Mp8g15410	D_HS a
Mp8g15840	D_HS a
Mp8g16120	D_HS a
Mp8g16560	D_HS a
Mp8g17780	D_HS a
Mp8g18590	D_HS a
Mp1g00210	D_HS b
Mp1g00340	D_HS b
Mp1g01540	D_HS b
Mp1g02200	D_HS b
Mp1g02660	D_HS b
Mp1g02930	D_HS b
Mp1g03240	D_HS b
Mp1g03310	D_HS b
Mp1g03670	D_HS b
Mp1g03750	D_HS b
Mp1g04530	D_HS b
Mp1g04710	D_HS b
Mp1g04830	D_HS b
Mp1g04940	D_HS b
Mp1g06180	D_HS b
Mp1g06340	D_HS b
Mp1g06380	D_HS b
Mp1g06440	D_HS b
Mp1g07070	D_HS b
Mp1g07220	D_HS b
Mp1g08000	D_HS b
Mp1g08250	D_HS b
Mp1g08755	D_HS b
Mp1g09210	D_HS b
Mp1g09290	D_HS b
Mp1g09370	D_HS b
Mp1g09400	D_HS b
Mp1g09410	D_HS b
Mp1g09420	D_HS b
Mp1g09500	D_HS b
Mp1g09755	D_HS b
Mp1g10020	D_HS b
Mp1g10030	D_HS b
Mp1g10150	D_HS b
Mp1g10170	D_HS b
Mp1g10250	D_HS b
Mp1g11070	D_HS b
Mp1g12290	D_HS b
Mp1g12470	D_HS b
Mp1g12670	D_HS b
Mp1g13090	D_HS b
Mp1g13140	D_HS b
Mp1g13160	D_HS b
Mp1g13260	D_HS b
Mp1g13700	D_HS b
Mp1g13940	D_HS b
Mp1g14610	D_HS b
Mp1g14720	D_HS b
Mp1g14840	D_HS b
Mp1g15660	D_HS b
Mp1g16340	D_HS b
Mp1g17070	D_HS b
Mp1g17090	D_HS b
Mp1g17210	D_HS b
Mp1g18140	D_HS b
Mp1g18170	D_HS b
Mp1g18780	D_HS b
Mp1g19050	D_HS b
Mp1g19500	D_HS b
Mp1g19680	D_HS b
Mp1g19760	D_HS b
Mp1g20090	D_HS b
Mp1g20360	D_HS b
Mp1g20870	D_HS b
Mp1g20960	D_HS b
Mp1g21115	D_HS b
Mp1g21270	D_HS b
Mp1g21660	D_HS b
Mp1g21700	D_HS b
Mp1g21800	D_HS b
Mp1g21860	D_HS b
Mp1g21870	D_HS b
Mp1g21930	D_HS b
Mp1g22310	D_HS b
Mp1g22600	D_HS b
Mp1g22880	D_HS b
Mp1g23160	D_HS b
Mp1g23210	D_HS b
Mp1g23260	D_HS b
Mp1g23340	D_HS b
Mp1g23650	D_HS b
Mp1g24140	D_HS b
Mp1g24190	D_HS b
Mp1g24220	D_HS b
Mp1g24230	D_HS b
Mp1g24430	D_HS b
Mp1g25000	D_HS b
Mp1g25080	D_HS b
Mp1g25420	D_HS b
Mp1g25730	D_HS b
Mp1g25850	D_HS b
Mp1g25860	D_HS b
Mp1g25890	D_HS b
Mp1g26490	D_HS b
Mp1g26670	D_HS b
Mp1g26910	D_HS b
Mp1g26920	D_HS b
Mp1g27550	D_HS b
Mp1g27940	D_HS b
Mp1g27960	D_HS b
Mp1g27990	D_HS b
Mp1g28360	D_HS b
Mp1g28450	D_HS b
Mp1g28660	D_HS b
Mp1g29480	D_HS b
Mp2g00890	D_HS b
Mp2g00930	D_HS b
Mp2g01340	D_HS b
Mp2g01560	D_HS b
Mp2g01740	D_HS b
Mp2g01800	D_HS b
Mp2g02750	D_HS b
Mp2g02820	D_HS b
Mp2g02920	D_HS b
Mp2g03100	D_HS b
Mp2g03110	D_HS b
Mp2g03470	D_HS b
Mp2g03800	D_HS b
Mp2g03850	D_HS b
Mp2g03870	D_HS b
Mp2g04150	D_HS b
Mp2g04630	D_HS b
Mp2g04950	D_HS b
Mp2g05030	D_HS b
Mp2g05050	D_HS b
Mp2g05630	D_HS b
Mp2g05680	D_HS b
Mp2g05780	D_HS b
Mp2g05790	D_HS b
Mp2g05800	D_HS b
Mp2g05810	D_HS b
Mp2g06080	D_HS b
Mp2g06090	D_HS b
Mp2g06360	D_HS b
Mp2g06610	D_HS b
Mp2g07130	D_HS b
Mp2g07150	D_HS b
Mp2g07700	D_HS b
Mp2g10120	D_HS b
Mp2g10590	D_HS b
Mp2g10710	D_HS b
Mp2g11080	D_HS b
Mp2g11530	D_HS b
Mp2g11810	D_HS b
Mp2g11820	D_HS b
Mp2g12650	D_HS b
Mp2g13080	D_HS b
Mp2g13090	D_HS b
Mp2g13960	D_HS b
Mp2g14180	D_HS b
Mp2g14870	D_HS b
Mp2g15090	D_HS b
Mp2g15290	D_HS b
Mp2g16920	D_HS b
Mp2g17910	D_HS b
Mp2g17960	D_HS b
Mp2g18200	D_HS b
Mp2g18250	D_HS b
Mp2g18580	D_HS b
Mp2g18670	D_HS b
Mp2g18880	D_HS b
Mp2g19390	D_HS b
Mp2g19550	D_HS b
Mp2g20630	D_HS b
Mp2g20640	D_HS b
Mp2g20650	D_HS b
Mp2g21000	D_HS b
Mp2g21420	D_HS b
Mp2g22010	D_HS b
Mp2g22050	D_HS b
Mp2g22250	D_HS b
Mp2g22600	D_HS b
Mp2g23310	D_HS b
Mp2g23350	D_HS b
Mp2g23640	D_HS b
Mp2g23750	D_HS b
Mp2g23940	D_HS b
Mp2g24200	D_HS b
Mp2g24580	D_HS b
Mp2g24810	D_HS b
Mp2g25060	D_HS b
Mp2g25340	D_HS b
Mp2g25400	D_HS b
Mp2g25910	D_HS b
Mp2g25940	D_HS b
Mp2g26170	D_HS b
Mp2g26620	D_HS b
Mp3g00130	D_HS b
Mp3g00230	D_HS b
Mp3g00450	D_HS b
Mp3g00480	D_HS b
Mp3g00790	D_HS b
Mp3g00840	D_HS b
Mp3g00900	D_HS b
Mp3g01130	D_HS b
Mp3g01440	D_HS b
Mp3g01480	D_HS b
Mp3g01570	D_HS b
Mp3g02080	D_HS b
Mp3g02160	D_HS b
Mp3g02320	D_HS b
Mp3g02370	D_HS b
Mp3g02470	D_HS b
Mp3g02550	D_HS b
Mp3g03130	D_HS b
Mp3g03360	D_HS b
Mp3g03380	D_HS b
Mp3g03390	D_HS b
Mp3g03420	D_HS b
Mp3g03890	D_HS b
Mp3g04030	D_HS b
Mp3g04300	D_HS b
Mp3g04830	D_HS b
Mp3g05060	D_HS b
Mp3g05230	D_HS b
Mp3g05280	D_HS b
Mp3g05310	D_HS b
Mp3g05460	D_HS b
Mp3g06110	D_HS b
Mp3g06310	D_HS b
Mp3g07390	D_HS b
Mp3g07400	D_HS b
Mp3g07730	D_HS b
Mp3g08375	D_HS b
Mp3g08980	D_HS b
Mp3g09090	D_HS b
Mp3g09930	D_HS b
Mp3g10010	D_HS b
Mp3g10350	D_HS b
Mp3g10530	D_HS b
Mp3g11090	D_HS b
Mp3g11520	D_HS b
Mp3g11760	D_HS b
Mp3g12180	D_HS b
Mp3g12230	D_HS b
Mp3g12240	D_HS b
Mp3g12400	D_HS b
Mp3g12410	D_HS b
Mp3g13640	D_HS b
Mp3g13710	D_HS b
Mp3g13740	D_HS b
Mp3g14070	D_HS b
Mp3g14340	D_HS b
Mp3g14380	D_HS b
Mp3g14440	D_HS b
Mp3g14900	D_HS b
Mp3g14960	D_HS b
Mp3g15310	D_HS b
Mp3g15330	D_HS b
Mp3g15740	D_HS b
Mp3g15760	D_HS b
Mp3g15950	D_HS b
Mp3g16590	D_HS b
Mp3g16640	D_HS b
Mp3g16660	D_HS b
Mp3g16670	D_HS b
Mp3g17570	D_HS b
Mp3g18030	D_HS b
Mp3g18090	D_HS b
Mp3g18210	D_HS b
Mp3g18320	D_HS b
Mp3g18480	D_HS b
Mp3g18520	D_HS b
Mp3g18940	D_HS b
Mp3g19010	D_HS b
Mp3g19100	D_HS b
Mp3g19610	D_HS b
Mp3g19690	D_HS b
Mp3g19770	D_HS b
Mp3g19790	D_HS b
Mp3g20050	D_HS b
Mp3g20100	D_HS b
Mp3g20270	D_HS b
Mp3g20530	D_HS b
Mp3g20600	D_HS b
Mp3g20675	D_HS b
Mp3g20700	D_HS b
Mp3g20970	D_HS b
Mp3g21360	D_HS b
Mp3g21370	D_HS b
Mp3g21800	D_HS b
Mp3g21990	D_HS b
Mp3g22040	D_HS b
Mp3g22130	D_HS b
Mp3g22260	D_HS b
Mp3g22550	D_HS b
Mp3g22750	D_HS b
Mp3g22770	D_HS b
Mp3g22960	D_HS b
Mp3g23170	D_HS b
Mp3g23440	D_HS b
Mp3g23930	D_HS b
Mp3g24120	D_HS b
Mp3g24380	D_HS b
Mp3g24510	D_HS b
Mp3g24640	D_HS b
Mp3g25160	D_HS b
Mp3g25200	D_HS b
Mp3g25210	D_HS b
Mp4g00150	D_HS b
Mp4g00200	D_HS b
Mp4g01260	D_HS b
Mp4g01480	D_HS b
Mp4g01540	D_HS b
Mp4g01600	D_HS b
Mp4g02230	D_HS b
Mp4g02430	D_HS b
Mp4g02550	D_HS b
Mp4g02700	D_HS b
Mp4g03040	D_HS b
Mp4g03080	D_HS b
Mp4g03090	D_HS b
Mp4g03340	D_HS b
Mp4g03350	D_HS b
Mp4g03460	D_HS b
Mp4g03510	D_HS b
Mp4g03680	D_HS b
Mp4g03710	D_HS b
Mp4g03950	D_HS b
Mp4g03980	D_HS b
Mp4g04160	D_HS b
Mp4g04640	D_HS b
Mp4g04650	D_HS b
Mp4g05040	D_HS b
Mp4g05210	D_HS b
Mp4g05350	D_HS b
Mp4g05510	D_HS b
Mp4g06430	D_HS b
Mp4g06840	D_HS b
Mp4g07610	D_HS b
Mp4g07680	D_HS b
Mp4g07690	D_HS b
Mp4g07920	D_HS b
Mp4g08020	D_HS b
Mp4g08030	D_HS b
Mp4g08040	D_HS b
Mp4g08070	D_HS b
Mp4g08080	D_HS b
Mp4g08230	D_HS b
Mp4g08240	D_HS b
Mp4g08320	D_HS b
Mp4g08700	D_HS b
Mp4g09190	D_HS b
Mp4g09370	D_HS b
Mp4g10060	D_HS b
Mp4g10490	D_HS b
Mp4g10930	D_HS b
Mp4g11020	D_HS b
Mp4g11330	D_HS b
Mp4g11370	D_HS b
Mp4g11380	D_HS b
Mp4g11900	D_HS b
Mp4g12000	D_HS b
Mp4g13430	D_HS b
Mp4g13440	D_HS b
Mp4g13450	D_HS b
Mp4g13500	D_HS b
Mp4g13780	D_HS b
Mp4g14150	D_HS b
Mp4g14160	D_HS b
Mp4g14190	D_HS b
Mp4g14200	D_HS b
Mp4g14210	D_HS b
Mp4g14350	D_HS b
Mp4g14930	D_HS b
Mp4g15980	D_HS b
Mp4g16020	D_HS b
Mp4g16270	D_HS b
Mp4g16740	D_HS b
Mp4g17820	D_HS b
Mp4g18010	D_HS b
Mp4g18020	D_HS b
Mp4g18220	D_HS b
Mp4g18290	D_HS b
Mp4g19700	D_HS b
Mp4g19760	D_HS b
Mp4g19900	D_HS b
Mp4g20223	D_HS b
Mp4g20226	D_HS b
Mp4g20340	D_HS b
Mp4g20420	D_HS b
Mp4g20450	D_HS b
Mp4g20740	D_HS b
Mp4g21100	D_HS b
Mp4g21120	D_HS b
Mp4g21270	D_HS b
Mp4g21880	D_HS b
Mp4g22180	D_HS b
Mp4g22340	D_HS b
Mp4g22370	D_HS b
Mp4g22550	D_HS b
Mp4g22680	D_HS b
Mp4g23630	D_HS b
Mp5g00160	D_HS b
Mp5g00360	D_HS b
Mp5g01880	D_HS b
Mp5g02330	D_HS b
Mp5g02340	D_HS b
Mp5g02730	D_HS b
Mp5g03340	D_HS b
Mp5g03520	D_HS b
Mp5g04900	D_HS b
Mp5g05070	D_HS b
Mp5g05150	D_HS b
Mp5g05560	D_HS b
Mp5g06340	D_HS b
Mp5g06550	D_HS b
Mp5g06630	D_HS b
Mp5g07190	D_HS b
Mp5g07200	D_HS b
Mp5g07500	D_HS b
Mp5g08560	D_HS b
Mp5g08580	D_HS b
Mp5g08590	D_HS b
Mp5g08750	D_HS b
Mp5g08770	D_HS b
Mp5g10550	D_HS b
Mp5g10600	D_HS b
Mp5g10960	D_HS b
Mp5g11030	D_HS b
Mp5g11280	D_HS b
Mp5g11430	D_HS b
Mp5g12090	D_HS b
Mp5g12460	D_HS b
Mp5g13300	D_HS b
Mp5g13490	D_HS b
Mp5g13860	D_HS b
Mp5g13870	D_HS b
Mp5g14020	D_HS b
Mp5g14210	D_HS b
Mp5g14820	D_HS b
Mp5g14900	D_HS b
Mp5g15040	D_HS b
Mp5g15430	D_HS b
Mp5g15690	D_HS b
Mp5g15770	D_HS b
Mp5g16060	D_HS b
Mp5g16090	D_HS b
Mp5g16220	D_HS b
Mp5g16230	D_HS b
Mp5g16840	D_HS b
Mp5g17870	D_HS b
Mp5g18090	D_HS b
Mp5g18500	D_HS b
Mp5g18720	D_HS b
Mp5g18790	D_HS b
