gene	group
Mp5g18970	U_HS a
Mp5g18980	U_HS a
Mp5g19160	U_HS a
Mp5g19880	U_HS a
Mp5g20360	U_HS a
Mp5g21380	U_HS a
Mp5g22790	U_HS a
Mp5g23660	U_HS a
Mp6g01030	U_HS a
Mp6g02120	U_HS a
Mp6g02130	U_HS a
Mp6g02160	U_HS a
Mp6g02170	U_HS a
Mp6g02250	U_HS a
Mp6g03890	U_HS a
Mp6g03960	U_HS a
Mp6g03990	U_HS a
Mp6g04780	U_HS a
Mp6g04830	U_HS a
Mp6g05500	U_HS a
Mp6g05510	U_HS a
Mp6g05600	U_HS a
Mp6g06000	U_HS a
Mp6g07310	U_HS a
Mp6g07760	U_HS a
Mp6g08020	U_HS a
Mp6g08040	U_HS a
Mp6g08170	U_HS a
Mp6g08420	U_HS a
Mp6g08530	U_HS a
Mp6g09230	U_HS a
Mp6g09650	U_HS a
Mp6g10280	U_HS a
Mp6g11300	U_HS a
Mp6g11870	U_HS a
Mp6g13190	U_HS a
Mp6g14070	U_HS a
Mp6g14080	U_HS a
Mp6g14140	U_HS a
Mp6g14200	U_HS a
Mp6g14400	U_HS a
Mp6g15240	U_HS a
Mp6g15580	U_HS a
Mp6g15810	U_HS a
Mp6g15820	U_HS a
Mp6g16230	U_HS a
Mp6g16310	U_HS a
Mp6g16900	U_HS a
Mp6g17720	U_HS a
Mp6g18200	U_HS a
Mp6g18480	U_HS a
Mp6g18940	U_HS a
Mp6g19260	U_HS a
Mp6g19380	U_HS a
Mp6g19640	U_HS a
Mp6g20440	U_HS a
Mp6g20460	U_HS a
Mp6g20580	U_HS a
Mp6g20600	U_HS a
Mp7g00670	U_HS a
Mp7g00970	U_HS a
Mp7g01570	U_HS a
Mp7g01940	U_HS a
Mp7g01970	U_HS a
Mp7g03040	U_HS a
Mp7g03070	U_HS a
Mp7g04240	U_HS a
Mp7g04620	U_HS a
Mp7g04950	U_HS a
Mp7g05120	U_HS a
Mp7g05260	U_HS a
Mp7g05480	U_HS a
Mp7g05530	U_HS a
Mp7g06000	U_HS a
Mp7g06830	U_HS a
Mp7g07050	U_HS a
Mp7g07210	U_HS a
Mp7g07860	U_HS a
Mp7g07960	U_HS a
Mp7g07990	U_HS a
Mp7g09420	U_HS a
Mp7g09660	U_HS a
Mp7g10020	U_HS a
Mp7g10800	U_HS a
Mp7g12300	U_HS a
Mp7g12630	U_HS a
Mp7g13030	U_HS a
Mp7g13490	U_HS a
Mp7g13750	U_HS a
Mp7g13760	U_HS a
Mp7g14030	U_HS a
Mp7g15020	U_HS a
Mp7g15410	U_HS a
Mp7g15460	U_HS a
Mp7g15610	U_HS a
Mp7g15820	U_HS a
Mp7g16800	U_HS a
Mp7g17400	U_HS a
Mp7g17750	U_HS a
Mp7g18140	U_HS a
Mp7g18570	U_HS a
Mp7g19040	U_HS a
Mp7g19050	U_HS a
Mp8g00310	U_HS a
Mp8g00600	U_HS a
Mp8g01500	U_HS a
Mp8g01900	U_HS a
Mp8g02425	U_HS a
Mp8g02500	U_HS a
Mp8g02530	U_HS a
Mp8g03220	U_HS a
Mp8g03300	U_HS a
Mp8g05280	U_HS a
Mp8g05420	U_HS a
Mp8g05440	U_HS a
Mp8g05970	U_HS a
Mp8g06180	U_HS a
Mp8g06400	U_HS a
Mp8g06870	U_HS a
Mp8g08610	U_HS a
Mp8g08700	U_HS a
Mp8g08920	U_HS a
Mp8g08950	U_HS a
Mp8g08990	U_HS a
Mp8g09000	U_HS a
Mp8g09010	U_HS a
Mp8g09100	U_HS a
Mp8g09630	U_HS a
Mp8g09900	U_HS a
Mp8g10420	U_HS a
Mp8g10450	U_HS a
Mp8g10880	U_HS a
Mp8g12150	U_HS a
Mp8g12160	U_HS a
Mp8g12500	U_HS a
Mp8g12880	U_HS a
Mp8g13670	U_HS a
Mp8g14230	U_HS a
Mp8g14700	U_HS a
Mp8g14720	U_HS a
Mp8g16450	U_HS a
Mp8g16770	U_HS a
Mp8g17560	U_HS a
Mp8g19040	U_HS a
MpVg00460	U_HS a
MpVg00720	U_HS a
Mpzg00500	U_HS a
Mpzg00510	U_HS a
Mpzg02050b	U_HS a
Mp1g00170	U_HS b
Mp1g00180	U_HS b
Mp1g00190	U_HS b
Mp1g00410	U_HS b
Mp1g01040	U_HS b
Mp1g01860	U_HS b
Mp1g02020	U_HS b
Mp1g02090	U_HS b
Mp1g02260	U_HS b
Mp1g02360	U_HS b
Mp1g02920	U_HS b
Mp1g02960	U_HS b
Mp1g03020	U_HS b
Mp1g03140	U_HS b
Mp1g03150	U_HS b
Mp1g03210	U_HS b
Mp1g03640	U_HS b
Mp1g03780	U_HS b
Mp1g03840	U_HS b
Mp1g03980	U_HS b
Mp1g04150	U_HS b
Mp1g04760	U_HS b
Mp1g04770	U_HS b
Mp1g05150	U_HS b
Mp1g05410	U_HS b
Mp1g05920	U_HS b
Mp1g06050	U_HS b
Mp1g06140	U_HS b
Mp1g06280	U_HS b
Mp1g06880	U_HS b
Mp1g06980	U_HS b
Mp1g07470	U_HS b
Mp1g07510	U_HS b
Mp1g07590	U_HS b
Mp1g07620	U_HS b
Mp1g07730	U_HS b
Mp1g07890	U_HS b
Mp1g07900	U_HS b
Mp1g08130	U_HS b
Mp1g08560	U_HS b
Mp1g08980	U_HS b
Mp1g09120	U_HS b
Mp1g09180	U_HS b
Mp1g09190	U_HS b
Mp1g09200	U_HS b
Mp1g09800	U_HS b
Mp1g09820	U_HS b
Mp1g10420	U_HS b
Mp1g10640	U_HS b
Mp1g10690	U_HS b
Mp1g11110	U_HS b
Mp1g11420	U_HS b
Mp1g11660	U_HS b
Mp1g11700	U_HS b
Mp1g12310	U_HS b
Mp1g12530	U_HS b
Mp1g12540	U_HS b
Mp1g12860	U_HS b
Mp1g13010	U_HS b
Mp1g13110	U_HS b
Mp1g13190	U_HS b
Mp1g13250	U_HS b
Mp1g13390	U_HS b
Mp1g13560	U_HS b
Mp1g14470	U_HS b
Mp1g15880	U_HS b
Mp1g15890	U_HS b
Mp1g16280	U_HS b
Mp1g16450	U_HS b
Mp1g16520	U_HS b
Mp1g16530	U_HS b
Mp1g16590	U_HS b
Mp1g17490	U_HS b
Mp1g17560	U_HS b
Mp1g17820	U_HS b
Mp1g17960	U_HS b
Mp1g18300	U_HS b
Mp1g18650	U_HS b
Mp1g18740	U_HS b
Mp1g18800	U_HS b
Mp1g19650	U_HS b
Mp1g20610	U_HS b
Mp1g20740	U_HS b
Mp1g20750	U_HS b
Mp1g20770	U_HS b
Mp1g21640	U_HS b
Mp1g22130	U_HS b
Mp1g22360	U_HS b
Mp1g22370	U_HS b
Mp1g22540	U_HS b
Mp1g22940	U_HS b
Mp1g23060	U_HS b
Mp1g23430	U_HS b
Mp1g23740	U_HS b
Mp1g23790	U_HS b
Mp1g24070	U_HS b
Mp1g24370	U_HS b
Mp1g24480	U_HS b
Mp1g24650	U_HS b
Mp1g24970	U_HS b
Mp1g25540	U_HS b
Mp1g25840	U_HS b
Mp1g25870	U_HS b
Mp1g26030	U_HS b
Mp1g26240	U_HS b
Mp1g26440	U_HS b
Mp1g26600	U_HS b
Mp1g26610	U_HS b
Mp1g27110	U_HS b
Mp1g27310	U_HS b
Mp1g27640	U_HS b
Mp1g27780	U_HS b
Mp1g27860	U_HS b
Mp1g28330	U_HS b
Mp1g28530	U_HS b
Mp1g28570	U_HS b
Mp1g28720	U_HS b
Mp1g28920	U_HS b
Mp1g29260	U_HS b
Mp2g00040	U_HS b
Mp2g00840	U_HS b
Mp2g00860	U_HS b
Mp2g01350	U_HS b
Mp2g01380	U_HS b
Mp2g01830	U_HS b
Mp2g01850	U_HS b
Mp2g01860	U_HS b
Mp2g01870	U_HS b
Mp2g01900	U_HS b
Mp2g02090	U_HS b
Mp2g02170	U_HS b
Mp2g02230	U_HS b
Mp2g02350	U_HS b
Mp2g02640	U_HS b
Mp2g02650	U_HS b
Mp2g02770	U_HS b
Mp2g02870	U_HS b
Mp2g03240	U_HS b
Mp2g03710	U_HS b
Mp2g04040	U_HS b
Mp2g04130	U_HS b
Mp2g04400	U_HS b
Mp2g04410	U_HS b
Mp2g04480	U_HS b
Mp2g04800	U_HS b
Mp2g04890	U_HS b
Mp2g04900	U_HS b
Mp2g05510	U_HS b
Mp2g05760	U_HS b
Mp2g06030	U_HS b
Mp2g06680	U_HS b
Mp2g06770	U_HS b
Mp2g06930	U_HS b
Mp2g07500	U_HS b
Mp2g07510	U_HS b
Mp2g07710	U_HS b
Mp2g07820	U_HS b
Mp2g07840	U_HS b
Mp2g08350	U_HS b
Mp2g08550	U_HS b
Mp2g08570	U_HS b
Mp2g08760	U_HS b
Mp2g09380	U_HS b
Mp2g09820	U_HS b
Mp2g09910	U_HS b
Mp2g10020	U_HS b
Mp2g10040	U_HS b
Mp2g10050	U_HS b
Mp2g10220	U_HS b
Mp2g10330	U_HS b
Mp2g10410	U_HS b
Mp2g10650	U_HS b
Mp2g10850	U_HS b
Mp2g10860	U_HS b
Mp2g11120	U_HS b
Mp2g11560	U_HS b
Mp2g11660	U_HS b
Mp2g11830	U_HS b
Mp2g12220	U_HS b
Mp2g12900	U_HS b
Mp2g13440	U_HS b
Mp2g13620	U_HS b
Mp2g13670	U_HS b
Mp2g13740	U_HS b
Mp2g13880	U_HS b
Mp2g14650	U_HS b
Mp2g14700	U_HS b
Mp2g14720	U_HS b
Mp2g14830	U_HS b
Mp2g15530	U_HS b
Mp2g16350	U_HS b
Mp2g16410	U_HS b
Mp2g16540	U_HS b
Mp2g16820	U_HS b
Mp2g16980	U_HS b
Mp2g17410	U_HS b
Mp2g17420	U_HS b
Mp2g17430	U_HS b
Mp2g17500	U_HS b
Mp2g17510	U_HS b
Mp2g17680	U_HS b
Mp2g18080	U_HS b
Mp2g18470	U_HS b
Mp2g18480	U_HS b
Mp2g18760	U_HS b
Mp2g18800	U_HS b
Mp2g19300	U_HS b
Mp2g19460	U_HS b
Mp2g19760	U_HS b
Mp2g20050	U_HS b
Mp2g21130	U_HS b
Mp2g21140	U_HS b
Mp2g21300	U_HS b
Mp2g21600	U_HS b
Mp2g21620	U_HS b
Mp2g21700	U_HS b
Mp2g21920	U_HS b
Mp2g21950	U_HS b
Mp2g22120	U_HS b
Mp2g22690	U_HS b
Mp2g22760	U_HS b
Mp2g22900	U_HS b
Mp2g22920	U_HS b
Mp2g23490	U_HS b
Mp2g23755	U_HS b
Mp2g25630	U_HS b
Mp2g25930	U_HS b
Mp2g26010	U_HS b
Mp2g26210	U_HS b
Mp2g26270	U_HS b
Mp2g26345	U_HS b
Mp2g26370	U_HS b
Mp3g00110	U_HS b
Mp3g00740	U_HS b
Mp3g00850	U_HS b
Mp3g01690	U_HS b
Mp3g01940	U_HS b
Mp3g02240	U_HS b
Mp3g02290	U_HS b
Mp3g02410	U_HS b
Mp3g02660	U_HS b
Mp3g03030	U_HS b
Mp3g03100	U_HS b
Mp3g03200	U_HS b
Mp3g03530	U_HS b
Mp3g04160	U_HS b
Mp3g04190	U_HS b
Mp3g04260	U_HS b
Mp3g04620	U_HS b
Mp3g05150	U_HS b
Mp3g05490	U_HS b
Mp3g05560	U_HS b
Mp3g05930	U_HS b
Mp3g06080	U_HS b
Mp3g06320	U_HS b
Mp3g06480	U_HS b
Mp3g06520	U_HS b
Mp3g06560	U_HS b
Mp3g06570	U_HS b
Mp3g07140	U_HS b
Mp3g07630	U_HS b
Mp3g08090	U_HS b
Mp3g08180	U_HS b
Mp3g08750	U_HS b
Mp3g09010	U_HS b
Mp3g09020	U_HS b
Mp3g09050	U_HS b
Mp3g09400	U_HS b
Mp3g09560	U_HS b
Mp3g09750	U_HS b
Mp3g10080	U_HS b
Mp3g10220	U_HS b
Mp3g10370	U_HS b
Mp3g10560	U_HS b
Mp3g10920	U_HS b
Mp3g11160	U_HS b
Mp3g11460	U_HS b
Mp3g11470	U_HS b
Mp3g11550	U_HS b
Mp3g11790	U_HS b
Mp3g12070	U_HS b
Mp3g12660	U_HS b
Mp3g12920	U_HS b
Mp3g12930	U_HS b
Mp3g13280	U_HS b
Mp3g14030	U_HS b
Mp3g14320	U_HS b
Mp3g14660	U_HS b
Mp3g14910	U_HS b
Mp3g15010	U_HS b
Mp3g15230	U_HS b
Mp3g15240	U_HS b
Mp3g15290	U_HS b
Mp3g15540	U_HS b
Mp3g15580	U_HS b
Mp3g15770	U_HS b
Mp3g15830	U_HS b
Mp3g15910	U_HS b
Mp3g16010	U_HS b
Mp3g16030	U_HS b
Mp3g16090	U_HS b
Mp3g16260	U_HS b
Mp3g16430	U_HS b
Mp3g17120	U_HS b
Mp3g17260	U_HS b
Mp3g17420	U_HS b
Mp3g17450	U_HS b
Mp3g17580	U_HS b
Mp3g17620	U_HS b
Mp3g18050	U_HS b
Mp3g18130	U_HS b
Mp3g18160	U_HS b
Mp3g18190	U_HS b
Mp3g18630	U_HS b
Mp3g19060	U_HS b
Mp3g19080	U_HS b
Mp3g19350	U_HS b
Mp3g19380	U_HS b
Mp3g19390	U_HS b
Mp3g20250	U_HS b
Mp3g20320	U_HS b
Mp3g20450	U_HS b
Mp3g20570	U_HS b
Mp3g20750	U_HS b
Mp3g20780	U_HS b
Mp3g20810	U_HS b
Mp3g20920	U_HS b
Mp3g21010	U_HS b
Mp3g21310	U_HS b
Mp3g21900	U_HS b
Mp3g22220	U_HS b
Mp3g22950	U_HS b
Mp3g23380	U_HS b
Mp3g23390	U_HS b
Mp3g23770	U_HS b
Mp3g23810	U_HS b
Mp3g24240	U_HS b
Mp3g24290	U_HS b
Mp3g24700	U_HS b
Mp3g24920	U_HS b
Mp3g24940	U_HS b
Mp3g25440	U_HS b
Mp3g25450	U_HS b
Mp4g00110	U_HS b
Mp4g00380	U_HS b
Mp4g00430	U_HS b
Mp4g00950	U_HS b
Mp4g01210	U_HS b
Mp4g02070	U_HS b
Mp4g02090	U_HS b
Mp4g02390	U_HS b
Mp4g02400	U_HS b
Mp4g02500	U_HS b
Mp4g02840	U_HS b
Mp4g03120	U_HS b
Mp4g03920	U_HS b
Mp4g04210	U_HS b
Mp4g04230	U_HS b
Mp4g04820	U_HS b
Mp4g05450	U_HS b
Mp4g05490	U_HS b
Mp4g05500	U_HS b
Mp4g05950	U_HS b
Mp4g06000	U_HS b
Mp4g06070	U_HS b
Mp4g06100	U_HS b
Mp4g06240	U_HS b
Mp4g06290	U_HS b
Mp4g06370	U_HS b
Mp4g06560	U_HS b
Mp4g07560	U_HS b
Mp4g07860	U_HS b
Mp4g07950	U_HS b
Mp4g08110	U_HS b
Mp4g08290	U_HS b
Mp4g08360	U_HS b
Mp4g08370	U_HS b
Mp4g08470	U_HS b
Mp4g08670	U_HS b
Mp4g08740	U_HS b
Mp4g08770	U_HS b
Mp4g08980	U_HS b
Mp4g09230	U_HS b
Mp4g09300	U_HS b
Mp4g09760	U_HS b
Mp4g10300	U_HS b
Mp4g10460	U_HS b
Mp4g10620	U_HS b
Mp4g11220	U_HS b
Mp4g11300	U_HS b
Mp4g11410	U_HS b
Mp4g12050	U_HS b
Mp4g12230	U_HS b
Mp4g12350	U_HS b
Mp4g12380	U_HS b
Mp4g12800	U_HS b
Mp4g12890	U_HS b
Mp4g13040	U_HS b
Mp4g13330	U_HS b
Mp4g13480	U_HS b
Mp4g13720	U_HS b
Mp4g13730	U_HS b
Mp4g13980	U_HS b
Mp4g14330	U_HS b
Mp4g14360	U_HS b
Mp4g14400	U_HS b
Mp4g14660	U_HS b
Mp4g15030	U_HS b
Mp4g15090	U_HS b
Mp4g15120	U_HS b
Mp4g15420	U_HS b
Mp4g15430	U_HS b
Mp4g15460	U_HS b
Mp4g15480	U_HS b
Mp4g15570	U_HS b
Mp4g15940	U_HS b
Mp4g16050	U_HS b
Mp4g16310	U_HS b
Mp4g16550	U_HS b
Mp4g16860	U_HS b
Mp4g16930	U_HS b
Mp4g16960	U_HS b
Mp4g17000	U_HS b
Mp4g17020	U_HS b
Mp4g17050	U_HS b
Mp4g17230	U_HS b
Mp4g17240	U_HS b
Mp4g17350	U_HS b
Mp4g17700	U_HS b
Mp4g17880	U_HS b
Mp4g18300	U_HS b
Mp4g18420	U_HS b
Mp4g18970	U_HS b
Mp4g19310	U_HS b
Mp4g19840	U_HS b
Mp4g20680	U_HS b
Mp4g20690	U_HS b
Mp4g20720	U_HS b
Mp4g21050	U_HS b
Mp4g21550	U_HS b
Mp4g22110	U_HS b
Mp4g22210	U_HS b
Mp4g22240	U_HS b
Mp4g22280	U_HS b
Mp4g22420	U_HS b
Mp4g22500	U_HS b
Mp4g22610	U_HS b
Mp4g23230	U_HS b
Mp4g23270	U_HS b
Mp4g23320	U_HS b
Mp4g23370	U_HS b
Mp5g00390	U_HS b
Mp5g00400	U_HS b
Mp5g00470	U_HS b
Mp5g00590	U_HS b
Mp5g00690	U_HS b
Mp5g01110	U_HS b
Mp5g01570	U_HS b
Mp5g01770	U_HS b
Mp5g01980	U_HS b
Mp5g02030	U_HS b
Mp5g02510	U_HS b
Mp5g03150	U_HS b
Mp5g03160	U_HS b
Mp5g03180	U_HS b
Mp5g03360	U_HS b
Mp5g03600	U_HS b
Mp5g03970	U_HS b
Mp5g04140	U_HS b
Mp5g04520	U_HS b
Mp5g04700	U_HS b
Mp5g04750	U_HS b
Mp5g05130	U_HS b
Mp5g05140	U_HS b
Mp5g05320	U_HS b
Mp5g05380	U_HS b
Mp5g05390	U_HS b
Mp5g05730	U_HS b
Mp5g06100	U_HS b
Mp5g06220	U_HS b
Mp5g06260	U_HS b
Mp5g06710	U_HS b
Mp5g06950	U_HS b
Mp5g06970	U_HS b
Mp5g07330	U_HS b
Mp5g07400	U_HS b
Mp5g07905	U_HS b
Mp5g08100	U_HS b
Mp5g08140	U_HS b
Mp5g08640	U_HS b
Mp5g08720	U_HS b
Mp5g09090	U_HS b
Mp5g09250	U_HS b
Mp5g09400	U_HS b
Mp5g09410	U_HS b
Mp5g09430	U_HS b
Mp5g09620	U_HS b
Mp5g09760	U_HS b
Mp5g10100	U_HS b
Mp5g10280	U_HS b
Mp5g10690	U_HS b
Mp5g11120	U_HS b
Mp5g11150	U_HS b
Mp5g11300	U_HS b
Mp5g11440	U_HS b
Mp5g12260	U_HS b
Mp5g13000	U_HS b
Mp5g13130	U_HS b
Mp5g13350	U_HS b
Mp5g13460	U_HS b
Mp5g14320	U_HS b
Mp5g15060	U_HS b
Mp5g15140	U_HS b
Mp5g15230	U_HS b
Mp5g15410	U_HS b
Mp5g15550	U_HS b
Mp5g15620	U_HS b
Mp5g15650	U_HS b
Mp5g15740	U_HS b
Mp5g15940	U_HS b
Mp5g16540	U_HS b
Mp5g16820	U_HS b
Mp5g16910	U_HS b
Mp5g16920	U_HS b
Mp5g16930	U_HS b
Mp5g17400	U_HS b
Mp5g17990	U_HS b
Mp5g18010	U_HS b
Mp5g18250	U_HS b
Mp5g18380	U_HS b
Mp5g19190	U_HS b
Mp5g19620	U_HS b
Mp5g19670	U_HS b
Mp5g20360	U_HS b
Mp5g20470	U_HS b
Mp5g20900	U_HS b
Mp5g21100	U_HS b
Mp5g21130	U_HS b
Mp5g21870	U_HS b
Mp5g22540	U_HS b
Mp5g22920	U_HS b
Mp5g23660	U_HS b
Mp5g23700	U_HS b
Mp5g23860	U_HS b
Mp5g24090	U_HS b
Mp5g24120	U_HS b
Mp5g24130	U_HS b
Mp5g24220	U_HS b
Mp5g24230	U_HS b
Mp5g24390	U_HS b
Mp5g24400	U_HS b
Mp5g24420	U_HS b
Mp6g00130	U_HS b
Mp6g01310	U_HS b
Mp6g01420	U_HS b
Mp6g01550	U_HS b
Mp6g01570	U_HS b
Mp6g01720	U_HS b
Mp6g02030	U_HS b
Mp6g02120	U_HS b
Mp6g02290	U_HS b
Mp6g02550	U_HS b
Mp6g02860	U_HS b
Mp6g03030	U_HS b
Mp6g03090	U_HS b
Mp6g03320	U_HS b
Mp6g03330	U_HS b
Mp6g03700	U_HS b
Mp6g03960	U_HS b
Mp6g04540	U_HS b
Mp6g04710	U_HS b
Mp6g04770	U_HS b
Mp6g04830	U_HS b
Mp6g05340	U_HS b
Mp6g05430	U_HS b
Mp6g05510	U_HS b
Mp6g05520	U_HS b
Mp6g05730	U_HS b
Mp6g06010	U_HS b
Mp6g06020	U_HS b
Mp6g06540	U_HS b
Mp6g06810	U_HS b
Mp6g06900	U_HS b
Mp6g06950	U_HS b
Mp6g07560	U_HS b
Mp6g07950	U_HS b
Mp6g08040	U_HS b
Mp6g08260	U_HS b
Mp6g08270	U_HS b
Mp6g08530	U_HS b
Mp6g08540	U_HS b
Mp6g09230	U_HS b
Mp6g09420	U_HS b
Mp6g09570	U_HS b
Mp6g09630	U_HS b
Mp6g09650	U_HS b
Mp6g10230	U_HS b
Mp6g10280	U_HS b
Mp6g10450	U_HS b
Mp6g10990	U_HS b
Mp6g11300	U_HS b
Mp6g11340	U_HS b
Mp6g11720	U_HS b
Mp6g11780	U_HS b
Mp6g11790	U_HS b
Mp6g11960	U_HS b
Mp6g12330	U_HS b
Mp6g12580	U_HS b
Mp6g12710	U_HS b
Mp6g13030	U_HS b
Mp6g13190	U_HS b
Mp6g13680	U_HS b
Mp6g14070	U_HS b
Mp6g14300	U_HS b
Mp6g14510	U_HS b
Mp6g14520	U_HS b
Mp6g15460	U_HS b
Mp6g15580	U_HS b
Mp6g15680	U_HS b
Mp6g16230	U_HS b
Mp6g16310	U_HS b
Mp6g16880	U_HS b
Mp6g16970	U_HS b
Mp6g17230	U_HS b
Mp6g17240	U_HS b
Mp6g17540	U_HS b
Mp6g17560	U_HS b
Mp6g17700	U_HS b
Mp6g17720	U_HS b
Mp6g18030	U_HS b
Mp6g18130	U_HS b
Mp6g18450	U_HS b
Mp6g18480	U_HS b
Mp6g18940	U_HS b
Mp6g19130	U_HS b
Mp6g19170	U_HS b
Mp6g19470	U_HS b
Mp6g19530	U_HS b
Mp6g19580	U_HS b
Mp6g19640	U_HS b
Mp6g19790	U_HS b
Mp6g19800	U_HS b
Mp6g20290	U_HS b
Mp6g20300	U_HS b
Mp6g20360	U_HS b
Mp6g20450	U_HS b
Mp6g20460	U_HS b
Mp6g20490	U_HS b
Mp6g20500	U_HS b
Mp6g20540	U_HS b
Mp6g20700	U_HS b
Mp7g00230	U_HS b
Mp7g00640	U_HS b
Mp7g00670	U_HS b
Mp7g00710	U_HS b
Mp7g00880	U_HS b
Mp7g01460	U_HS b
Mp7g01570	U_HS b
Mp7g01590	U_HS b
Mp7g01840	U_HS b
Mp7g01940	U_HS b
Mp7g01970	U_HS b
Mp7g02050	U_HS b
Mp7g03030	U_HS b
Mp7g03040	U_HS b
Mp7g03180	U_HS b
Mp7g03960	U_HS b
Mp7g04240	U_HS b
Mp7g04270	U_HS b
Mp7g04500	U_HS b
Mp7g04650	U_HS b
Mp7g04800	U_HS b
Mp7g05120	U_HS b
Mp7g05440	U_HS b
Mp7g05640	U_HS b
Mp7g05690	U_HS b
Mp7g06000	U_HS b
Mp7g06830	U_HS b
Mp7g06880	U_HS b
Mp7g06900	U_HS b
Mp7g06980	U_HS b
Mp7g07210	U_HS b
Mp7g07860	U_HS b
Mp7g07880	U_HS b
Mp7g07990	U_HS b
Mp7g08160	U_HS b
Mp7g08570	U_HS b
Mp7g08760	U_HS b
Mp7g09270	U_HS b
Mp7g09780	U_HS b
Mp7g10010	U_HS b
Mp7g10020	U_HS b
Mp7g10170	U_HS b
Mp7g10210	U_HS b
Mp7g10890	U_HS b
Mp7g11110	U_HS b
Mp7g11410	U_HS b
Mp7g11790	U_HS b
Mp7g11850	U_HS b
Mp7g11930	U_HS b
Mp7g12340	U_HS b
Mp7g12560	U_HS b
Mp7g13030	U_HS b
Mp7g13390	U_HS b
Mp7g13670	U_HS b
Mp7g13690	U_HS b
Mp7g13750	U_HS b
Mp7g13760	U_HS b
Mp7g14070	U_HS b
Mp7g14140	U_HS b
Mp7g14390	U_HS b
Mp7g14400	U_HS b
Mp7g15180	U_HS b
Mp7g15270	U_HS b
Mp7g15690	U_HS b
Mp7g16230	U_HS b
Mp7g16240	U_HS b
Mp7g16420	U_HS b
Mp7g17100	U_HS b
Mp7g18290	U_HS b
Mp7g18430	U_HS b
Mp7g18470	U_HS b
Mp7g18870	U_HS b
Mp7g19310	U_HS b
Mp8g00110	U_HS b
Mp8g00310	U_HS b
Mp8g00500	U_HS b
Mp8g00590	U_HS b
Mp8g00600	U_HS b
Mp8g00660	U_HS b
Mp8g00720	U_HS b
Mp8g00860	U_HS b
Mp8g00920	U_HS b
Mp8g01500	U_HS b
Mp8g01780	U_HS b
Mp8g01820	U_HS b
Mp8g01830	U_HS b
Mp8g01840	U_HS b
Mp8g01920	U_HS b
Mp8g02150	U_HS b
Mp8g02530	U_HS b
Mp8g03310	U_HS b
Mp8g04910	U_HS b
Mp8g05020	U_HS b
Mp8g05120	U_HS b
Mp8g05150	U_HS b
Mp8g05440	U_HS b
Mp8g05610	U_HS b
Mp8g05920	U_HS b
Mp8g06300	U_HS b
Mp8g06310	U_HS b
Mp8g06400	U_HS b
Mp8g06470	U_HS b
Mp8g06490	U_HS b
Mp8g06610	U_HS b
Mp8g06690	U_HS b
Mp8g07070	U_HS b
Mp8g07330	U_HS b
Mp8g07710	U_HS b
Mp8g08650	U_HS b
Mp8g08860	U_HS b
Mp8g08900	U_HS b
Mp8g08910	U_HS b
Mp8g08920	U_HS b
Mp8g08930	U_HS b
Mp8g08940	U_HS b
Mp8g08960	U_HS b
Mp8g09000	U_HS b
Mp8g09900	U_HS b
Mp8g10150	U_HS b
Mp8g10350	U_HS b
Mp8g10500	U_HS b
Mp8g10580	U_HS b
Mp8g10620	U_HS b
Mp8g10690	U_HS b
Mp8g10880	U_HS b
Mp8g11560	U_HS b
Mp8g12000	U_HS b
Mp8g12570	U_HS b
Mp8g12580	U_HS b
Mp8g12710	U_HS b
Mp8g13250	U_HS b
Mp8g13320	U_HS b
Mp8g13330	U_HS b
Mp8g13510	U_HS b
Mp8g14180	U_HS b
Mp8g14310	U_HS b
Mp8g14650	U_HS b
Mp8g14870	U_HS b
Mp8g14900	U_HS b
Mp8g15420	U_HS b
Mp8g15640	U_HS b
Mp8g15750	U_HS b
Mp8g15970	U_HS b
Mp8g16110	U_HS b
Mp8g16390	U_HS b
Mp8g16780	U_HS b
Mp8g16880	U_HS b
Mp8g17560	U_HS b
Mp8g17750	U_HS b
Mp8g17820	U_HS b
Mp8g17860	U_HS b
Mp8g18910	U_HS b
Mp8g19040	U_HS b
MpVg00460	U_HS b
MpVg00720	U_HS b
Mpzg00230	U_HS b
Mpzg00260	U_HS b
Mpzg00310	U_HS b
Mpzg00390	U_HS b
Mp1g00270	U_HS d
Mp1g01440	U_HS d
Mp1g01880	U_HS d
Mp1g02260	U_HS d
Mp1g03140	U_HS d
Mp1g03150	U_HS d
Mp1g03780	U_HS d
Mp1g04670	U_HS d
Mp1g04770	U_HS d
Mp1g04910	U_HS d
Mp1g05150	U_HS d
Mp1g05260	U_HS d
Mp1g06140	U_HS d
Mp1g06440	U_HS d
Mp1g06930	U_HS d
Mp1g06980	U_HS d
Mp1g07250	U_HS d
Mp1g07390	U_HS d
Mp1g07510	U_HS d
Mp1g07590	U_HS d
Mp1g07620	U_HS d
Mp1g07630	U_HS d
Mp1g08130	U_HS d
Mp1g08290	U_HS d
Mp1g10420	U_HS d
Mp1g10610	U_HS d
Mp1g10940	U_HS d
Mp1g11660	U_HS d
Mp1g11770	U_HS d
Mp1g12420	U_HS d
Mp1g12510	U_HS d
Mp1g13010	U_HS d
Mp1g13290	U_HS d
Mp1g13390	U_HS d
Mp1g13440	U_HS d
Mp1g14470	U_HS d
Mp1g14970	U_HS d
Mp1g15090	U_HS d
Mp1g15590	U_HS d
Mp1g15700	U_HS d
