bin	tar	beg	group	zscore	kmer_family
100	1.41	1.44	zscore_tar	-0.57590292335842	AP2EREBP
125	1.47	1.49	zscore_tar	-0.558663641101214	AP2EREBP
150	1.47	1.5	zscore_tar	-0.558663641101214	AP2EREBP
175	1.31	1.34	zscore_tar	-0.604635060453764	AP2EREBP
200	1.31	1.34	zscore_tar	-0.604635060453764	AP2EREBP
225	1.22	1.25	zscore_tar	-0.630493983839573	AP2EREBP
250	1.32	1.34	zscore_tar	-0.601761846744229	AP2EREBP
275	1.36	1.37	zscore_tar	-0.590268991906092	AP2EREBP
300	1.36	1.38	zscore_tar	-0.590268991906092	AP2EREBP
325	1.35	1.37	zscore_tar	-0.593142205615626	AP2EREBP
350	1.32	1.33	zscore_tar	-0.601761846744229	AP2EREBP
375	1.32	1.33	zscore_tar	-0.601761846744229	AP2EREBP
400	1.49	1.49	zscore_tar	-0.552917213682145	AP2EREBP
425	1.54	1.55	zscore_tar	-0.538551145134474	AP2EREBP
450	1.48	1.49	zscore_tar	-0.55579042739168	AP2EREBP
475	1.48	1.49	zscore_tar	-0.55579042739168	AP2EREBP
500	1.27	1.28	zscore_tar	-0.616127915291901	AP2EREBP
525	1.21	1.23	zscore_tar	-0.633367197549107	AP2EREBP
550	1.16	1.18	zscore_tar	-0.647733266096779	AP2EREBP
575	1.08	1.1	zscore_tar	-0.670718975773054	AP2EREBP
600	1.15	1.18	zscore_tar	-0.650606479806313	AP2EREBP
625	1.3	1.34	zscore_tar	-0.607508274163298	AP2EREBP
650	1.42	1.46	zscore_tar	-0.573029709648886	AP2EREBP
675	1.49	1.54	zscore_tar	-0.552917213682145	AP2EREBP
700	1.59	1.63	zscore_tar	-0.524185076586802	AP2EREBP
725	1.81	1.82	zscore_tar	-0.460974374977046	AP2EREBP
750	1.86	1.87	zscore_tar	-0.446608306429374	AP2EREBP
775	1.94	1.95	zscore_tar	-0.4236225967531	AP2EREBP
800	1.96	1.98	zscore_tar	-0.417876169334031	AP2EREBP
825	1.81	1.84	zscore_tar	-0.460974374977046	AP2EREBP
850	2.08	2.11	zscore_tar	-0.383397604819619	AP2EREBP
875	2.24	2.27	zscore_tar	-0.337426185467069	AP2EREBP
900	2.38	2.43	zscore_tar	-0.297201193533588	AP2EREBP
925	2.93	3.02	zscore_tar	-0.139174439509199	AP2EREBP
950	3.03	3.13	zscore_tar	-0.110442302413856	AP2EREBP
975	3.37	3.48	zscore_tar	-0.0127530362896877	AP2EREBP
1000	4.1	4.21	zscore_tar	0.19699156450632	AP2EREBP
1025	5.3	5.38	zscore_tar	0.541777209650442	AP2EREBP
1050	6.83	6.91	zscore_tar	0.981378907209197	AP2EREBP
1075	9.19	9.25	zscore_tar	1.6594573426593	AP2EREBP
1100	11.89	11.92	zscore_tar	2.43522504423358	AP2EREBP
1125	13.95	13.96	zscore_tar	3.02710706839765	AP2EREBP
1150	14.26	14.31	zscore_tar	3.11617669339322	AP2EREBP
1175	13.06	13.13	zscore_tar	2.7713910482491	AP2EREBP
1200	11.18	11.25	zscore_tar	2.23122687085664	AP2EREBP
1225	7.8	7.91	zscore_tar	1.26008063703403	AP2EREBP
1250	6.82	6.88	zscore_tar	0.978505693499663	AP2EREBP
1275	5.81	5.85	zscore_tar	0.688311108836693	AP2EREBP
1300	4.68	4.79	zscore_tar	0.363637959659312	AP2EREBP
1325	4.52	4.67	zscore_tar	0.317666540306763	AP2EREBP
1350	3.57	3.72	zscore_tar	0.0447112379009992	AP2EREBP
1375	3.13	3.28	zscore_tar	-0.0817101653185118	AP2EREBP
1400	2.51	2.59	zscore_tar	-0.259849415309641	AP2EREBP
1425	2.07	2.07	zscore_tar	-0.386270818529153	AP2EREBP
1450	1.81	1.81	zscore_tar	-0.460974374977046	AP2EREBP
1475	1.44	1.44	zscore_tar	-0.567283282229817	AP2EREBP
1500	1.41	1.41	zscore_tar	-0.57590292335842	AP2EREBP
100	1.41	1.44	zscore_beg	-0.577543166976369	AP2EREBP
125	1.47	1.49	zscore_beg	-0.563230140664346	AP2EREBP
150	1.47	1.5	zscore_beg	-0.560367535401942	AP2EREBP
175	1.31	1.34	zscore_beg	-0.606169219600415	AP2EREBP
200	1.31	1.34	zscore_beg	-0.606169219600415	AP2EREBP
225	1.22	1.25	zscore_beg	-0.631932666962057	AP2EREBP
250	1.32	1.34	zscore_beg	-0.606169219600415	AP2EREBP
275	1.36	1.37	zscore_beg	-0.597581403813202	AP2EREBP
300	1.36	1.38	zscore_beg	-0.594718798550797	AP2EREBP
325	1.35	1.37	zscore_beg	-0.597581403813202	AP2EREBP
350	1.32	1.33	zscore_beg	-0.60903182486282	AP2EREBP
375	1.32	1.33	zscore_beg	-0.60903182486282	AP2EREBP
400	1.49	1.49	zscore_beg	-0.563230140664346	AP2EREBP
425	1.54	1.55	zscore_beg	-0.546054509089918	AP2EREBP
450	1.48	1.49	zscore_beg	-0.563230140664346	AP2EREBP
475	1.48	1.49	zscore_beg	-0.563230140664346	AP2EREBP
500	1.27	1.28	zscore_beg	-0.623344851174843	AP2EREBP
525	1.21	1.23	zscore_beg	-0.637657877486866	AP2EREBP
550	1.16	1.18	zscore_beg	-0.651970903798889	AP2EREBP
575	1.08	1.1	zscore_beg	-0.674871745898126	AP2EREBP
600	1.15	1.18	zscore_beg	-0.651970903798889	AP2EREBP
625	1.3	1.34	zscore_beg	-0.606169219600415	AP2EREBP
650	1.42	1.46	zscore_beg	-0.57181795645156	AP2EREBP
675	1.49	1.54	zscore_beg	-0.548917114352323	AP2EREBP
700	1.59	1.63	zscore_beg	-0.523153666990682	AP2EREBP
725	1.81	1.82	zscore_beg	-0.468764167004994	AP2EREBP
750	1.86	1.87	zscore_beg	-0.454451140692971	AP2EREBP
775	1.94	1.95	zscore_beg	-0.431550298593734	AP2EREBP
800	1.96	1.98	zscore_beg	-0.42296248280652	AP2EREBP
825	1.81	1.84	zscore_beg	-0.463038956480185	AP2EREBP
850	2.08	2.11	zscore_beg	-0.38574861439526	AP2EREBP
875	2.24	2.27	zscore_beg	-0.339946930196786	AP2EREBP
900	2.38	2.43	zscore_beg	-0.294145245998313	AP2EREBP
925	2.93	3.02	zscore_beg	-0.125251535516441	AP2EREBP
950	3.03	3.13	zscore_beg	-0.0937628776299897	AP2EREBP
975	3.37	3.48	zscore_beg	0.00642830655417176	AP2EREBP
1000	4.1	4.21	zscore_beg	0.215398490709708	AP2EREBP
1025	5.3	5.38	zscore_beg	0.550323306411049	AP2EREBP
1050	6.83	6.91	zscore_beg	0.988301911558955	AP2EREBP
1075	9.19	9.25	zscore_beg	1.65815154296163	AP2EREBP
1100	11.89	11.92	zscore_beg	2.42246714802367	AP2EREBP
1125	13.95	13.96	zscore_beg	3.0064386215542	AP2EREBP
1150	14.26	14.31	zscore_beg	3.10662980573837	AP2EREBP
1175	13.06	13.13	zscore_beg	2.76884238477462	AP2EREBP
1200	11.18	11.25	zscore_beg	2.23067259544256	AP2EREBP
1225	7.8	7.91	zscore_beg	1.27456243779942	AP2EREBP
1250	6.82	6.88	zscore_beg	0.97971409577174	AP2EREBP
1275	5.81	5.85	zscore_beg	0.684865753744065	AP2EREBP
1300	4.68	4.79	zscore_beg	0.381429595929176	AP2EREBP
1325	4.52	4.67	zscore_beg	0.34707833278032	AP2EREBP
1350	3.57	3.72	zscore_beg	0.0751308328518827	AP2EREBP
1375	3.13	3.28	zscore_beg	-0.0508237986939207	AP2EREBP
1400	2.51	2.59	zscore_beg	-0.248343561799839	AP2EREBP
1425	2.07	2.07	zscore_beg	-0.397199035444879	AP2EREBP
1450	1.81	1.81	zscore_beg	-0.471626772267399	AP2EREBP
1475	1.44	1.44	zscore_beg	-0.577543166976369	AP2EREBP
1500	1.41	1.41	zscore_beg	-0.586130982763583	AP2EREBP
100	1.12	1.14	zscore_tar	-0.72982050135117	bZIP
125	1.16	1.18	zscore_tar	-0.603377435767533	bZIP
150	1.16	1.18	zscore_tar	-0.603377435767533	bZIP
175	1.14	1.14	zscore_tar	-0.666598968559352	bZIP
200	1.13	1.13	zscore_tar	-0.698209734955262	bZIP
225	1.14	1.14	zscore_tar	-0.666598968559352	bZIP
250	1.14	1.14	zscore_tar	-0.666598968559352	bZIP
275	1.15	1.15	zscore_tar	-0.634988202163443	bZIP
300	1.15	1.15	zscore_tar	-0.634988202163443	bZIP
325	1.13	1.13	zscore_tar	-0.698209734955262	bZIP
350	1.14	1.14	zscore_tar	-0.666598968559352	bZIP
375	1.16	1.16	zscore_tar	-0.603377435767533	bZIP
400	1.2	1.2	zscore_tar	-0.476934370183896	bZIP
425	1.2	1.21	zscore_tar	-0.476934370183896	bZIP
450	1.21	1.22	zscore_tar	-0.445323603787986	bZIP
