GO.ID	q.value
GO:0042221	8.389e-13
GO:0009725	8.389e-13
GO:0009733	8.389e-13
GO:0009719	1.173e-11
GO:0010033	4.69e-10
GO:0044699	1.621e-08
GO:0006810	2.778e-08
GO:0051179	3.361e-08
GO:0051234	4.512e-08
GO:1902578	5.491e-08
GO:0044765	8.32e-08
GO:0010731	1.001e-07
GO:0050896	3.564e-07
GO:0032890	5.047e-07
GO:0051952	5.047e-07
GO:0051955	5.047e-07
GO:0080143	5.047e-07
GO:0018105	7.627e-07
GO:0018209	8.731e-07
GO:0006820	1.316e-06
GO:0008152	1.335e-06
GO:0046777	1.378e-06
GO:0055114	2.313e-06
GO:0046128	5.482e-06
GO:0042278	6.635e-06
GO:0015837	9.02e-06
GO:0042451	1.655e-05
GO:0046129	1.655e-05
GO:0018193	1.716e-05
GO:0055085	1.907e-05
GO:0006811	2.03e-05
GO:0072521	3.039e-05
GO:0071702	4.853e-05
GO:0006556	6.056e-05
GO:0009119	6.374e-05
GO:0032973	0.0001376
GO:0043269	0.0001376
GO:0072522	0.0001806
GO:0009116	0.0001907
GO:0009163	0.000279
GO:0042455	0.000279
GO:0044070	0.0003541
GO:0097306	0.0004523
GO:0034220	0.000481
GO:0097305	0.0008898
GO:0006817	0.001243
GO:0044710	0.001284
GO:0009126	0.001284
GO:0009167	0.001284
GO:0044209	0.001373
GO:0009755	0.001727
GO:0022412	0.001727
GO:0033993	0.001727
GO:0009738	0.002119
GO:0071215	0.002288
GO:0006166	0.002349
GO:0006865	0.002408
GO:0015849	0.002715
GO:0009150	0.002715
GO:0006284	0.003241
GO:0032870	0.003282
GO:0006163	0.003359
GO:0071396	0.003359
GO:0032261	0.003608
GO:0043101	0.003608
GO:0009161	0.00364
GO:0009737	0.003842
GO:0015698	0.004206
GO:0019538	0.004559
GO:0071495	0.004658
GO:0009123	0.004995
GO:0006167	0.00511
GO:0046033	0.00511
GO:0046500	0.00511
GO:0090377	0.00511
GO:0032879	0.005419
GO:0015711	0.005571
GO:0046942	0.006363
GO:0006869	0.006363
GO:0010038	0.006363
GO:1901659	0.006567
GO:0009259	0.006766
GO:1902532	0.006892
GO:0010876	0.007981
GO:0009127	0.007981
GO:0009168	0.007981
GO:0033036	0.00845
GO:0046686	0.00845
GO:0071310	0.008898
GO:0007229	0.008898
GO:0051049	0.01119
GO:0098656	0.01119
GO:0006888	0.01251
GO:0022898	0.01251
GO:0032409	0.01251
GO:0032412	0.01251
GO:0055086	0.01297
GO:0022904	0.01342
GO:0010035	0.01373
GO:0032504	0.01373
GO:0090376	0.01472
GO:0009734	0.01555
GO:0009152	0.01555
GO:0000422	0.0156
GO:0048829	0.0156
GO:0061726	0.0156
GO:0019693	0.0156
GO:0002181	0.0156
GO:0046034	0.0156
GO:0006164	0.0156
GO:0071705	0.01597
GO:0044763	0.01685
GO:0070887	0.01721
GO:0015988	0.01726
GO:0015991	0.01726
GO:0044238	0.01726
GO:0098660	0.01891
GO:0044804	0.01891
GO:0009205	0.02019
GO:0048573	0.02214
GO:0001101	0.02214
GO:0034497	0.02214
GO:0060919	0.02214
GO:0043170	0.02214
GO:0009144	0.02288
GO:0010105	0.02306
GO:0042908	0.02306
GO:0070298	0.02306
GO:1901657	0.02306
GO:0006119	0.02332
GO:0071365	0.02367
GO:0010228	0.02367
GO:0016126	0.02367
GO:0000390	0.02367
GO:0006169	0.02367
GO:0006175	0.02367
GO:0006176	0.02367
GO:0009153	0.02367
GO:0009216	0.02367
GO:0046060	0.02367
GO:0046086	0.02367
GO:0080160	0.02367
GO:1901979	0.02367
GO:1902418	0.02367
GO:2001257	0.02367
GO:0040008	0.02468
GO:0006793	0.02646
GO:0009199	0.02783
GO:0009156	0.02841
GO:0006396	0.02898
GO:1903008	0.03144
GO:0035556	0.03161
GO:0006397	0.03477
GO:0009648	0.0364
GO:0043173	0.03813
GO:0043174	0.03813
GO:0008380	0.03898
GO:0000904	0.03946
GO:0009141	0.03993
GO:0006796	0.04263
GO:0009124	0.04263
GO:0071704	0.04308
GO:0010104	0.04403
GO:0070297	0.04403
GO:1901700	0.04403
GO:0009260	0.04521
GO:0046390	0.04521
