GO.ID	q.value
GO:0006869	2.86e-27
GO:0010876	2.86e-27
GO:0033036	1.907e-17
GO:0071702	3.289e-15
GO:0044765	7.436e-15
GO:1902578	1.43e-14
GO:0044699	3.677e-14
GO:0031222	2.145e-13
GO:0006810	9.533e-13
GO:0031221	1.3e-12
GO:0051234	1.3e-12
GO:0051179	5.72e-12
GO:0045493	1.584e-11
GO:0006542	1.471e-10
GO:0042744	2.25e-09
GO:0042743	2.646e-08
GO:0044712	3.096e-08
GO:0072593	2.193e-07
GO:0009084	4.215e-07
GO:0030641	1.09e-06
GO:0051453	1.09e-06
GO:0009399	1.82e-06
GO:0045491	2.736e-06
GO:0006541	3.813e-06
GO:0006754	4.805e-06
GO:0030004	5.28e-06
GO:0044281	7.415e-06
GO:0009664	8.857e-06
GO:0006979	8.857e-06
GO:0009145	8.857e-06
GO:0009206	8.857e-06
GO:0044710	1.966e-05
GO:0009808	2.6e-05
GO:0009201	2.692e-05
GO:0006885	2.778e-05
GO:0009142	3.813e-05
GO:0044724	6.184e-05
GO:0009127	8.213e-05
GO:0009168	8.213e-05
GO:0071554	0.0001015
GO:0071941	0.0001018
GO:0055067	0.0001634
GO:0071669	0.0001862
GO:0072521	0.0002161
GO:0009064	0.0002161
GO:0042451	0.0002556
GO:0046129	0.0002556
GO:0055086	0.000286
GO:0010410	0.0002918
GO:0009156	0.0003203
GO:0006818	0.000396
GO:0015992	0.000396
GO:0009124	0.0004661
GO:0009152	0.0004661
GO:0042938	0.0004784
GO:0006164	0.0004801
GO:0044283	0.000503
GO:0006108	0.000503
GO:0042126	0.000572
GO:0042128	0.000572
GO:0072522	0.0008439
GO:0010383	0.0008857
GO:2001057	0.0009831
GO:0046034	0.0009831
GO:0009163	0.001009
GO:0042455	0.001009
GO:0043648	0.001009
GO:0009056	0.001009
GO:0019693	0.001078
GO:0009205	0.001226
GO:0009260	0.001254
GO:0046390	0.001254
GO:0009144	0.001254
GO:1902600	0.001469
GO:0009698	0.001602
GO:0000272	0.001634
GO:0009199	0.001634
GO:0009141	0.0022
GO:0044711	0.002462
GO:0009126	0.002754
GO:0009167	0.002754
GO:0044036	0.003515
GO:0009165	0.003515
GO:1901293	0.004105
GO:0009117	0.004105
GO:0006753	0.004589
GO:0016052	0.004668
GO:1901607	0.00507
GO:0009161	0.005206
GO:0051260	0.005593
GO:0006857	0.006097
GO:0009123	0.006151
GO:1901659	0.006151
GO:0015833	0.006554
GO:0019637	0.006554
GO:0015672	0.006554
GO:0046128	0.007076
GO:0009150	0.007511
GO:0042278	0.007511
GO:0008652	0.008008
GO:0006163	0.008495
GO:0090407	0.01122
GO:0042886	0.01198
GO:0016053	0.01198
GO:0046394	0.01198
GO:0006950	0.01241
GO:0009259	0.01283
GO:0030003	0.01536
GO:0009119	0.01784
GO:1901605	0.01872
GO:0051259	0.02061
GO:0006873	0.02247
GO:0010035	0.0248
GO:0019752	0.02609
GO:0009116	0.02636
GO:0006144	0.02663
GO:0019249	0.02715
GO:0019676	0.02715
GO:0042939	0.03718
GO:0046110	0.03718
GO:0046686	0.04018
GO:0006520	0.04079
GO:0006624	0.04836
