GO.ID	q.value
GO:0009768	9.152e-05
GO:0009800	0.0006946
GO:0009765	0.0006946
GO:0018298	0.0006946
GO:0010345	0.0006946
GO:0009803	0.0006946
GO:0009699	0.0006946
GO:0006559	0.0009533
GO:1902222	0.0009533
GO:0044712	0.002002
GO:0009698	0.002236
GO:0009074	0.00572
GO:0044281	0.00616
GO:0015937	0.006924
GO:0006558	0.006924
GO:0033866	0.006924
GO:0034030	0.006924
GO:0034033	0.006924
GO:1902221	0.006924
GO:0015936	0.008008
GO:0044550	0.008716
GO:0019388	0.00962
GO:0009641	0.01164
GO:0033865	0.01164
GO:0033875	0.01164
GO:0034032	0.01164
GO:0044282	0.01164
GO:0010218	0.01164
GO:0019255	0.01411
GO:1901606	0.01411
GO:0032787	0.01439
GO:0009063	0.01591
GO:0009590	0.02019
GO:1901135	0.02019
GO:0019684	0.02066
GO:0006629	0.02066
GO:0055085	0.02628
GO:0044711	0.02709
GO:0009769	0.03813
GO:0019252	0.03906
GO:0016042	0.03906
GO:0044710	0.0395
