bin	tar	beg	group	zscore	kmer_family
100	1.15	1.19	zscore_tar	-0.731031042635895	ABI3VP1
125	1.15	1.2	zscore_tar	-0.731031042635895	ABI3VP1
150	1.17	1.21	zscore_tar	-0.644760298473895	ABI3VP1
175	1.14	1.17	zscore_tar	-0.774166414716894	ABI3VP1
200	1.15	1.18	zscore_tar	-0.731031042635895	ABI3VP1
225	1.08	1.11	zscore_tar	-1.03297864720289	ABI3VP1
250	1.08	1.12	zscore_tar	-1.03297864720289	ABI3VP1
275	1.08	1.13	zscore_tar	-1.03297864720289	ABI3VP1
300	1.09	1.13	zscore_tar	-0.989843275121894	ABI3VP1
325	1.16	1.19	zscore_tar	-0.687895670554895	ABI3VP1
350	1.15	1.17	zscore_tar	-0.731031042635895	ABI3VP1
375	1.13	1.14	zscore_tar	-0.817301786797895	ABI3VP1
400	1.13	1.13	zscore_tar	-0.817301786797895	ABI3VP1
425	1.1	1.11	zscore_tar	-0.946707903040894	ABI3VP1
450	1.13	1.14	zscore_tar	-0.817301786797895	ABI3VP1
475	1.17	1.18	zscore_tar	-0.644760298473895	ABI3VP1
500	1.19	1.2	zscore_tar	-0.558489554311895	ABI3VP1
525	1.22	1.22	zscore_tar	-0.429083438068895	ABI3VP1
550	1.23	1.24	zscore_tar	-0.385948065987895	ABI3VP1
575	1.21	1.22	zscore_tar	-0.472218810149895	ABI3VP1
600	1.2	1.21	zscore_tar	-0.515354182230895	ABI3VP1
625	1.17	1.18	zscore_tar	-0.644760298473895	ABI3VP1
650	1.12	1.13	zscore_tar	-0.860437158878894	ABI3VP1
675	1.15	1.17	zscore_tar	-0.731031042635895	ABI3VP1
700	1.16	1.18	zscore_tar	-0.687895670554895	ABI3VP1
725	1.16	1.18	zscore_tar	-0.687895670554895	ABI3VP1
750	1.18	1.19	zscore_tar	-0.601624926392895	ABI3VP1
775	1.24	1.24	zscore_tar	-0.342812693906895	ABI3VP1
800	1.23	1.23	zscore_tar	-0.385948065987895	ABI3VP1
825	1.27	1.27	zscore_tar	-0.213406577663895	ABI3VP1
850	1.34	1.34	zscore_tar	0.0885410269031054	ABI3VP1
875	1.34	1.37	zscore_tar	0.0885410269031054	ABI3VP1
900	1.46	1.52	zscore_tar	0.606165491875105	ABI3VP1
925	1.52	1.59	zscore_tar	0.864977724361105	ABI3VP1
950	1.59	1.67	zscore_tar	1.1669253289281	ABI3VP1
975	1.59	1.66	zscore_tar	1.1669253289281	ABI3VP1
1000	1.63	1.67	zscore_tar	1.3394668172521	ABI3VP1
1025	1.7	1.76	zscore_tar	1.6414144218191	ABI3VP1
1050	1.79	1.85	zscore_tar	2.02963277054811	ABI3VP1
1075	1.88	1.93	zscore_tar	2.4178511192771	ABI3VP1
1100	1.9	1.98	zscore_tar	2.5041218634391	ABI3VP1
1125	1.92	1.99	zscore_tar	2.5903926076011	ABI3VP1
1150	1.79	1.85	zscore_tar	2.0296327705481	ABI3VP1
1175	1.67	1.74	zscore_tar	1.5120083055761	ABI3VP1
1200	1.57	1.64	zscore_tar	1.0806545847661	ABI3VP1
1225	1.47	1.54	zscore_tar	0.649300863956105	ABI3VP1
1250	1.38	1.46	zscore_tar	0.261082515227104	ABI3VP1
1275	1.37	1.45	zscore_tar	0.217947143146105	ABI3VP1
1300	1.36	1.44	zscore_tar	0.174811771065104	ABI3VP1
1325	1.34	1.43	zscore_tar	0.0885410269031054	ABI3VP1
1350	1.38	1.46	zscore_tar	0.261082515227104	ABI3VP1
1375	1.31	1.38	zscore_tar	-0.0408650893398956	ABI3VP1
1400	1.25	1.32	zscore_tar	-0.299677321825895	ABI3VP1
1425	1.2	1.24	zscore_tar	-0.515354182230895	ABI3VP1
1450	1.18	1.23	zscore_tar	-0.601624926392894	ABI3VP1
1475	1.24	1.28	zscore_tar	-0.342812693906895	ABI3VP1
1500	1.25	1.26	zscore_tar	-0.299677321825895	ABI3VP1
100	1.15	1.19	zscore_beg	-0.673350474327708	ABI3VP1
125	1.15	1.2	zscore_beg	-0.633286823976268	ABI3VP1
150	1.17	1.21	zscore_beg	-0.593223173624828	ABI3VP1
175	1.14	1.17	zscore_beg	-0.753477775030588	ABI3VP1
200	1.15	1.18	zscore_beg	-0.713414124679147	ABI3VP1
225	1.08	1.11	zscore_beg	-0.993859677139226	ABI3VP1
250	1.08	1.12	zscore_beg	-0.953796026787787	ABI3VP1
275	1.08	1.13	zscore_beg	-0.913732376436348	ABI3VP1
300	1.09	1.13	zscore_beg	-0.913732376436348	ABI3VP1
325	1.16	1.19	zscore_beg	-0.673350474327708	ABI3VP1
350	1.15	1.17	zscore_beg	-0.753477775030588	ABI3VP1
375	1.13	1.14	zscore_beg	-0.873668726084907	ABI3VP1
400	1.13	1.13	zscore_beg	-0.913732376436348	ABI3VP1
425	1.1	1.11	zscore_beg	-0.993859677139227	ABI3VP1
450	1.13	1.14	zscore_beg	-0.873668726084907	ABI3VP1
475	1.17	1.18	zscore_beg	-0.713414124679148	ABI3VP1
500	1.19	1.2	zscore_beg	-0.633286823976268	ABI3VP1
