"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Up_regulated","Down_regulated","Negative"
"Mp1g00055k",39.4382140027772,0.648526590609747,0.549023998874802,1.18123541400534,0.237509216442589,0.371690971397243,"NO","NO","YES"
"Mp1g00070",107.685863841479,-0.481512273990043,0.285994945184966,-1.68363910655353,0.0922514361663343,0.178143807313237,"NO","NO","YES"
"Mp1g00080",7937.37213249637,-0.127957986535515,0.101700853642945,-1.25818006390344,0.208326643185288,0.336118428111227,"NO","NO","YES"
"Mp1g00090",1685.25880930324,0.188949215069385,0.0813622219073468,2.32232122771371,0.0202156453588111,0.0513409098935127,"NO","NO","YES"
"Mp1g00100",1397.71943009793,-0.256730278533547,0.108055924448442,-2.37590192156509,0.0175061153111839,0.0455404375090325,"NO","NO","NO"
"Mp1g00110",529.680883786933,0.19632812461449,0.195220458687148,1.00567392339303,0.314572450974547,0.457679026540381,"NO","NO","YES"
"Mp1g00120",1098.35403804664,-0.192844823751525,0.0783466401256881,-2.46143068090925,0.0138384136342747,0.0374681279115375,"NO","NO","NO"
"Mp1g00140",4682.34813815087,-0.468544513579726,0.121674815694815,-3.85079287693298,0.000117736040480481,0.000590819048934158,"NO","NO","NO"
"Mp1g00160",1857.28518886778,0.343907860471842,0.0838787362864823,4.1000601069769,4.13042846504638e-05,0.000227556722206961,"NO","NO","NO"
"Mp1g00170",1801.69750856882,-0.0773818147937428,0.2351761326348,-0.329037704323115,0.742127189384116,0.837289775408865,"NO","NO","YES"
"Mp1g00180",133.974301280253,1.30920133518217,0.525986877449989,2.48903801845637,0.0128089267643587,0.0351048528165789,"YES","NO","NO"
"Mp1g00190",814.575831634585,0.137956001197518,0.1055869093116,1.30656349444222,0.191361001584854,0.314556597955287,"NO","NO","YES"
"Mp1g00210",722.411900282607,0.626415009270447,0.230357280347539,2.71931934743012,0.00654164172988653,0.019849570186594,"NO","NO","NO"
"Mp1g00220",1393.15594704479,0.250051839593284,0.0963545612962296,2.59512197688838,0.0094557354979297,0.0271227303174134,"NO","NO","NO"
"Mp1g00230",2668.55247239249,-0.262490387034674,0.0731296960521875,-3.58938162203427,0.000331463307076532,0.00146962342719486,"NO","NO","NO"
"Mp1g00240",42.1800643727261,0.533856371319128,0.462908710335146,1.15326490817729,0.248801668968593,0.384800289584498,"NO","NO","YES"
"Mp1g00250",3610.19390252879,-0.239037207810132,0.0977550932585548,-2.44526601982668,0.0144745334584279,0.038791248975139,"NO","NO","NO"
"Mp1g00270",1564.46925188615,1.04631107026736,0.17367436794478,6.02455666111904,1.69573792132983e-09,2.30044153217746e-08,"YES","NO","NO"
"Mp1g00290",346.01165845078,0.0322010681491991,0.133674850460945,0.240890998105938,0.809639599203547,0.88361084824925,"NO","NO","YES"
"Mp1g00310",84.5348565493075,0.423375299300165,0.303535606493663,1.39481263562733,0.163072347554306,0.278340759340429,"NO","NO","YES"
"Mp1g00320",2506.90409451296,0.83547327042772,0.19648782629871,4.25203579359463,2.11835991881519e-05,0.000125495656437341,"NO","NO","NO"
"Mp1g00330",178.251213117893,-0.347350224502233,0.146243903032925,-2.3751432866506,0.0175421389584201,0.0456071035093117,"NO","NO","NO"
"Mp1g00340",1832.52383184527,0.449586322708494,0.1077550891885,4.17229781065854,3.01543147079872e-05,0.000171620963153556,"NO","NO","NO"
"Mp1g00360",2364.90047016102,-0.0408541886661812,0.0550314244819992,-0.742379268767513,0.45785757657204,0.600533601426976,"NO","NO","YES"
"Mp1g00370",1470.13206782175,0.408680638338729,0.132862582896737,3.07596487610331,0.00209822560507373,0.00741306476414806,"NO","NO","NO"
"Mp1g00380",1883.16845963612,0.00784794384697973,0.100296493246234,0.0782474400945657,0.937631225929544,0.962092579612225,"NO","NO","YES"
"Mp1g00400",2228.31822006795,0.0398414831755075,0.0610854264338503,0.652225669876465,0.514255602513056,0.651621056447696,"NO","NO","YES"
"Mp1g00410",379.164820199215,0.446738383617358,0.17118280170103,2.6097153404323,0.00906175926502802,0.0261441769613803,"NO","NO","NO"
"Mp1g00420",1633.82379593886,-0.0167252312178805,0.112902173291501,-0.148139143209385,0.882232958414193,0.927770082341193,"NO","NO","YES"
"Mp1g00430",957.216929575105,-0.350186251575587,0.0945830410823889,-3.70242114831715,0.000213551742591765,0.000996686679176811,"NO","NO","NO"
"Mp1g00440",2101.0393646615,-0.34042697597258,0.130757077656125,-2.60350706879409,0.00922753647592238,0.0265708310935772,"NO","NO","NO"
"Mp1g00480",7903.17047990339,0.00643202512090617,0.0479443708604574,0.13415600216398,0.893279216512436,0.935246411082831,"NO","NO","YES"
"Mp1g00490",6889.38161865274,0.206202277822605,0.0986365835604618,2.09052534444493,0.0365706341511262,0.0837070936081072,"NO","NO","YES"
"Mp1g00510",743.251536010699,0.475860487559816,0.120114749447281,3.96171569061693,7.44131170580826e-05,0.000388176989203296,"NO","NO","NO"
"Mp1g00530",656.386047885202,-1.07550676803665,0.154903823783794,-6.94306145429812,3.83692403610879e-12,8.27132190578951e-11,"NO","YES","NO"
"Mp1g00540",1432.00628276615,-0.213750268395615,0.157944912572975,-1.35332164178987,0.175952898239071,0.295193294531594,"NO","NO","YES"
"Mp1g00550",2908.42381943168,0.0611674996333549,0.117192608782764,0.521939909595655,0.601712169734424,0.727740265971438,"NO","NO","YES"
"Mp1g00560",4384.89515408495,0.107544157951991,0.0918957620055313,1.17028419597324,0.241886619698493,0.376656572460383,"NO","NO","YES"
"Mp1g00570",2114.89338415969,-0.125560008182601,0.160133623023297,-0.784095218805699,0.432984240685794,0.576374180305488,"NO","NO","YES"
"Mp1g00620",1824.25150181671,-0.726270976174352,0.0968072952534168,-7.50223394087357,6.27392693934078e-14,1.77432629013071e-12,"NO","NO","NO"
"Mp1g00630",197.470995493067,-0.129107871441723,0.202730862185769,-0.63684369537884,0.524226660969145,0.660034373435605,"NO","NO","YES"
"Mp1g00640",1030.50712830732,-0.481305774751308,0.0927072193648322,-5.19167523358907,2.08410306498832e-07,1.92076285936663e-06,"NO","NO","NO"
"Mp1g00650",494.251611731572,-0.200971387559346,0.139996024231604,-1.4355506784026,0.151130237864309,0.262483545160442,"NO","NO","YES"
"Mp1g00680",1279.89300327355,-0.173040379530713,0.092630967200726,-1.86806188858791,0.0617534449826376,0.128957000615993,"NO","NO","YES"
"Mp1g00690",2557.34522549358,-0.048804035468818,0.0844869330524108,-0.57765187710794,0.563499174999408,0.695653420163469,"NO","NO","YES"
"Mp1g00700",300.716799782012,0.866609540410425,0.191609015385196,4.52280149067234,6.10264696935644e-06,4.12562553796333e-05,"NO","NO","NO"
