output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C2_C2C2gata_6-C6_C2C2gata_5	NA	C2_C2C2gata_6-C6_C2C2gata_5	C_	160	10.83623	10	9.69254	10	-0.01232	0.724143	True
_C4_AP2EREBP_118-C6_AP2EREBP_190	NA	C4_AP2EREBP_118-C6_AP2EREBP_190	C_	301	5.7407	7	4.43681	8	0.32241	3.42656e-75	True
_C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	NA	C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	C_	263	7.66878	11	5.46547	12	0.39736	5.07896e-80	True
_C10_FAR1_20-C2_FAR1_25-C6_FAR1_28	NA	C10_FAR1_20-C2_FAR1_25-C6_FAR1_28	C_	155	9.22415	14	7.8418	13	0.02483	0.0163641	True
_C10_AP2EREBP_12-C2_AP2EREBP_13-C3_AP2EREBP_14-C4_AP2EREBP_13-C5_AP2EREBP_1-C6_AP2EREBP_16-C9_AP2EREBP_11	NA	C10_AP2EREBP_12-C2_AP2EREBP_13-C3_AP2EREBP_14-C4_AP2EREBP_13-C5_AP2EREBP_1-C6_AP2EREBP_16-C9_AP2EREBP_11	C_	165	10.04672	8	7.99712	8	-0.04826	6.25164e-09	True
_C10_AP2EREBP_73-C2_AP2EREBP_67-C3_AP2EREBP_64-C4_AP2EREBP_58-C6_AP2EREBP_86	NA	C10_AP2EREBP_73-C2_AP2EREBP_67-C3_AP2EREBP_64-C4_AP2EREBP_58-C6_AP2EREBP_86	C_	227	6.9118	8	5.14721	8	0.33709	7.39743e-76	True
_C10_bZIP_2-C2_bZIP_2-C3_bZIP_2-C6_bZIP_2-C9_bZIP_1	NA	C10_bZIP_2-C2_bZIP_2-C3_bZIP_2-C6_bZIP_2-C9_bZIP_1	C_	233	8.76634	8	7.52029	7	0.02287	0.0141648	True
_C10_BZR_1-C2_BZR_1-C4_BZR_1-C6_BZR_1-C9_BZR_1	NA	C10_BZR_1-C2_BZR_1-C4_BZR_1-C6_BZR_1-C9_BZR_1	C_	153	7.67853	8	5.64918	6	0.3486	2.93611e-68	True
_C10_bZIP_1-C2_bZIP_1-C3_bZIP_1-C4_bZIP_1-C6_bZIP_1	NA	C10_bZIP_1-C2_bZIP_1-C3_bZIP_1-C4_bZIP_1-C6_bZIP_1	C_	181	7.8529	7	6.62313	7	0.32533	1.93416e-68	True
_C2_C2H2_74-C4_C2H2_62-C6_C2H2_97	NA	C2_C2H2_74-C4_C2H2_62-C6_C2H2_97	C_	227	12.07197	20	8.93613	18	0.32606	1.96294e-74	True
_C5_C2H2_6	NA	C5_C2H2_6	C_	191	11.47115	18	11.20605	16	-0.00256	0.606271	True
_C10_AP2EREBP_166-C2_AP2EREBP_196-C3_AP2EREBP_172-C4_AP2EREBP_140-C5_AP2EREBP_59-C6_AP2EREBP_222	NA	C10_AP2EREBP_166-C2_AP2EREBP_196-C3_AP2EREBP_172-C4_AP2EREBP_140-C5_AP2EREBP_59-C6_AP2EREBP_222	C_8	248	8.93812	6	6.02074	7	0.34702	2.54461e-82	True
_C10_AP2EREBP_172-C2_AP2EREBP_205-C3_AP2EREBP_182-C4_AP2EREBP_143-C5_AP2EREBP_63-C6_AP2EREBP_233-C9_AP2EREBP_106	NA	C10_AP2EREBP_172-C2_AP2EREBP_205-C3_AP2EREBP_182-C4_AP2EREBP_143-C5_AP2EREBP_63-C6_AP2EREBP_233-C9_AP2EREBP_106	C_	298	7.29701	12	5.60877	10	0.36295	4.01644e-85	True
_C2_ABI3VP1_12-C4_ABI3VP1_8-C6_ABI3VP1_14-C7_ABI3VP1_3-C9_ABI3VP1_6	NA	C2_ABI3VP1_12-C4_ABI3VP1_8-C6_ABI3VP1_14-C7_ABI3VP1_3-C9_ABI3VP1_6	C_	182	9.17256	4	6.02853	4	0.31865	3.41669e-71	True
_C4_MYB_6-C6_MYB_9	NA	C4_MYB_6-C6_MYB_9	C_	205	8.44745	14	7.85316	11	0.02399	2.65671e-05	True
_C2_C2C2gata_7-C4_C2C2gata_9-C9_C2C2gata_5	NA	C2_C2C2gata_7-C4_C2C2gata_9-C9_C2C2gata_5	C_	181	8.02624	11	6.36897	10	0.31516	3.55385e-67	True
_C10_Homeobox_1	NA	C10_Homeobox_1	C_	294	10.75117	31	9.77949	31	0.02436	0.00109802	True
_C10_TCP_36-C11_TCP_1-C13_TCP_17-C2_TCP_29-C3_TCP_26-C4_TCP_38-C5_TCP_16-C6_TCP_42	NA	C10_TCP_36-C11_TCP_1-C13_TCP_17-C2_TCP_29-C3_TCP_26-C4_TCP_38-C5_TCP_16-C6_TCP_42	C_	260	7.2971	9	5.54255	10	0.31352	2.97073e-70	True
_C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	NA	C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	C_	265	9.81094	18	9.98954	18	-0.00305	0.627277	True
_C10_C2H2_39-C13_C2H2_19-C2_C2H2_52-C3_C2H2_31-C4_C2H2_41-C6_C2H2_60-C9_C2H2_27	NA	C10_C2H2_39-C13_C2H2_19-C2_C2H2_52-C3_C2H2_31-C4_C2H2_41-C6_C2H2_60-C9_C2H2_27	C_	199	7.07809	7	6.0059	5	-0.04341	2.63728e-09	True
_C13_NAC_5	NA	C13_NAC_5	C_	162	14.4254	27	13.89339	26	-0.09115	2.01721e-19	True
_C1_TCP_12-C10_TCP_33-C13_TCP_14-C3_TCP_23-C5_TCP_12-C6_TCP_38	NA	C1_TCP_12-C10_TCP_33-C13_TCP_14-C3_TCP_23-C5_TCP_12-C6_TCP_38	C_	72	26.12092	18	21.68371	18	0.33525	1.13157e-51	True
_C3_FAR1_4	NA	C3_FAR1_4	C_	714	9.80276	59	7.92525	50	0.19665	7.13121e-82	True
_C1_LOBAS2_5-C10_LOBAS2_20-C2_LOBAS2_29-C3_LOBAS2_14-C4_LOBAS2_15-C6_LOBAS2_22-C9_LOBAS2_20	NA	C1_LOBAS2_5-C10_LOBAS2_20-C2_LOBAS2_29-C3_LOBAS2_14-C4_LOBAS2_15-C6_LOBAS2_22-C9_LOBAS2_20	C_	149	14.11937	22	11.75967	22	-0.00417	0.819138	True
_C10_C2H2_36-C2_C2H2_48	NA	C10_C2H2_36-C2_C2H2_48	C_	125	12.92357	22	11.10295	19	0.00984	0.202549	True
_C5_AP2EREBP_21	NA	C5_AP2EREBP_21	C_	129	15.27773	15	11.05781	15	0.41797	7.24811e-71	True
_C1_C2H2_21-C10_C2H2_53-C11_C2H2_9-C13_C2H2_24-C2_C2H2_72-C3_C2H2_41-C4_C2H2_60-C5_C2H2_24-C6_C2H2_94	NA	C1_C2H2_21-C10_C2H2_53-C11_C2H2_9-C13_C2H2_24-C2_C2H2_72-C3_C2H2_41-C4_C2H2_60-C5_C2H2_24-C6_C2H2_94	C_	220	10.60413	18	8.01092	15	0.35764	1.19048e-77	True
_C10_C2H2_56	NA	C10_C2H2_56	C_	318	12.06054	27	8.89861	23	0.31475	7.53621e-79	True
_C2_NAC_57-C3_NAC_29	NA	C2_NAC_57-C3_NAC_29	C_	286	13.41504	20	9.48024	18	0.40388	2.1202e-86	True
_C1_MYBrelated_3-C11_MYBrelated_1-C4_MYBrelated_1-C9_MYBrelated_1	NA	C1_MYBrelated_3-C11_MYBrelated_1-C4_MYBrelated_1-C9_MYBrelated_1	C_	212	9.72744	21	8.8367	21	0.01222	0.0031755	True
_C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	NA	C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	C_	215	9.3236	15	7.07104	11	0.39362	3.95311e-75	True
_C3_AP2EREBP_46	NA	C3_AP2EREBP_46	C_	139	10.11612	11	8.77499	10	0.00984	0.950938	True
_C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	NA	C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	C_	216	9.58296	15	7.39658	13	0.34887	3.21571e-72	True
_C10_TCP_70-C3_TCP_61	NA	C10_TCP_70-C3_TCP_61	C_	163	7.8393	12	6.55781	11	-0.05983	7.81981e-09	True
_C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	NA	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	C_	183	7.58974	8	6.79027	9	-0.05658	2.17806e-13	True
_C10_AP2EREBP_10-C3_AP2EREBP_12-C6_AP2EREBP_12	NA	C10_AP2EREBP_10-C3_AP2EREBP_12-C6_AP2EREBP_12	C_	177	7.74438	9	6.30506	7	-0.0187	0.00664257	True
_C6_AP2EREBP_13	NA	C6_AP2EREBP_13	C_	133	12.89773	14	12.51844	13	-0.03398	0.00412122	True
_C1_AP2EREBP_29-C10_AP2EREBP_118-C13_AP2EREBP_33-C2_AP2EREBP_118-C3_AP2EREBP_106-C4_AP2EREBP_92-C6_AP2EREBP_146-C9_AP2EREBP_64	NA	C1_AP2EREBP_29-C10_AP2EREBP_118-C13_AP2EREBP_33-C2_AP2EREBP_118-C3_AP2EREBP_106-C4_AP2EREBP_92-C6_AP2EREBP_146-C9_AP2EREBP_64	C_	133	11.05818	15	10.25406	14	-0.00514	0.833446	True
_C1_AP2EREBP_27-C9_AP2EREBP_61	NA	C1_AP2EREBP_27-C9_AP2EREBP_61	C_	133	11.07137	15	10.2539	14	-0.0033	0.681467	True
_C10_AP2EREBP_25-C2_AP2EREBP_27-C3_AP2EREBP_28-C4_AP2EREBP_23-C5_AP2EREBP_6	NA	C10_AP2EREBP_25-C2_AP2EREBP_27-C3_AP2EREBP_28-C4_AP2EREBP_23-C5_AP2EREBP_6	C_	177	7.74438	9	6.30506	7	-0.0187	0.00664257	True
_C2_AP2EREBP_148-C6_AP2EREBP_177	NA	C2_AP2EREBP_148-C6_AP2EREBP_177	C_	86	11.93988	10	10.66904	8	-0.16469	2.62365e-23	True
_C1_Trihelix_4-C10_Trihelix_8-C13_Trihelix_2-C2_Trihelix_7-C3_Trihelix_8-C4_Trihelix_7-C6_Trihelix_8-C9_Trihelix_7	NA	C1_Trihelix_4-C10_Trihelix_8-C13_Trihelix_2-C2_Trihelix_7-C3_Trihelix_8-C4_Trihelix_7-C6_Trihelix_8-C9_Trihelix_7	C_2	178	10.94278	17	9.07308	15	-0.02655	4.37379e-07	True
_C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	NA	C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	C_	131	9.03565	13	7.96856	11	-0.093	4.38654e-17	True
_C2_AP2EREBP_133-C6_AP2EREBP_163	NA	C2_AP2EREBP_133-C6_AP2EREBP_163	C_	119	15.36334	20	13.8049	14	0.00483	0.170685	True
_C10_Trihelix_2-C11_Trihelix_1-C2_Trihelix_2-C3_Trihelix_2-C4_Trihelix_2-C5_Trihelix_1-C6_Trihelix_2	NA	C10_Trihelix_2-C11_Trihelix_1-C2_Trihelix_2-C3_Trihelix_2-C4_Trihelix_2-C5_Trihelix_1-C6_Trihelix_2	C_	105	13.105	13	12.48946	10	0.00077	0.69207	True
_C3_Trihelix_3-C6_Trihelix_3	NA	C3_Trihelix_3-C6_Trihelix_3	C_	105	13.11322	13	12.46374	10	0.01357	0.103195	True
_C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	NA	C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	C_	127	14.52241	22	12.24527	20	0.00323	0.502014	True
_C1_bHLH_5-C10_bHLH_26-C2_bHLH_34-C3_bHLH_24-C4_bHLH_22-C5_bHLH_6-C6_bHLH_38	NA	C1_bHLH_5-C10_bHLH_26-C2_bHLH_34-C3_bHLH_24-C4_bHLH_22-C5_bHLH_6-C6_bHLH_38	C_	136	11.63645	15	10.31371	15	-0.03062	0.0606193	True
_C2_TCP_26-C3_TCP_19	NA	C2_TCP_26-C3_TCP_19	C_	127	14.55643	22	12.27055	20	0.00791	0.251729	True
_C10_AP2EREBP_159-C2_AP2EREBP_182-C3_AP2EREBP_161-C4_AP2EREBP_130-C6_AP2EREBP_213-C9_AP2EREBP_100	NA	C10_AP2EREBP_159-C2_AP2EREBP_182-C3_AP2EREBP_161-C4_AP2EREBP_130-C6_AP2EREBP_213-C9_AP2EREBP_100	C_	120	9.5125	8	8.02774	8	0.02163	0.319731	True
_C6_C2C2gata_28	NA	C6_C2C2gata_28	C_	113	8.34159	8	7.372	8	-0.03482	1.27393e-05	True
_C6_Trihelix_24	NA	C6_Trihelix_24	C_	223	14.50549	31	11.59825	27	0.01375	4.2805e-05	True
_C2_SBP_1-C4_SBP_1	NA	C2_SBP_1-C4_SBP_1	C_	143	11.83307	14	9.84195	10	0.32616	4.86551e-60	True
_C10_AP2EREBP_155-C6_AP2EREBP_204-C9_AP2EREBP_96	NA	C10_AP2EREBP_155-C6_AP2EREBP_204-C9_AP2EREBP_96	C_	387	12.04767	33	11.16951	31	0.02638	2.7023e-07	True
_C5_AP2EREBP_14-C6_AP2EREBP_45	NA	C5_AP2EREBP_14-C6_AP2EREBP_45	C_	129	6.55283	2	5.25108	2	-0.0152	0.05635	True
_C10_AP2EREBP_77-C2_AP2EREBP_71-C3_AP2EREBP_69-C4_AP2EREBP_60-C5_AP2EREBP_29-C6_AP2EREBP_90-C9_AP2EREBP_41	NA	C10_AP2EREBP_77-C2_AP2EREBP_71-C3_AP2EREBP_69-C4_AP2EREBP_60-C5_AP2EREBP_29-C6_AP2EREBP_90-C9_AP2EREBP_41	C_	297	11.60987	22	10.20996	21	0.32862	2.22284e-76	True
_C4_AP2EREBP_108-C6_AP2EREBP_167	NA	C4_AP2EREBP_108-C6_AP2EREBP_167	C_	604	10.61884	45	9.07918	41	0.25147	2.26016e-84	True
_C10_AP2EREBP_83-C3_AP2EREBP_71	NA	C10_AP2EREBP_83-C3_AP2EREBP_71	C_	361	11.37831	25	9.14189	22	0.31517	1.54924e-82	True
_C4_LOBAS2_24	NA	C4_LOBAS2_24	C_	106	8.75218	6	7.57099	6	0.01576	0.665771	True
_C10_AP2EREBP_97	NA	C10_AP2EREBP_97	C_	328	10.00714	24	7.69924	23	0.31863	2.1204e-73	True
_C10_C2H2_21-C11_C2H2_4-C2_C2H2_21-C3_C2H2_11-C4_C2H2_21-C6_C2H2_25-C9_C2H2_11	NA	C10_C2H2_21-C11_C2H2_4-C2_C2H2_21-C3_C2H2_11-C4_C2H2_21-C6_C2H2_25-C9_C2H2_11	C_	293	8.41483	11	7.3497	14	0.33249	3.18324e-79	True
_C10_bZIP_66-C3_bZIP_57	NA	C10_bZIP_66-C3_bZIP_57	C_	175	12.62199	20	10.67279	19	9e-05	0.277365	True
_C9_BES1_3	NA	C9_BES1_3	C_	217	9.96066	14	7.18857	13	0.39485	8.23336e-83	True
_C4_C2H2_1-C6_C2H2_2	NA	C4_C2H2_1-C6_C2H2_2	C_	294	7.91988	16	6.41133	14	0.34708	1.40263e-77	True
_C10_ARF_7-C2_ARF_6-C3_ARF_5-C4_ARF_6-C5_ARF_2-C6_ARF_7-C9_ARF_5	NA	C10_ARF_7-C2_ARF_6-C3_ARF_5-C4_ARF_6-C5_ARF_2-C6_ARF_7-C9_ARF_5	C_	246	6.17751	6	4.25337	5	0.38108	8.10104e-76	True
_C6_C2H2_58	NA	C6_C2H2_58	C_	528	6.89999	23	5.10325	20	0.2813	1.33273e-84	True
_C6_bZIP_76	NA	C6_bZIP_76	C_	344	8.29695	17	6.09434	14	0.31095	2.1515e-82	True
_C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	NA	C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	C_	375	6.72306	15	5.46775	13	0.25507	4.75184e-81	True
_C4_BBRBPC_4	NA	C4_BBRBPC_4	C_	700	8.92229	36	6.62187	32	0.26361	2.65463e-86	True
_C3_BBRBPC_16-C4_BBRBPC_19-C6_BBRBPC_20	NA	C3_BBRBPC_16-C4_BBRBPC_19-C6_BBRBPC_20	C_	397	9.41734	20	7.04331	18	0.30049	1.82846e-83	True
_C10_BZR_10-C3_BZR_5-C6_BZR_24	NA	C10_BZR_10-C3_BZR_5-C6_BZR_24	C_	106	13.55873	9	9.74504	8	0.42779	3.03596e-70	True
_C10_BES1_3-C5_BES1_2-C6_BES1_3	NA	C10_BES1_3-C5_BES1_2-C6_BES1_3	C_	364	11.9348	26	9.1513	23	0.3576	5.05402e-84	True
_C2_AP2EREBP_57	NA	C2_AP2EREBP_57	C_	658	9.56246	37	8.10897	33	0.29097	5.13656e-91	True
_C3_bZIP_55-C6_bZIP_79	NA	C3_bZIP_55-C6_bZIP_79	C_	182	8.82844	15	7.21762	14	0.01038	0.0268847	True
_C4_Trihelix_50	NA	C4_Trihelix_50	C_	657	9.46277	37	7.89058	36	0.29353	3.50762e-89	True
_C10_C2C2gata_7-C2_C2C2gata_9-C3_C2C2gata_3-C4_C2C2gata_10-C6_C2C2gata_8-C9_C2C2gata_7	NA	C10_C2C2gata_7-C2_C2C2gata_9-C3_C2C2gata_3-C4_C2C2gata_10-C6_C2C2gata_8-C9_C2C2gata_7	C_	90	6.37073	4	4.58985	4	0.31745	1.32805e-48	True
_C2_C2C2COlike_11	NA	C2_C2C2COlike_11	C_	625	7.95259	32	6.45225	30	0.25973	4.43576e-89	True
_C10_G2like_2-C11_G2like_1-C2_G2like_13-C3_G2like_1-C4_G2like_17-C6_G2like_11-C9_G2like_7	NA	C10_G2like_2-C11_G2like_1-C2_G2like_13-C3_G2like_1-C4_G2like_17-C6_G2like_11-C9_G2like_7	C_	210	6.72804	7	4.82232	5	0.41029	6.37536e-75	True
_C10_FAR1_26-C11_FAR1_2-C13_FAR1_5-C3_FAR1_24-C4_FAR1_26-C5_FAR1_8-C6_FAR1_34-C9_FAR1_15	NA	C10_FAR1_26-C11_FAR1_2-C13_FAR1_5-C3_FAR1_24-C4_FAR1_26-C5_FAR1_8-C6_FAR1_34-C9_FAR1_15	C_	136	9.32282	7	7.38868	7	-0.04822	0.000174714	True
_C10_TCP_88-C6_TCP_105	NA	C10_TCP_88-C6_TCP_105	C_	99	16.14121	13	12.9453	11	-0.10353	9.42575e-25	True
_C1_BZR_1-C10_BZR_3-C2_BZR_4-C3_BZR_1-C4_BZR_4-C6_BZR_8	NA	C1_BZR_1-C10_BZR_3-C2_BZR_4-C3_BZR_1-C4_BZR_4-C6_BZR_8	C_	124	13.20703	12	9.63298	11	0.52331	3.01243e-76	True
_C4_AP2EREBP_37	NA	C4_AP2EREBP_37	C_	223	11.91889	19	8.79004	18	0.44534	1.60796e-81	True
_C4_FAR1_24	NA	C4_FAR1_24	C_	441	12.16463	37	9.36558	37	0.31096	3.44917e-91	True
_C10_E2FDP_5-C11_E2FDP_2-C2_E2FDP_5-C3_E2FDP_4-C6_E2FDP_5-C9_E2FDP_4	NA	C10_E2FDP_5-C11_E2FDP_2-C2_E2FDP_5-C3_E2FDP_4-C6_E2FDP_5-C9_E2FDP_4	C_	166	8.3972	12	7.77761	12	-0.05906	2.505e-11	True
_C10_AP2EREBP_31-C13_AP2EREBP_12-C2_AP2EREBP_30-C3_AP2EREBP_31-C4_AP2EREBP_27-C6_AP2EREBP_34-C9_AP2EREBP_17	NA	C10_AP2EREBP_31-C13_AP2EREBP_12-C2_AP2EREBP_30-C3_AP2EREBP_31-C4_AP2EREBP_27-C6_AP2EREBP_34-C9_AP2EREBP_17	C_	187	8.73307	11	6.85471	10	0.02328	0.0190571	True
_C10_AP2EREBP_29-C6_AP2EREBP_32	NA	C10_AP2EREBP_29-C6_AP2EREBP_32	C_	155	9.04819	12	7.28497	10	-0.02121	0.00205479	True
_C10_TCP_41-C3_TCP_35-C6_TCP_52	NA	C10_TCP_41-C3_TCP_35-C6_TCP_52	C_	106	14.71508	14	11.89451	13	0.01291	0.91634	True
_C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	NA	C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	C_	87	14.83657	13	11.71381	11	-0.0388	0.011403	True
_C1_AP2EREBP_50-C3_AP2EREBP_179-C6_AP2EREBP_229	NA	C1_AP2EREBP_50-C3_AP2EREBP_179-C6_AP2EREBP_229	C_	106	14.71508	14	11.89451	13	0.01291	0.91634	True
_C1_FAR1_3-C10_FAR1_10-C2_FAR1_13	NA	C1_FAR1_3-C10_FAR1_10-C2_FAR1_13	C_	78	14.84852	11	14.02929	9	-0.05062	5.58331e-06	True
_C10_AP2EREBP_34-C3_AP2EREBP_34-C5_AP2EREBP_9-C6_AP2EREBP_37	NA	C10_AP2EREBP_34-C3_AP2EREBP_34-C5_AP2EREBP_9-C6_AP2EREBP_37	C_	155	9.04819	12	7.28497	10	-0.02121	0.00205479	True
_C1_E2FDP_10-C2_E2FDP_19-C3_E2FDP_18-C6_E2FDP_21-C9_E2FDP_9	NA	C1_E2FDP_10-C2_E2FDP_19-C3_E2FDP_18-C6_E2FDP_21-C9_E2FDP_9	C_	174	6.95897	13	6.66904	14	0.0114	0.438039	True
_C10_FAR1_18-C2_FAR1_22-C3_FAR1_18-C4_FAR1_20-C5_FAR1_5-C6_FAR1_25	NA	C10_FAR1_18-C2_FAR1_22-C3_FAR1_18-C4_FAR1_20-C5_FAR1_5-C6_FAR1_25	C_	179	9.78615	10	6.77436	10	0.31867	1.24727e-67	True
_C3_FAR1_5-C6_FAR1_10	NA	C3_FAR1_5-C6_FAR1_10	C_	470	11.19926	44	8.81956	41	0.26954	1.05518e-82	True
_C1_AP2EREBP_48-C10_AP2EREBP_165-C2_AP2EREBP_195-C3_AP2EREBP_171-C4_AP2EREBP_139-C6_AP2EREBP_221-C9_AP2EREBP_103	NA	C1_AP2EREBP_48-C10_AP2EREBP_165-C2_AP2EREBP_195-C3_AP2EREBP_171-C4_AP2EREBP_139-C6_AP2EREBP_221-C9_AP2EREBP_103	C_	122	10.2173	10	8.32103	9	0.33126	4.05133e-59	True
_C2_AP2EREBP_69-C3_AP2EREBP_67-C6_AP2EREBP_89	NA	C2_AP2EREBP_69-C3_AP2EREBP_67-C6_AP2EREBP_89	C_	179	11.74542	20	9.27272	18	0.3644	4.53185e-73	True
_C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	NA	C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	C_	119	11.88728	12	9.26895	12	0.39095	3.32522e-68	True
_C10_MYB_46-C2_MYB_51-C3_MYB_28-C6_MYB_54	NA	C10_MYB_46-C2_MYB_51-C3_MYB_28-C6_MYB_54	C_	158	7.58664	7	5.675	7	0.36652	1.8988e-69	True
_C10_MYB_30-C13_MYB_14-C3_MYB_18	NA	C10_MYB_30-C13_MYB_14-C3_MYB_18	C_	99	16.14121	13	12.9453	11	-0.10353	9.42575e-25	True
_C2_C2C2gata_26-C3_C2C2gata_11-C6_C2C2gata_30	NA	C2_C2C2gata_26-C3_C2C2gata_11-C6_C2C2gata_30	C_	321	10.1743	22	7.83715	21	0.32323	1.27177e-80	True
_C2_AP2EREBP_77-C3_AP2EREBP_72	NA	C2_AP2EREBP_77-C3_AP2EREBP_72	C_	354	8.87011	20	6.68228	18	0.34755	4.56682e-85	True
_C10_bZIP_41-C4_bZIP_32-C5_bZIP_12-C6_bZIP_54	NA	C10_bZIP_41-C4_bZIP_32-C5_bZIP_12-C6_bZIP_54	C_	150	8.58935	10	7.21043	10	0.00477	0.130821	True
_C10_AP2EREBP_18-C2_AP2EREBP_18-C3_AP2EREBP_19-C4_AP2EREBP_17-C5_AP2EREBP_4-C6_AP2EREBP_21	NA	C10_AP2EREBP_18-C2_AP2EREBP_18-C3_AP2EREBP_19-C4_AP2EREBP_17-C5_AP2EREBP_4-C6_AP2EREBP_21	C_	182	9.63609	16	8.26788	15	0.01829	0.353206	True
_C3_AP2EREBP_95	NA	C3_AP2EREBP_95	C_	165	11.89472	16	10.26062	15	0.00864	0.439646	True
_C10_AP2EREBP_149-C2_AP2EREBP_167-C6_AP2EREBP_197	NA	C10_AP2EREBP_149-C2_AP2EREBP_167-C6_AP2EREBP_197	C_	172	8.43835	13	7.31131	11	-0.00451	0.390743	True
_C10_AP2EREBP_108-C3_AP2EREBP_92-C6_AP2EREBP_131	NA	C10_AP2EREBP_108-C3_AP2EREBP_92-C6_AP2EREBP_131	C_	150	8.58858	10	7.21117	10	0.00394	0.155371	True
_C6_C2H2_87	NA	C6_C2H2_87	C_	115	16.96947	22	13.14579	19	0.33362	3.99339e-54	True
_C2_SBP_3-C4_SBP_3-C6_SBP_1	NA	C2_SBP_3-C4_SBP_3-C6_SBP_1	C_	244	6.54082	7	5.1977	6	0.32379	1.09848e-75	True
_C6_SBP_12	NA	C6_SBP_12	C_	179	13.84984	18	11.8662	16	0.33409	1.53884e-69	True
_C3_bZIP_36	NA	C3_bZIP_36	C_	338	7.14552	14	5.44151	13	0.3434	1.79658e-85	True
_C6_BZR_6	NA	C6_BZR_6	C_	253	11.01418	21	8.27967	20	0.45063	1.07229e-86	True
_C10_bHLH_11-C6_bHLH_20	NA	C10_bHLH_11-C6_bHLH_20	C_	372	10.29659	24	8.44702	21	0.31697	2.27185e-78	True
_C4_C2H2_20	NA	C4_C2H2_20	C_	756	6.79397	23	4.99935	20	0.258	3.54639e-89	True
_C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	NA	C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	C_	118	20.44089	21	17.33783	20	-0.0017	0.679656	True
_C10_LOBAS2_3-C13_LOBAS2_2-C2_LOBAS2_5-C4_LOBAS2_1-C6_LOBAS2_2	NA	C10_LOBAS2_3-C13_LOBAS2_2-C2_LOBAS2_5-C4_LOBAS2_1-C6_LOBAS2_2	C_	264	9.38236	15	7.26139	13	0.35998	4.89337e-81	True
_C10_AP2EREBP_24-C2_AP2EREBP_26-C6_AP2EREBP_29	NA	C10_AP2EREBP_24-C2_AP2EREBP_26-C6_AP2EREBP_29	C_	174	8.85786	14	7.47747	12	-0.00831	0.140584	True
_C10_AP2EREBP_84-C2_AP2EREBP_78-C3_AP2EREBP_73-C4_AP2EREBP_63-C5_AP2EREBP_32-C6_AP2EREBP_97-C9_AP2EREBP_45	NA	C10_AP2EREBP_84-C2_AP2EREBP_78-C3_AP2EREBP_73-C4_AP2EREBP_63-C5_AP2EREBP_32-C6_AP2EREBP_97-C9_AP2EREBP_45	C_	189	8.69463	9	6.92575	8	0.40194	5.49643e-75	True
_C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	NA	C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	C_	558	10.01941	33	7.94854	29	0.30199	9.31498e-86	True
