output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C2_AP2EREBP_176-C6_AP2EREBP_208	NA	C2_AP2EREBP_176-C6_AP2EREBP_208	C_	179	6.0772	125	5.83678	112	0.14912	5.91452e-39	True
_C4_C2H2_54-C5_C2H2_79-C6_C2H2_75-C9_C2H2_37	NA	C4_C2H2_54-C5_C2H2_79-C6_C2H2_75-C9_C2H2_37	C_	802	8.54058	559	7.37497	480	0.16654	4.27017e-70	True
_C4_C2C2dof_5-C6_C2C2dof_3	NA	C4_C2C2dof_5-C6_C2C2dof_3	C_	211	12.12018	158	9.83326	130	0.22773	3.79134e-57	True
_C5_MYB_23	NA	C5_MYB_23	C_	209	6.084	129	5.55132	121	0.15243	9.97806e-39	True
_C2_AP2EREBP_83	NA	C2_AP2EREBP_83	C_	158	5.48182	94	5.18277	79	0.14353	1.68908e-31	True
_C4_C2H2_42	NA	C4_C2H2_42	C_	277	5.75749	177	5.37436	148	0.14441	1.83986e-41	True
_C13_TCP_9	NA	C13_TCP_9	C_	610	9.28769	429	8.653	336	0.16329	9.23954e-64	True
_C3_HMG_3	NA	C3_HMG_3	C_	58	5.56202	35	7.38771	42	-0.33735	5.10887e-47	True
_C10_bHLH_2-C2_bHLH_3-C3_bHLH_1	NA	C10_bHLH_2-C2_bHLH_3-C3_bHLH_1	C_	195	6.77503	145	8.88632	160	-0.31513	1.23413e-64	True
_C6_bHLH_2	NA	C6_bHLH_2	C_	39	15.39388	29	12.68365	19	0.42076	1.21153e-45	True
_C6_TCP_40	NA	C6_TCP_40	C_	432	10.31221	291	8.88702	263	0.17359	4.27915e-60	True
_C10_Trihelix_21-C2_Trihelix_20-C3_Trihelix_15-C4_Trihelix_18-C5_Trihelix_19-C9_Trihelix_14	NA	C10_Trihelix_21-C2_Trihelix_20-C3_Trihelix_15-C4_Trihelix_18-C5_Trihelix_19-C9_Trihelix_14	C_	440	8.94477	275	8.99733	297	-0.16034	3.22439e-60	True
_C10_DBP_10-C2_DBP_11	NA	C10_DBP_10-C2_DBP_11	C_	98	6.35443	71	7.53091	76	-0.25274	6.52848e-44	True
_C6_bHLH_58	NA	C6_bHLH_58	C_	67	7.26267	46	6.51846	37	0.3004	1.21186e-42	True
_C3_WRKY_13	NA	C3_WRKY_13	C_	69	15.00342	46	12.15521	37	0.14576	3.09289e-21	True
_C5_Trihelix_27	NA	C5_Trihelix_27	C_	143	7.70937	96	7.75855	82	0.18044	1.11224e-36	True
_C2_AP2EREBP_85	NA	C2_AP2EREBP_85	C_	108	6.93566	81	6.50079	63	0.20965	3.29863e-38	True
_C6_ABI3VP1_26	NA	C6_ABI3VP1_26	C_	116	12.65628	76	9.71486	64	0.2035	1.86566e-40	True
_C3_MYB_14	NA	C3_MYB_14	C_	38	4.8715	21	7.63506	31	-0.59533	1.36202e-62	True
_C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	NA	C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	C_	912	11.00939	566	10.01169	491	0.12845	1.1097e-60	True
_C3_MYB_26	NA	C3_MYB_26	C_	44	4.70066	23	6.00165	32	-0.33052	9.13916e-37	True
_C3_Trihelix_32-C4_Trihelix_30	NA	C3_Trihelix_32-C4_Trihelix_30	C_	180	6.00108	116	8.04999	130	-0.33385	1.50662e-64	True
_C5_SBP_2-C6_SBP_5	NA	C5_SBP_2-C6_SBP_5	C_	583	7.78877	336	8.1752	390	-0.17753	7.10192e-63	True
_C3_bHLH_5-C6_bHLH_7	NA	C3_bHLH_5-C6_bHLH_7	C_	152	5.81504	96	8.13414	109	-0.35715	1.36904e-64	True
_C1_Trihelix_10-C10_Trihelix_30-C13_Trihelix_8-C2_Trihelix_33-C3_Trihelix_26-C4_Trihelix_28-C5_Trihelix_32-C6_Trihelix_43	NA	C1_Trihelix_10-C10_Trihelix_30-C13_Trihelix_8-C2_Trihelix_33-C3_Trihelix_26-C4_Trihelix_28-C5_Trihelix_32-C6_Trihelix_43	C_	637	10.33938	407	10.49535	426	-0.23313	2.07699e-75	True
_C3_LOBAS2_20-C5_LOBAS2_30-C6_LOBAS2_30	NA	C3_LOBAS2_20-C5_LOBAS2_30-C6_LOBAS2_30	C_	148	6.2168	94	7.88972	102	-0.28954	1.64837e-61	True
_C10_AP2EREBP_88-C3_AP2EREBP_76	NA	C10_AP2EREBP_88-C3_AP2EREBP_76	C_	180	19.40537	122	17.17305	127	-0.30402	1.21475e-60	True
_C10_bHLH_39-C2_bHLH_53-C3_bHLH_42-C5_bHLH_58	NA	C10_bHLH_39-C2_bHLH_53-C3_bHLH_42-C5_bHLH_58	C_	133	5.76921	88	6.65547	94	-0.25573	1.18506e-47	True
_C3_FAR1_9	NA	C3_FAR1_9	C_	107	6.86228	80	6.49817	64	0.18908	6.258e-42	True
_C5_FAR1_13	NA	C5_FAR1_13	C_	94	5.95178	65	5.67736	51	0.15544	1.24713e-32	True
_C2_MYB_34-C5_MYB_44	NA	C2_MYB_34-C5_MYB_44	C_	98	7.87292	69	6.88188	55	0.28	1.12996e-47	True
_C3_SBP_3	NA	C3_SBP_3	C_	119	6.04337	75	7.79675	85	-0.2869	5.49694e-54	True
_C10_bZIP_28-C2_bZIP_28-C3_bZIP_26	NA	C10_bZIP_28-C2_bZIP_28-C3_bZIP_26	C_7-C11_NAC_4-C2_NAC_28-C3_NAC_13-C4_NAC_26-C5_NAC_30-C6_NAC_41-C9_NAC_16	185	5.50892	110	6.72648	130	-0.26216	8.24752e-60	True
_C10_bZIP_3-C2_bZIP_3-C3_bZIP_3-C6_bZIP_3-C9_bZIP_3	NA	C10_bZIP_3-C2_bZIP_3-C3_bZIP_3-C6_bZIP_3-C9_bZIP_3	C_	671	7.45376	464	9.11243	518	-0.2907	9.56635e-91	True
_C3_bZIP_4-C6_bZIP_4	NA	C3_bZIP_4-C6_bZIP_4	C_	151	10.59265	112	12.68226	119	-0.2897	7.96969e-61	True
_C6_NAC_5	NA	C6_NAC_5	C_	129	5.16604	83	4.72022	71	0.18487	6.58879e-39	True
_C2_AP2EREBP_52-C6_AP2EREBP_64	NA	C2_AP2EREBP_52-C6_AP2EREBP_64	C_	129	8.79108	83	7.08793	71	0.2354	7.44036e-48	True
_C10_bZIP_30-C5_bZIP_37	NA	C10_bZIP_30-C5_bZIP_37	C_	168	6.09323	100	7.26526	108	-0.25221	1.0883e-53	True
_C5_Homeobox_3	NA	C5_Homeobox_3	C_	83	5.11514	46	6.78223	57	-0.34865	1.58007e-55	True
_C10_Trihelix_51-C2_Trihelix_63-C3_Trihelix_48-C4_Trihelix_45-C5_Trihelix_55-C6_Trihelix_68-C9_Trihelix_32	NA	C10_Trihelix_51-C2_Trihelix_63-C3_Trihelix_48-C4_Trihelix_45-C5_Trihelix_55-C6_Trihelix_68-C9_Trihelix_32	C_	607	6.59184	398	7.73924	408	-0.19202	3.05736e-69	True
_C4_NAC_20	NA	C4_NAC_20	C_	53	7.67101	33	8.84899	38	-0.32397	1.18451e-42	True
_C3_bHLH_35	NA	C3_bHLH_35	C_	103	8.68593	58	9.29282	72	-0.30426	5.60838e-52	True
_C6_HSF_1	NA	C6_HSF_1	C_	281	9.00179	172	8.31179	151	0.17131	3.7727e-47	True
_C6_bZIP_17	NA	C6_bZIP_17	C_	171	10.98022	108	8.74167	94	0.1841	8.45696e-43	True
_C10_AP2EREBP_157-C2_AP2EREBP_175-C3_AP2EREBP_154	NA	C10_AP2EREBP_157-C2_AP2EREBP_175-C3_AP2EREBP_154	C_	182	6.2484	116	7.88615	124	-0.21788	4.39148e-63	True
_C2_G2like_9-C5_G2like_13-C9_G2like_3	NA	C2_G2like_9-C5_G2like_13-C9_G2like_3	C_	178	11.25843	114	9.57271	106	0.15249	1.00004e-34	True
_C6_MYB_58	NA	C6_MYB_58	C_	151	8.98102	99	7.33249	90	0.19281	1.42002e-43	True
_C6_BBRBPC_7	NA	C6_BBRBPC_7	C_	39	5.61334	25	4.89353	21	0.15531	9.62014e-15	True
_C6_RWPRK_5	NA	C6_RWPRK_5	C_	291	7.42779	175	6.47326	153	0.14969	2.23647e-50	True
_C1_ND_2	NA	C1_ND_2	C_	131	15.37283	97	13.31432	81	0.18161	4.62545e-42	True
_C4_G2like_1	NA	C4_G2like_1	C_	208	5.54875	101	6.02328	132	-0.23655	1.09983e-60	True
_C3_bHLH_18	NA	C3_bHLH_18	C_	55	10.85876	38	9.5052	32	0.28416	8.29672e-32	True
_C3_NLP_12	NA	C3_NLP_12	C_	116	9.14071	65	11.51515	83	-0.38751	2.02963e-64	True
_C3_NLP_10	NA	C3_NLP_10	C_	180	7.88126	112	9.4516	117	-0.24448	1.06288e-51	True
_C3_AP2EREBP_109	NA	C3_AP2EREBP_109	C_	33	6.47526	21	8.18164	29	-0.64137	3.75644e-54	True
_C3_HSF_4	NA	C3_HSF_4	C_	41	4.57391	24	6.58109	28	-0.36763	6.92256e-42	True
_C3_BBRBPC_14	NA	C3_BBRBPC_14	C_	87	5.4328	54	6.6378	60	-0.24995	5.44251e-38	True
_C10_LOBAS2_28-C3_LOBAS2_21	NA	C10_LOBAS2_28-C3_LOBAS2_21	C_	207	6.6523	122	7.5179	134	-0.24599	1.04138e-57	True
_C2_AP2EREBP_114	NA	C2_AP2EREBP_114	C_	58	10.6763	34	7.95219	28	0.33595	3.95863e-47	True
_C3_TCP_77-C5_TCP_103	NA	C3_TCP_77-C5_TCP_103	C_	99	5.60702	63	7.32581	75	-0.33476	1.79221e-61	True
_C3_AP2EREBP_129	NA	C3_AP2EREBP_129	C_	97	7.49967	62	8.13078	67	-0.23851	1.92449e-40	True
_C5_bZIP_10-C6_bZIP_11	NA	C5_bZIP_10-C6_bZIP_11	C_	200	7.25441	138	6.65177	102	0.32195	1.01875e-68	True
_C2_bZIP_30-C6_bZIP_36	NA	C2_bZIP_30-C6_bZIP_36	C_	202	10.76252	127	8.28461	109	0.21112	2.29067e-51	True
_C5_HSF_1	NA	C5_HSF_1	C_6-C4_HSF_9-C5_HSF_13-C6_HSF_14-C9_HSF_6	202	9.95735	121	7.64225	115	0.18968	5.67159e-47	True
_C6_MADS_2	NA	C6_MADS_2	C_	72	7.34198	52	6.96556	45	0.14708	5.63627e-23	True
_C10_AP2EREBP_113-C2_AP2EREBP_112-C3_AP2EREBP_96	NA	C10_AP2EREBP_113-C2_AP2EREBP_112-C3_AP2EREBP_96	C_	137	6.42902	88	7.50426	101	-0.24966	1.48038e-47	True
_C3_AP2EREBP_155	NA	C3_AP2EREBP_155	C_	55	4.32818	33	6.06441	42	-0.46444	2.06275e-52	True
_C1_C2H2_2-C10_C2H2_8-C11_C2H2_2-C13_C2H2_3-C2_C2H2_6-C3_C2H2_4-C4_C2H2_5-C5_C2H2_7-C6_C2H2_9-C9_C2H2_2	NA	C1_C2H2_2-C10_C2H2_8-C11_C2H2_2-C13_C2H2_3-C2_C2H2_6-C3_C2H2_4-C4_C2H2_5-C5_C2H2_7-C6_C2H2_9-C9_C2H2_2	C_	1077	11.00046	694	11.10723	732	-0.15025	5.40805e-74	True
_C10_C2H2_7-C13_C2H2_2-C4_C2H2_4-C5_C2H2_6-C6_C2H2_8	NA	C10_C2H2_7-C13_C2H2_2-C4_C2H2_4-C5_C2H2_6-C6_C2H2_8	C_	435	6.373	289	7.96181	318	-0.21762	3.67917e-71	True
_C10_C2H2_10-C13_C2H2_4-C4_C2H2_7-C5_C2H2_9-C6_C2H2_10	NA	C10_C2H2_10-C13_C2H2_4-C4_C2H2_7-C5_C2H2_9-C6_C2H2_10	C_	208	7.1279	146	9.72225	161	-0.30239	1.11527e-70	True
_C10_C2H2_3	NA	C10_C2H2_3	C_	341	9.05575	251	11.12578	258	-0.29586	6.238e-73	True
_C2_MYBrelated_1-C5_MYBrelated_3-C7_MYBrelated_1	NA	C2_MYBrelated_1-C5_MYBrelated_3-C7_MYBrelated_1	C_	731	8.50039	451	7.45481	396	0.13781	1.89984e-60	True
_C4_G2like_11-C5_G2like_10	NA	C4_G2like_11-C5_G2like_10	C_1-C5_G2like_10	496	9.89596	318	9.03388	294	0.15034	4.87179e-61	True
_C5_C2C2dof_10	NA	C5_C2C2dof_10	C_0	328	11.23791	225	9.52091	197	0.14298	9.33796e-42	True
_C3_C2H2_27	NA	C3_C2H2_27	C_	79	8.14349	54	9.30233	68	-0.45565	1.91658e-70	True
_C2_G2like_4-C4_G2like_6	NA	C2_G2like_4-C4_G2like_6	C_	146	9.06786	79	7.53954	66	0.14473	4.0488e-28	True
_C3_MYB_7	NA	C3_MYB_7	C_	83	8.37634	54	9.62274	58	-0.26404	1.35505e-44	True
_C10_BBRBPC_14-C3_BBRBPC_9-C5_BBRBPC_11	NA	C10_BBRBPC_14-C3_BBRBPC_9-C5_BBRBPC_11	C_3-C3_BBRBPC_8-C5_BBRBPC_10	125	6.74711	87	9.13001	95	-0.34226	1.02152e-61	True
_C10_Trihelix_25-C2_Trihelix_25	NA	C10_Trihelix_25-C2_Trihelix_25	C_	135	10.82478	90	9.0929	82	0.15514	4.42241e-32	True
_C2_Trihelix_72	NA	C2_Trihelix_72	C_	125	6.80409	89	6.86006	72	0.22619	6.29762e-46	True
_C10_AP2EREBP_171-C5_AP2EREBP_200	NA	C10_AP2EREBP_171-C5_AP2EREBP_200	C_	115	8.71157	68	10.71394	79	-0.4025	5.80555e-62	True
_C10_AP2EREBP_63-C6_AP2EREBP_74	NA	C10_AP2EREBP_63-C6_AP2EREBP_74	C_	98	6.37035	66	8.59012	69	-0.30026	2.02742e-50	True
_C9_SBP_4	NA	C9_SBP_4	C_	408	9.8062	259	7.67846	217	0.18453	1.62832e-62	True
_C2_SBP_10	NA	C2_SBP_10	C_	154	9.69321	102	7.99071	87	0.21559	6.76465e-48	True
_C4_SBP_15	NA	C4_SBP_15	C_	290	8.24797	198	7.02414	172	0.17652	1.84555e-54	True
_C9_NAC_30	NA	C9_NAC_30	C_	125	6.95974	74	5.40352	57	0.2983	1.43029e-56	True
_C10_RWPRK_3	NA	C10_RWPRK_3	C_	129	4.37271	70	5.886	87	-0.33644	2.7144e-62	True
_C10_MYB_16-C4_MYB_20-C5_MYB_17	NA	C10_MYB_16-C4_MYB_20-C5_MYB_17	C_	653	6.61242	398	6.94321	432	-0.17304	6.74111e-62	True
_C10_WRKY_3-C3_WRKY_5	NA	C10_WRKY_3-C3_WRKY_5	C_	213	5.17854	134	6.57547	151	-0.26273	6.07205e-61	True
_C3_bZIP_27	NA	C3_bZIP_27	C_	66	5.05343	42	6.81165	53	-0.43095	2.76283e-62	True
_C5_G2like_19-C6_G2like_13	NA	C5_G2like_19-C6_G2like_13	C_	160	5.46689	112	5.0902	95	0.14579	5.6223e-37	True
_C9_EIL_3	NA	C9_EIL_3	C_	138	5.52825	86	5.21963	69	0.15266	4.99488e-33	True
_C2_TCP_56-C6_TCP_80	NA	C2_TCP_56-C6_TCP_80	C_	198	9.22849	135	7.37244	127	0.15685	3.33545e-44	True
_C6_ABI3VP1_17	NA	C6_ABI3VP1_17	C_	62	6.61191	43	5.20276	38	0.16201	9.20521e-25	True
_C10_bHLH_10-C2_bHLH_16-C3_bHLH_11-C5_bHLH_13-C6_bHLH_17	NA	C10_bHLH_10-C2_bHLH_16-C3_bHLH_11-C5_bHLH_13-C6_bHLH_17	C_	559	8.02043	331	8.45461	358	-0.15718	5.44738e-61	True
_C3_bHLH_15	NA	C3_bHLH_15	C_	124	9.27544	75	9.25155	84	-0.23296	8.24626e-43	True
_C5_AP2EREBP_55	NA	C5_AP2EREBP_55	C_	104	4.49972	58	6.03199	77	-0.3594	1.30089e-58	True
_C2_EIL_6-C6_EIL_6	NA	C2_EIL_6-C6_EIL_6	C_	140	7.69469	96	6.97529	82	0.17327	9.26394e-44	True
_C6_AP2EREBP_160	NA	C6_AP2EREBP_160	C_	104	6.93987	77	5.11851	48	0.51673	9.62064e-72	True
_C1_AP2EREBP_24-C2_AP2EREBP_82	NA	C1_AP2EREBP_24-C2_AP2EREBP_82	C_	271	13.77071	189	11.25331	151	0.23568	2.01869e-59	True
_C5_G2like_11	NA	C5_G2like_11	C_	233	5.36036	139	4.8902	127	0.1603	5.87593e-41	True
_C10_LOBAS2_8-C3_LOBAS2_3	NA	C10_LOBAS2_8-C3_LOBAS2_3	C_	108	7.22915	75	7.98725	82	-0.25304	6.03567e-40	True
_C5_LOBAS2_23	NA	C5_LOBAS2_23	C_	154	5.2367	85	6.20356	113	-0.36002	1.06119e-68	True
_C2_BZR_13	NA	C2_BZR_13	C_8	68	5.80749	36	6.45182	47	-0.33638	8.55211e-46	True
_C4_GRF_6	NA	C4_GRF_6	C_	211	5.09922	144	4.60173	124	0.16644	7.1198e-45	True
_C10_AP2EREBP_114-C3_AP2EREBP_98	NA	C10_AP2EREBP_114-C3_AP2EREBP_98	C_	91	6.67563	50	8.02479	58	-0.42043	1.99071e-59	True
_C5_GRF_5	NA	C5_GRF_5	C_	100	5.08737	59	6.08112	67	-0.26941	1.58337e-52	True
_C2_TCP_20	NA	C2_TCP_20	C_	107	9.81048	74	8.91833	60	0.2718	9.27629e-55	True
_C10_AP2EREBP_87-C2_AP2EREBP_80	NA	C10_AP2EREBP_87-C2_AP2EREBP_80	C_	118	7.66484	62	8.67104	82	-0.28239	1.02728e-52	True
_C6_AP2EREBP_169	NA	C6_AP2EREBP_169	C_	36	9.29793	27	7.96048	18	0.31027	3.05341e-34	True
_C10_BZR_9-C2_BZR_19-C4_BZR_14-C5_BZR_18-C6_BZR_22-C9_BZR_9	NA	C10_BZR_9-C2_BZR_19-C4_BZR_14-C5_BZR_18-C6_BZR_22-C9_BZR_9	C_	550	9.71033	354	7.92482	307	0.1508	4.72283e-61	True
_C10_NAC_4-C13_NAC_2-C2_NAC_4-C3_NAC_1-C4_NAC_4-C5_NAC_3-C6_NAC_7-C9_NAC_4	NA	C10_NAC_4-C13_NAC_2-C2_NAC_4-C3_NAC_1-C4_NAC_4-C5_NAC_3-C6_NAC_7-C9_NAC_4	C_	568	7.36571	348	7.90941	381	-0.15849	2.12353e-64	True
_C10_bZIP_2-C2_bZIP_2-C3_bZIP_2-C6_bZIP_2-C9_bZIP_1	NA	C10_bZIP_2-C2_bZIP_2-C3_bZIP_2-C6_bZIP_2-C9_bZIP_1	C_	685	5.68098	431	6.87688	454	-0.1809	5.51925e-74	True
_C3_bZIP_12	NA	C3_bZIP_12	C_	35	5.60253	27	7.81911	26	-0.3911	3.32267e-43	True
_C3_bZIP_28	NA	C3_bZIP_28	C_	86	4.66613	50	6.09791	63	-0.30332	5.72705e-46	True
_C10_AP2EREBP_143-C2_AP2EREBP_159-C3_AP2EREBP_141-C4_AP2EREBP_117-C5_AP2EREBP_158-C6_AP2EREBP_189-C9_AP2EREBP_87	NA	C10_AP2EREBP_143-C2_AP2EREBP_159-C3_AP2EREBP_141-C4_AP2EREBP_117-C5_AP2EREBP_158-C6_AP2EREBP_189-C9_AP2EREBP_87	C_	687	6.96287	397	7.57438	438	-0.18309	3.74403e-72	True
_C3_ABI3VP1_5	NA	C3_ABI3VP1_5	C_	28	3.69495	16	4.99675	18	-0.4712	9.01543e-40	True
_C4_SBP_5-C6_SBP_6	NA	C4_SBP_5-C6_SBP_6	C_	655	6.92384	449	6.35138	398	0.13655	4.66435e-60	True
_C10_C2C2YABBY_26-C13_C2C2YABBY_9-C2_C2C2YABBY_29-C3_C2C2YABBY_16-C5_C2C2YABBY_33-C6_C2C2YABBY_28-C9_C2C2YABBY_21	NA	C10_C2C2YABBY_26-C13_C2C2YABBY_9-C2_C2C2YABBY_29-C3_C2C2YABBY_16-C5_C2C2YABBY_33-C6_C2C2YABBY_28-C9_C2C2YABBY_21	C_	694	7.96239	421	8.73207	439	-0.17226	1.2356e-69	True
_C3_FAR1_21	NA	C3_FAR1_21	C_	32	7.56013	26	9.26543	25	-0.25383	1.86554e-23	True
_C3_TCP_16	NA	C3_TCP_16	C_	42	8.30953	24	9.73766	28	-0.24882	2.09583e-28	True
_C10_C2C2YABBY_16-C3_C2C2YABBY_8-C5_C2C2YABBY_19-C6_C2C2YABBY_14	NA	C10_C2C2YABBY_16-C3_C2C2YABBY_8-C5_C2C2YABBY_19-C6_C2C2YABBY_14	C_6-C3_C2C2YABBY_8-C5_C2C2YABBY_19-C6_C2C2YABBY_14	654	7.22021	398	7.70121	434	-0.17893	2.78828e-73	True
_C10_TCP_16-C3_TCP_9-C4_TCP_18-C5_TCP_16-C6_TCP_20-C9_TCP_12	NA	C10_TCP_16-C3_TCP_9-C4_TCP_18-C5_TCP_16-C6_TCP_20-C9_TCP_12	C_	594	7.93608	382	7.99753	413	-0.14621	4.15673e-60	True
_C1_TCP_12-C10_TCP_33-C13_TCP_14-C3_TCP_23-C5_TCP_36-C6_TCP_38	NA	C1_TCP_12-C10_TCP_33-C13_TCP_14-C3_TCP_23-C5_TCP_36-C6_TCP_38	C_	204	12.95241	143	12.4067	158	-0.25069	3.44464e-60	True
_C3_TCP_38-C6_TCP_58	NA	C3_TCP_38-C6_TCP_58	C_	59	8.66155	44	10.7855	49	-0.26861	1.07421e-40	True
_C6_AP2EREBP_154	NA	C6_AP2EREBP_154	C_	84	17.66143	66	15.36204	56	0.15956	6.28543e-30	True
_C3_AP2EREBP_103-C4_AP2EREBP_90-C5_AP2EREBP_119	NA	C3_AP2EREBP_103-C4_AP2EREBP_90-C5_AP2EREBP_119	C_0-C10_TCP_54-C13_TCP_21-C2_TCP_42-C3_TCP_44-C4_TCP_56-C5_TCP_61-C6_TCP_67-C9_TCP_28	98	6.73001	73	8.78083	74	-0.24978	1.77598e-43	True
_C3_TCP_45	NA	C3_TCP_45	C_	51	10.70261	43	14.81584	42	-0.39913	3.65935e-53	True
_C5_Trihelix_39	NA	C5_Trihelix_39	C_	108	6.72145	65	7.87974	75	-0.26985	2.00254e-42	True
_C10_MYB_32	NA	C10_MYB_32	C_	82	20.60018	50	16.96047	63	-0.25527	1.96597e-40	True
_C1_C2H2_13-C10_C2H2_38-C5_C2H2_57	NA	C1_C2H2_13-C10_C2H2_38-C5_C2H2_57	C_	202	6.84318	141	10.70358	159	-0.50874	3.27076e-91	True
_C5_E2FDP_5	NA	C5_E2FDP_5	C_	97	5.69229	53	7.73853	70	-0.43638	1.59938e-64	True
_C3_E2FDP_9	NA	C3_E2FDP_9	C_	100	8.85251	65	9.7802	72	-0.23384	4.10509e-47	True
_C3_Trihelix_38	NA	C3_Trihelix_38	C_	37	5.11107	23	6.98408	26	-0.41065	2.98491e-43	True
_C1_E2FDP_11-C10_E2FDP_13-C13_E2FDP_2-C2_E2FDP_20-C3_E2FDP_19-C4_E2FDP_11-C5_E2FDP_17-C6_E2FDP_22-C7_E2FDP_4-C9_E2FDP_10	NA	C1_E2FDP_11-C10_E2FDP_13-C13_E2FDP_2-C2_E2FDP_20-C3_E2FDP_19-C4_E2FDP_11-C5_E2FDP_17-C6_E2FDP_22-C7_E2FDP_4-C9_E2FDP_10	C_	804	8.75	535	9.82878	566	-0.23226	6.93762e-80	True
_C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	NA	C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	C_3-C3_BBRBPC_8-C5_BBRBPC_10	279	6.36026	189	8.49341	210	-0.3336	4.21563e-80	True
_C10_BBRBPC_3	NA	C10_BBRBPC_3	C_3-C3_BBRBPC_8-C5_BBRBPC_10	164	6.80287	112	9.49196	127	-0.40958	3.10356e-77	True
_C3_C2H2_6	NA	C3_C2H2_6	C_	103	6.10471	69	8.06343	81	-0.36213	1.03358e-58	True
_C3_C2H2_5	NA	C3_C2H2_5	C_	148	7.3135	103	9.97873	114	-0.42101	3.53392e-77	True
_C3_C2H2_26	NA	C3_C2H2_26	C_	216	9.02267	155	10.6952	162	-0.28824	2.97548e-63	True
_C6_bHLH_57	NA	C6_bHLH_57	C_	116	7.90291	81	6.06808	66	0.34425	2.28052e-60	True
_C3_AP2EREBP_46	NA	C3_AP2EREBP_46	C_	121	5.87427	90	7.20435	94	-0.24462	7.72335e-48	True
_C3_AP2EREBP_47	NA	C3_AP2EREBP_47	C_	55	5.80038	38	7.46587	43	-0.38957	6.7606e-46	True
_C6_AP2EREBP_137	NA	C6_AP2EREBP_137	C_	183	6.48484	119	5.91812	88	0.2613	1.49284e-59	True
_C3_AP2EREBP_107-C6_AP2EREBP_147	NA	C3_AP2EREBP_107-C6_AP2EREBP_147	C_	128	9.74582	69	9.61197	83	-0.31279	3.94612e-59	True
_C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	NA	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	C_	507	6.54124	306	7.54507	339	-0.21715	2.33531e-66	True
_C6_bHLH_59	NA	C6_bHLH_59	C_	113	14.18083	69	13.00337	85	-0.28468	1.75721e-52	True
_C10_AP2EREBP_72-C3_AP2EREBP_63-C5_AP2EREBP_73	NA	C10_AP2EREBP_72-C3_AP2EREBP_63-C5_AP2EREBP_73	C_	176	6.44063	116	8.09713	131	-0.33594	4.18175e-72	True
_C10_AP2EREBP_23-C11_AP2EREBP_5-C13_AP2EREBP_9-C2_AP2EREBP_24-C3_AP2EREBP_25-C4_AP2EREBP_22-C5_AP2EREBP_23-C6_AP2EREBP_27	NA	C10_AP2EREBP_23-C11_AP2EREBP_5-C13_AP2EREBP_9-C2_AP2EREBP_24-C3_AP2EREBP_25-C4_AP2EREBP_22-C5_AP2EREBP_23-C6_AP2EREBP_27	C_	586	8.63873	418	9.45689	413	-0.20089	9.02538e-72	True
_C3_AP2EREBP_48	NA	C3_AP2EREBP_48	C_	51	6.79883	38	10.96455	41	-0.5435	1.10884e-65	True
_C10_NAC_23-C13_NAC_7-C2_NAC_23-C3_NAC_10-C4_NAC_24-C5_NAC_29-C6_NAC_34-C7_NAC_3-C9_NAC_14	NA	C10_NAC_23-C13_NAC_7-C2_NAC_23-C3_NAC_10-C4_NAC_24-C5_NAC_29-C6_NAC_34-C7_NAC_3-C9_NAC_14	C_3-C13_NAC_7-C2_NAC_23-C3_NAC_10-C4_NAC_24-C5_NAC_29-C6_NAC_34-C7_NAC_3-C9_NAC_14	683	10.23625	442	9.96401	473	-0.18343	1.30451e-66	True
_C3_MYB_15	NA	C3_MYB_15	C_	122	5.30536	69	6.31455	87	-0.26949	9.04874e-50	True
_C10_AP2EREBP_55-C11_AP2EREBP_10-C2_AP2EREBP_49-C3_AP2EREBP_49-C4_AP2EREBP_44-C5_AP2EREBP_53-C6_AP2EREBP_59-C9_AP2EREBP_32	NA	C10_AP2EREBP_55-C11_AP2EREBP_10-C2_AP2EREBP_49-C3_AP2EREBP_49-C4_AP2EREBP_44-C5_AP2EREBP_53-C6_AP2EREBP_59-C9_AP2EREBP_32	C_	979	8.15971	610	9.12605	629	-0.14184	2.04324e-68	True
_C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	NA	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	C_	853	8.19956	564	9.07819	603	-0.20987	1.11981e-82	True
