"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Up_regulated","Down_regulated","Negative"
"0.238626.240665",134966.779082862,1.21471340947749,1.15846995224024,1.04854977647757,0.29438538140123,0.490522846395119,"NO","NO","YES"
"0.241166.241889",50317.6343816961,1.2163570516354,1.13455635295016,1.07209928221947,0.283675441234134,0.480506501791545,"NO","NO","YES"
"0.242722.242987",14099.5295932425,1.1656662782113,1.09496156620214,1.06457277971353,0.287069303222953,0.483567440985267,"NO","NO","YES"
"0.244271.246781",180217.227213197,1.20059696910542,1.15441642618299,1.04000336609478,0.298338336797231,0.494310876113642,"NO","NO","YES"
"0.247619.247913",24263.4958131374,1.23715225420725,1.11437230339475,1.1101785735687,0.266922083846106,0.465486278393222,"NO","NO","YES"
"0.249690.250185",54568.3364105351,1.23536458439279,1.13415754589655,1.08923543194013,0.276050077811271,0.473645819077797,"NO","NO","YES"
"0.250984.252369",119895.121045178,1.23916854553853,1.15967956907059,1.06854391384307,0.285275232628733,0.481931784809235,"NO","NO","YES"
"0.253160.256068",303559.997189232,1.23261707792399,1.13855996926029,1.08261058811405,0.278981305616555,0.476571657956415,"NO","NO","YES"
"0.257121.257855",80262.207698279,1.20296628916597,1.15240972671913,1.04387030174656,0.296545400097465,0.492783792429426,"NO","NO","YES"
"0.258288.258559",26592.0300206211,1.21520304010208,1.12560985193471,1.07959524164912,0.280322461299648,0.478012254563098,"NO","NO","YES"
"0.259363.260907",166552.387948841,1.19909482534622,1.15790976627929,1.03556845297131,0.300403515868899,0.496367365713733,"NO","NO","YES"
"0.261287.261878",60419.8373853985,1.18884936879792,1.14141914810694,1.04155372789185,0.297618631179681,0.49382934755793,"NO","NO","YES"
"0.350139.350394",10407.5698148874,1.22342545294838,1.06675831322123,1.14686282523927,0.251438318900327,0.44930278121673,"NO","NO","YES"
"0.350711.352650",111330.72469241,1.21699417056076,1.16058807265465,1.0486013075915,0.294361653797307,0.490522846395119,"NO","NO","YES"
"0.353781.355213",94520.4462503882,1.23131423515053,1.1596328807311,1.06181383402499,0.288320208229597,0.484541655404986,"NO","NO","YES"
"0.357641.361844",504220.096194217,1.20044747437172,1.10803711562572,1.08340005713059,0.278630890332864,0.476223039341368,"NO","NO","YES"
"0.362307.362748",69848.7086062934,1.20500285029376,1.14235147553119,1.05484421923072,0.291496577110594,0.487420755824597,"NO","NO","YES"
"0.363051.363688",97212.0658546748,1.20968099161705,1.1561855846034,1.04626887562519,0.295436911137766,0.491676430675778,"NO","NO","YES"
"0.364457.365809",255277.721275659,1.21371584688255,1.14071011049705,1.06400025362595,0.287328584648417,0.483739303635164,"NO","NO","YES"
"0.366759.369530",555196.799093353,1.21819326603333,1.09812415434575,1.10934019729227,0.267283450362547,0.465821911434981,"NO","NO","YES"
"0.618565.620849",219001.896456477,1.2128777780036,1.15292656762916,1.05199915767205,0.292799936089887,0.488842377817925,"NO","NO","YES"
