"interaction","MI","name","pvalue","selected","shared.interaction","source","target","weight","source_TF","target_TF","presence"
"interacts with",0.827597567765378,"Mp1g09420 (interacts with) Mp7g18030",0.0491152351220638,"false","interacts with","Mp1g09420","Mp7g18030",0.047676340662661,"MYB",NA,""
"interacts with",1.05251538282868,"Mp2g00890 (interacts with) Mp2g02750",1.2337530996831e-10,"false","interacts with","Mp2g00890","Mp2g02750",0.0372672795264676,"bHLH",NA,""
"interacts with",0.895636813663294,"Mp1g09420 (interacts with) Mp5g09620",1.2337530996831e-10,"false","interacts with","Mp1g09420","Mp5g09620",0.0427011443623189,"MYB",NA,""
"interacts with",1.10361511769694,"Mp2g00890 (interacts with) Mp6g05540",0,"false","interacts with","Mp2g00890","Mp6g05540",0.0366795289834787,"bHLH",NA,""
"interacts with",0.94342401890655,"Mp2g07130 (interacts with) Mp4g00380",0.00525516972422113,"false","interacts with","Mp2g07130","Mp4g00380",0.113325889126699,"bHLH","AP2/ERF",""
"interacts with",1.00234468647682,"Mp2g00890 (interacts with) Mp2g24920",0.0491152351220638,"false","interacts with","Mp2g00890","Mp2g24920",0.0366167886088481,"bHLH",NA,"source"
"interacts with",1.05114423098101,"Mp2g07130 (interacts with) Mp4g23630",0,"false","interacts with","Mp2g07130","Mp4g23630",0.0933106195034965,"bHLH",NA,""
"interacts with",0.96638437084754,"Mp2g00890 (interacts with) Mp4g21180",1.2337530996831e-10,"false","interacts with","Mp2g00890","Mp4g21180",0.0365442334763249,"bHLH",NA,""
"interacts with",1.01256014849974,"Mp2g07130 (interacts with) Mp5g24400",4.77781991630177e-05,"false","interacts with","Mp2g07130","Mp5g24400",0.0894699018722401,"bHLH",NA,""
"interacts with",1.05194383428312,"Mp2g00890 (interacts with) Mp5g13090",0,"false","interacts with","Mp2g00890","Mp5g13090",0.0360525134059769,"bHLH",NA,""
"interacts with",1.00257419690285,"Mp2g07130 (interacts with) Mp5g10690",1.80950454620188e-09,"false","interacts with","Mp2g07130","Mp5g10690",0.0862238201592701,"bHLH",NA,""
"interacts with",0.937414890431547,"Mp2g00890 (interacts with) Mp4g18900",0,"false","interacts with","Mp2g00890","Mp4g18900",0.0359857885868924,"bHLH",NA,""
"interacts with",0.968817017130741,"Mp2g07130 (interacts with) Mp4g13480",1.80950454620188e-09,"false","interacts with","Mp2g07130","Mp4g13480",0.0847816341941695,"bHLH",NA,""
"interacts with",1.04298458094023,"Mp2g00890 (interacts with) Mp2g25250",0,"false","interacts with","Mp2g00890","Mp2g25250",0.0357656314876302,"bHLH",NA,""
"interacts with",0.895889133986785,"Mp2g07130 (interacts with) Mp4g22420",4.77781991630177e-05,"false","interacts with","Mp2g07130","Mp4g22420",0.0843426915474174,"bHLH",NA,""
"interacts with",1.02773401782109,"Mp2g00890 (interacts with) Mp4g05950",1.2337530996831e-10,"false","interacts with","Mp2g00890","Mp4g05950",0.035729719380655,"bHLH",NA,""
"interacts with",0.960293996273446,"Mp2g07130 (interacts with) Mp2g09820",0.00525516972422113,"false","interacts with","Mp2g07130","Mp2g09820",0.0840227134615782,"bHLH",NA,""
"interacts with",1.0115579177086,"Mp2g00890 (interacts with) Mp3g00090",4.77781991630177e-05,"false","interacts with","Mp2g00890","Mp3g00090",0.0356205284825661,"bHLH",NA,""
"interacts with",0.96672956584903,"Mp2g07130 (interacts with) Mp3g06570",0.00525516972422113,"false","interacts with","Mp2g07130","Mp3g06570",0.0836637789005924,"bHLH",NA,"source"
"interacts with",1.06173538496869,"Mp2g00890 (interacts with) Mp2g22750",4.77781991630177e-05,"false","interacts with","Mp2g00890","Mp2g22750",0.0354218646718946,"bHLH",NA,""
"interacts with",0.954108144174594,"Mp2g07130 (interacts with) Mp3g13640",0.0491152351220638,"false","interacts with","Mp2g07130","Mp3g13640",0.0808301843810633,"bHLH",NA,""
"interacts with",1.01441953203964,"Mp2g00890 (interacts with) Mp2g06090",4.10292818320279e-06,"false","interacts with","Mp2g00890","Mp2g06090",0.0346659536623275,"bHLH",NA,""
"interacts with",1.00022546085079,"Mp2g07130 (interacts with) Mpzg00970",0.00525516972422113,"false","interacts with","Mp2g07130","Mpzg00970",0.079012942121037,"bHLH",NA,""
"interacts with",0.977750428750886,"Mp2g00890 (interacts with) Mp3g18710",1.80950454620188e-09,"false","interacts with","Mp2g00890","Mp3g18710",0.0345671700302221,"bHLH",NA,""
"interacts with",0.87694016736875,"Mp2g07130 (interacts with) Mp4g13720",4.77781991630177e-05,"false","interacts with","Mp2g07130","Mp4g13720",0.0753859399745592,"bHLH",NA,""
"interacts with",1.05847934532539,"Mp2g00890 (interacts with) Mp7g17950",0,"false","interacts with","Mp2g00890","Mp7g17950",0.0342542787520165,"bHLH",NA,""
"interacts with",0.992522930828298,"Mp2g07130 (interacts with) Mp6g01550",2.50863130268897e-08,"false","interacts with","Mp2g07130","Mp6g01550",0.0734689533120118,"bHLH",NA,""
"interacts with",0.855524378270895,"Mp2g00890 (interacts with) Mp6g01270",4.10292818320279e-06,"false","interacts with","Mp2g00890","Mp6g01270",0.0341702586628716,"bHLH",NA,""
"interacts with",1.01814461540603,"Mp2g07130 (interacts with) Mp1g02260",0.0491152351220638,"false","interacts with","Mp2g07130","Mp1g02260",0.0730253221460148,"bHLH",NA,""
"interacts with",0.963174014828133,"Mp2g00890 (interacts with) Mp2g15260",4.77781991630177e-05,"false","interacts with","Mp2g00890","Mp2g15260",0.0333646944519291,"bHLH",NA,""
"interacts with",1.00919506873429,"Mp2g07130 (interacts with) Mp5g14320",0.00525516972422113,"false","interacts with","Mp2g07130","Mp5g14320",0.0680325292462954,"bHLH",NA,""
"interacts with",0.894427749650275,"Mp2g00890 (interacts with) Mp8g06260",0.000519722400126321,"false","interacts with","Mp2g00890","Mp8g06260",0.0331521175092975,"bHLH",NA,""
"interacts with",0.954606123854706,"Mp2g07130 (interacts with) Mp4g10330",0.0491152351220638,"false","interacts with","Mp2g07130","Mp4g10330",0.0634834698171017,"bHLH",NA,""
"interacts with",0.994748166571362,"Mp2g00890 (interacts with) Mp2g02120",4.10292818320279e-06,"false","interacts with","Mp2g00890","Mp2g02120",0.0331317335603421,"bHLH",NA,"source"
"interacts with",0.950486652894408,"Mp2g07130 (interacts with) Mp2g04400",0.00525516972422113,"false","interacts with","Mp2g07130","Mp2g04400",0.0622586209020111,"bHLH",NA,""
"interacts with",0.999389962033375,"Mp2g00890 (interacts with) Mp1g23760",1.80950454620188e-09,"false","interacts with","Mp2g00890","Mp1g23760",0.0330765643575262,"bHLH",NA,""
"interacts with",0.917409610062655,"Mp2g07130 (interacts with) Mp5g05730",0.000519722400126321,"false","interacts with","Mp2g07130","Mp5g05730",0.0621408194039702,"bHLH",NA,""
"interacts with",0.953677006766445,"Mp2g00890 (interacts with) Mp2g02820",0.00525516972422113,"false","interacts with","Mp2g00890","Mp2g02820",0.0327625649692932,"bHLH",NA,""
"interacts with",0.91361884964575,"Mp2g07130 (interacts with) Mp8g04890",0,"false","interacts with","Mp2g07130","Mp8g04890",0.0608666076146696,"bHLH",NA,""
"interacts with",0.973814786584745,"Mp2g00890 (interacts with) Mp2g12890",4.10292818320279e-06,"false","interacts with","Mp2g00890","Mp2g12890",0.0326416247062955,"bHLH",NA,""
"interacts with",0.827337503702407,"Mp2g07130 (interacts with) Mp2g14870",0.0491152351220638,"false","interacts with","Mp2g07130","Mp2g14870",0.059435826282121,"bHLH",NA,""
"interacts with",1.03440846463245,"Mp2g00890 (interacts with) Mp2g15510",0.0491152351220638,"false","interacts with","Mp2g00890","Mp2g15510",0.0324432347723707,"bHLH",NA,""
"interacts with",0.963810128307948,"Mp2g07130 (interacts with) Mp2g06140",4.77781991630177e-05,"false","interacts with","Mp2g07130","Mp2g06140",0.0532034913113314,"bHLH",NA,""
"interacts with",1.01559099003807,"Mp2g00890 (interacts with) Mp7g02500",0.000519722400126321,"false","interacts with","Mp2g00890","Mp7g02500",0.0323840641139295,"bHLH",NA,""
"interacts with",0.908069722314185,"Mp2g07130 (interacts with) Mp7g19220",0.0491152351220638,"false","interacts with","Mp2g07130","Mp7g19220",0.0515297259110145,"bHLH",NA,""
"interacts with",0.880614017898051,"Mp2g00890 (interacts with) Mp5g11490",4.77781991630177e-05,"false","interacts with","Mp2g00890","Mp5g11490",0.0322911584793191,"bHLH",NA,""
"interacts with",0.960291904772125,"Mp2g07130 (interacts with) Mp3g14380",4.10292818320279e-06,"false","interacts with","Mp2g07130","Mp3g14380",0.0515083757984146,"bHLH",NA,""
"interacts with",0.896353083376858,"Mp2g00890 (interacts with) Mp2g08510",4.77781991630177e-05,"false","interacts with","Mp2g00890","Mp2g08510",0.0322059017831091,"bHLH",NA,""
"interacts with",0.982737137509873,"Mp2g07130 (interacts with) Mp7g02900",0.0491152351220638,"false","interacts with","Mp2g07130","Mp7g02900",0.0480664062120864,"bHLH",NA,""
"interacts with",0.897872843508213,"Mp2g00890 (interacts with) Mp7g19700",0.00525516972422113,"false","interacts with","Mp2g00890","Mp7g19700",0.0320061286730979,"bHLH",NA,""
"interacts with",1.06970727870681,"Mp2g07130 (interacts with) Mp7g02340",0.0491152351220638,"false","interacts with","Mp2g07130","Mp7g02340",0.0400669858752193,"bHLH",NA,""
"interacts with",1.03337484277113,"Mp2g00890 (interacts with) Mp4g20960",1.80950454620188e-09,"false","interacts with","Mp2g00890","Mp4g20960",0.0319099537263482,"bHLH",NA,""
"interacts with",0.931549507149441,"Mp2g07130 (interacts with) Mp8g04750",0.000519722400126321,"false","interacts with","Mp2g07130","Mp8g04750",0.0384860159964577,"bHLH",NA,""
"interacts with",0.896448233122716,"Mp2g00890 (interacts with) Mp5g24330",0.00525516972422113,"false","interacts with","Mp2g00890","Mp5g24330",0.0317833151160443,"bHLH",NA,""
"interacts with",0.968984707298314,"Mp4g00380 (interacts with) Mp2g07130",0.00525516972422113,"false","interacts with","Mp4g00380","Mp2g07130",0.0898809259843831,"AP2/ERF","bHLH",""
"interacts with",1.07416209080425,"Mp2g00890 (interacts with) Mp6g07910",0,"false","interacts with","Mp2g00890","Mp6g07910",0.0317766834136787,"bHLH",NA,""
"interacts with",1.03547329492003,"Mp4g00380 (interacts with) Mp5g10690",0.0491152351220638,"false","interacts with","Mp4g00380","Mp5g10690",0.0889569580702257,"AP2/ERF",NA,""
"interacts with",1.07293379658494,"Mp2g00890 (interacts with) Mp2g13670",0,"false","interacts with","Mp2g00890","Mp2g13670",0.0317481261983134,"bHLH",NA,""
"interacts with",0.948847423104537,"Mp4g00380 (interacts with) Mp2g09820",3.30563580508425e-07,"false","interacts with","Mp4g00380","Mp2g09820",0.0844679812194449,"AP2/ERF",NA,""
"interacts with",0.997422651712911,"Mp2g00890 (interacts with) Mp6g15110",0.000519722400126321,"false","interacts with","Mp2g00890","Mp6g15110",0.0316988464025893,"bHLH",NA,""
"interacts with",0.888155320777155,"Mp4g00380 (interacts with) Mp5g15110",4.10292818320279e-06,"false","interacts with","Mp4g00380","Mp5g15110",0.0760903559523985,"AP2/ERF",NA,""
"interacts with",1.00429903651953,"Mp2g00890 (interacts with) Mp3g14030",0.0491152351220638,"false","interacts with","Mp2g00890","Mp3g14030",0.0314498867326437,"bHLH",NA,""
"interacts with",0.900819626191317,"Mp4g00380 (interacts with) Mp2g12220",4.10292818320279e-06,"false","interacts with","Mp4g00380","Mp2g12220",0.072435820861615,"AP2/ERF",NA,""
"interacts with",1.03564879242955,"Mp2g00890 (interacts with) Mp7g03770",0,"false","interacts with","Mp2g00890","Mp7g03770",0.031330387761391,"bHLH",NA,""
"interacts with",0.980588926200811,"Mp8g11560 (interacts with) Mp4g09980",0.0491152351220638,"false","interacts with","Mp8g11560","Mp4g09980",0.0811588071755084,"ASL/LBD",NA,""
"interacts with",0.981454168876544,"Mp2g00890 (interacts with) Mp3g15740",0.000519722400126321,"false","interacts with","Mp2g00890","Mp3g15740",0.0313233852710768,"bHLH",NA,""
"interacts with",1.02848318988477,"Mp8g11560 (interacts with) Mp2g13880",2.50863130268897e-08,"false","interacts with","Mp8g11560","Mp2g13880",0.0770669807553693,"ASL/LBD",NA,""
"interacts with",0.950568186375985,"Mp2g00890 (interacts with) Mp7g10970",1.80950454620188e-09,"false","interacts with","Mp2g00890","Mp7g10970",0.0311403132964944,"bHLH",NA,""
"interacts with",0.898323676831491,"Mp8g11560 (interacts with) Mp6g05730",0.000519722400126321,"false","interacts with","Mp8g11560","Mp6g05730",0.0759001291347626,"ASL/LBD",NA,""
"interacts with",1.03939808632789,"Mp2g00890 (interacts with) Mp5g03560",0,"false","interacts with","Mp2g00890","Mp5g03560",0.0309796825889357,"bHLH",NA,""
"interacts with",0.823137941750879,"Mp8g11560 (interacts with) Mp7g01840",0.00525516972422113,"false","interacts with","Mp8g11560","Mp7g01840",0.06846809776234,"ASL/LBD",NA,""
"interacts with",0.899695197459279,"Mp2g00890 (interacts with) Mp3g21280",0,"false","interacts with","Mp2g00890","Mp3g21280",0.0309516830226632,"bHLH",NA,""
"interacts with",0.958946409047857,"Mp8g11560 (interacts with) Mp8g01820",0.000519722400126321,"false","interacts with","Mp8g11560","Mp8g01820",0.064061914235689,"ASL/LBD",NA,""
"interacts with",0.900151465928104,"Mp2g00890 (interacts with) Mp1g25620",4.10292818320279e-06,"false","interacts with","Mp2g00890","Mp1g25620",0.0307851750598066,"bHLH",NA,""
"interacts with",1.07749999442443,"Mp2g00890 (interacts with) Mp5g03900",0,"false","interacts with","Mp2g00890","Mp5g03900",0.0306367279925868,"bHLH",NA,""
"interacts with",1.03065610163691,"Mp5g06970 (interacts with) Mp7g17110",0,"false","interacts with","Mp5g06970","Mp7g17110",0.100591746495834,"AP2/ERF",NA,""
"interacts with",0.891356661308949,"Mp2g00890 (interacts with) Mp2g13850",0.00525516972422113,"false","interacts with","Mp2g00890","Mp2g13850",0.0304029977248858,"bHLH",NA,""
"interacts with",0.945100861324196,"Mp5g06970 (interacts with) Mp5g09760",0.000519722400126321,"false","interacts with","Mp5g06970","Mp5g09760",0.0981532655306019,"AP2/ERF",NA,""
"interacts with",1.02929216720573,"Mp2g00890 (interacts with) Mp6g14990",0,"false","interacts with","Mp2g00890","Mp6g14990",0.0300228750577628,"bHLH",NA,""
"interacts with",0.991376133625797,"Mp5g06970 (interacts with) Mp7g03880",0,"false","interacts with","Mp5g06970","Mp7g03880",0.0960987784727068,"AP2/ERF",NA,""
"interacts with",1.03972077083992,"Mp7g06550 (interacts with) Mp8g08840",0.0491152351220638,"false","interacts with","Mp7g06550","Mp8g08840",0.0642255850697363,"WRKY",NA,""
"interacts with",1.06932296033244,"Mp5g06970 (interacts with) Mp5g21920",0.000519722400126321,"false","interacts with","Mp5g06970","Mp5g21920",0.0925858919438414,"AP2/ERF",NA,""
"interacts with",1.0320150010421,"Mp7g06550 (interacts with) Mp1g24430",4.10292818320279e-06,"false","interacts with","Mp7g06550","Mp1g24430",0.0640524913859711,"WRKY",NA,""
"interacts with",1.02566529043684,"Mp5g06970 (interacts with) Mp3g12400",0,"false","interacts with","Mp5g06970","Mp3g12400",0.0910810826870159,"AP2/ERF",NA,""
"interacts with",0.967661411076226,"Mp7g06550 (interacts with) Mp3g01130",1.2337530996831e-10,"false","interacts with","Mp7g06550","Mp3g01130",0.0609996777046709,"WRKY",NA,""
"interacts with",1.10870018612536,"Mp5g06970 (interacts with) Mp7g15000",0,"false","interacts with","Mp5g06970","Mp7g15000",0.0901756731776077,"AP2/ERF",NA,""
"interacts with",1.05780595836318,"Mp7g06550 (interacts with) Mp8g09220",0,"false","interacts with","Mp7g06550","Mp8g09220",0.0597856208895098,"WRKY",NA,""
"interacts with",0.982629272750225,"Mp5g06970 (interacts with) Mp3g14660",0.000519722400126321,"false","interacts with","Mp5g06970","Mp3g14660",0.0862855547237686,"AP2/ERF",NA,""
"interacts with",1.06438310595072,"Mp7g06550 (interacts with) Mp8g07850",0.00525516972422113,"false","interacts with","Mp7g06550","Mp8g07850",0.0523542537158707,"WRKY",NA,""
"interacts with",0.995335229224314,"Mp5g06970 (interacts with) Mp5g13860",0.000519722400126321,"false","interacts with","Mp5g06970","Mp5g13860",0.0825491076752754,"AP2/ERF",NA,""
"interacts with",0.988814293626555,"Mp7g06550 (interacts with) Mp8g01290",4.10292818320279e-06,"false","interacts with","Mp7g06550","Mp8g01290",0.0516817400840593,"WRKY",NA,""
"interacts with",0.924209201132254,"Mp5g06970 (interacts with) Mp5g05380",0.00525516972422113,"false","interacts with","Mp5g06970","Mp5g05380",0.0823847974435413,"AP2/ERF",NA,""
"interacts with",0.901430110562388,"Mp7g06550 (interacts with) Mp6g16980",0.0491152351220638,"false","interacts with","Mp7g06550","Mp6g16980",0.0480425432878534,"WRKY",NA,""
"interacts with",0.963872257732709,"Mp5g06970 (interacts with) Mp2g18580",1.80950454620188e-09,"false","interacts with","Mp5g06970","Mp2g18580",0.0816493875399389,"AP2/ERF",NA,""
"interacts with",0.899475148434585,"Mp7g06550 (interacts with) Mp2g21420",0.000519722400126321,"false","interacts with","Mp7g06550","Mp2g21420",0.046647223442405,"WRKY",NA,""
"interacts with",0.943567120326664,"Mp5g06970 (interacts with) Mp6g13210",4.77781991630177e-05,"false","interacts with","Mp5g06970","Mp6g13210",0.0812356611851494,"AP2/ERF",NA,""
"interacts with",1.06487693159783,"Mp7g06550 (interacts with) Mp3g23440",4.77781991630177e-05,"false","interacts with","Mp7g06550","Mp3g23440",0.0456510859966865,"WRKY",NA,""
"interacts with",0.996649914596063,"Mp5g06970 (interacts with) Mp2g02920",2.50863130268897e-08,"false","interacts with","Mp5g06970","Mp2g02920",0.0776650485320757,"AP2/ERF",NA,""
"interacts with",1.07717346249906,"Mp7g06550 (interacts with) Mp4g12490",0.00525516972422113,"false","interacts with","Mp7g06550","Mp4g12490",0.043510237001546,"WRKY",NA,""
"interacts with",0.848289125459097,"Mp5g06970 (interacts with) Mp3g14380",3.30563580508425e-07,"false","interacts with","Mp5g06970","Mp3g14380",0.0763438796014345,"AP2/ERF",NA,""
"interacts with",1.00730007505002,"Mp7g06550 (interacts with) Mp2g24920",0.000519722400126321,"false","interacts with","Mp7g06550","Mp2g24920",0.0385265565446224,"WRKY",NA,"source"
"interacts with",0.984256383811837,"Mp5g06970 (interacts with) Mp1g07510",3.30563580508425e-07,"false","interacts with","Mp5g06970","Mp1g07510",0.0718231120168598,"AP2/ERF",NA,""
"interacts with",0.944582421430155,"Mp7g06550 (interacts with) Mp6g09900",0.0491152351220638,"false","interacts with","Mp7g06550","Mp6g09900",0.0368514930889408,"WRKY",NA,""
"interacts with",1.04737392313658,"Mp5g06970 (interacts with) Mp7g05750",4.77781991630177e-05,"false","interacts with","Mp5g06970","Mp7g05750",0.0707262500695967,"AP2/ERF",NA,""
"interacts with",1.02254466747773,"Mp7g06550 (interacts with) Mp8g03330",0.00525516972422113,"false","interacts with","Mp7g06550","Mp8g03330",0.0363969638883187,"WRKY",NA,""
"interacts with",0.997776892262326,"Mp5g06970 (interacts with) Mp2g16920",4.77781991630177e-05,"false","interacts with","Mp5g06970","Mp2g16920",0.0690560900101824,"AP2/ERF",NA,""
"interacts with",1.01218085918433,"Mp7g06550 (interacts with) Mp8g04250",0.0491152351220638,"false","interacts with","Mp7g06550","Mp8g04250",0.0358852460851696,"WRKY",NA,""
"interacts with",0.941280080589167,"Mp5g06970 (interacts with) Mp1g09290",1.80950454620188e-09,"false","interacts with","Mp5g06970","Mp1g09290",0.0662814260651434,"AP2/ERF",NA,""
"interacts with",1.05062177383501,"Mp7g06550 (interacts with) Mp4g13500",0.000519722400126321,"false","interacts with","Mp7g06550","Mp4g13500",0.0317526788206561,"WRKY",NA,""
"interacts with",1.02046143792546,"Mp5g06970 (interacts with) Mp2g21420",4.10292818320279e-06,"false","interacts with","Mp5g06970","Mp2g21420",0.0620994919801363,"AP2/ERF",NA,""
"interacts with",0.927417738326696,"Mp3g17260 (interacts with) Mp3g19080",3.30563580508425e-07,"false","interacts with","Mp3g17260","Mp3g19080",0.0535924879241729,"bHLH",NA,"source"
"interacts with",0.845569728383339,"Mp5g06970 (interacts with) Mp8g02530",4.10292818320279e-06,"false","interacts with","Mp5g06970","Mp8g02530",0.0606281851779605,"AP2/ERF",NA,""
"interacts with",0.947206600064257,"Mp3g17260 (interacts with) Mp7g19310",0.00525516972422113,"false","interacts with","Mp3g17260","Mp7g19310",0.04709970703168,"bHLH",NA,""
"interacts with",0.988814293626555,"Mp5g06970 (interacts with) Mp2g05780",4.10292818320279e-06,"false","interacts with","Mp5g06970","Mp2g05780",0.059606705203414,"AP2/ERF",NA,""
"interacts with",0.910509832852426,"Mp3g17260 (interacts with) Mp2g10040",0.0491152351220638,"false","interacts with","Mp3g17260","Mp2g10040",0.0440073372262084,"bHLH",NA,""
"interacts with",0.976725631983267,"Mp5g06970 (interacts with) Mp3g00790",4.77781991630177e-05,"false","interacts with","Mp5g06970","Mp3g00790",0.058794836212358,"AP2/ERF",NA,""
"interacts with",0.778279372770241,"Mp3g17260 (interacts with) Mp6g08200",4.77781991630177e-05,"false","interacts with","Mp3g17260","Mp6g08200",0.041378471227416,"bHLH",NA,""
"interacts with",0.801393022195568,"Mp5g06970 (interacts with) Mp3g22960",0.0491152351220638,"false","interacts with","Mp5g06970","Mp3g22960",0.0581401023000763,"AP2/ERF",NA,""
"interacts with",0.85731386247767,"Mp3g17260 (interacts with) Mp6g20700",0.0491152351220638,"false","interacts with","Mp3g17260","Mp6g20700",0.0388403969506527,"bHLH",NA,"source"
"interacts with",0.943380414472313,"Mp5g06970 (interacts with) Mp6g06010",0.0491152351220638,"false","interacts with","Mp5g06970","Mp6g06010",0.0575025251341903,"AP2/ERF",NA,""
"interacts with",0.953416149104384,"Mp3g17260 (interacts with) Mp1g06880",0.0491152351220638,"false","interacts with","Mp3g17260","Mp1g06880",0.0369596034168276,"bHLH",NA,""
"interacts with",0.843869260863125,"Mp5g06970 (interacts with) Mp4g01480",0.00525516972422113,"false","interacts with","Mp5g06970","Mp4g01480",0.0574084356289193,"AP2/ERF",NA,""
"interacts with",0.803727344100267,"Mp3g17260 (interacts with) Mp6g02870",4.77781991630177e-05,"false","interacts with","Mp3g17260","Mp6g02870",0.0365075859804355,"bHLH",NA,"source"
"interacts with",0.869908408847162,"Mp5g06970 (interacts with) Mp8g02920",0.00525516972422113,"false","interacts with","Mp5g06970","Mp8g02920",0.0563101884262312,"AP2/ERF",NA,""
"interacts with",0.852806315597881,"Mp3g17260 (interacts with) Mp5g09430",4.77781991630177e-05,"false","interacts with","Mp3g17260","Mp5g09430",0.036037031552728,"bHLH",NA,""
"interacts with",0.901141957967892,"Mp5g06970 (interacts with) Mp3g22550",0.00525516972422113,"false","interacts with","Mp5g06970","Mp3g22550",0.0522105607736451,"AP2/ERF",NA,""
"interacts with",0.93720283990182,"Mp3g17260 (interacts with) Mp5g10100",0.0491152351220638,"false","interacts with","Mp3g17260","Mp5g10100",0.0336904650217746,"bHLH",NA,"source"
"interacts with",0.937095307527018,"Mp5g06970 (interacts with) Mp8g14650",2.50863130268897e-08,"false","interacts with","Mp5g06970","Mp8g14650",0.0413223080685163,"AP2/ERF",NA,""
"interacts with",0.827771048810628,"Mp7g00860 (interacts with) Mp8g12010",0.00525516972422113,"false","interacts with","Mp7g00860","Mp8g12010",0.057260864849394,"AP2/ERF",NA,""
"interacts with",0.888351131184981,"Mp5g06970 (interacts with) Mp6g08270",0.0491152351220638,"false","interacts with","Mp5g06970","Mp6g08270",0.0369598093964046,"AP2/ERF",NA,""
"interacts with",0.970218185801498,"Mp7g00860 (interacts with) Mp7g17020",1.80950454620188e-09,"false","interacts with","Mp7g00860","Mp7g17020",0.0494487265852144,"AP2/ERF","AP2/ERF",""
"interacts with",0.8917847053298,"Mp5g06970 (interacts with) Mp6g19640",0,"false","interacts with","Mp5g06970","Mp6g19640",0.0312937124151248,"AP2/ERF",NA,""
"interacts with",0.918192399201054,"Mp7g00860 (interacts with) Mp1g09100",4.77781991630177e-05,"false","interacts with","Mp7g00860","Mp1g09100",0.0457902043362009,"AP2/ERF",NA,""
"interacts with",0.92162201291636,"Mp4g12230 (interacts with) Mp1g01040",0.00525516972422113,"false","interacts with","Mp4g12230","Mp1g01040",0.107876294182571,"HSF",NA,""
"interacts with",0.925245050883593,"Mp7g00860 (interacts with) Mp3g14230",0.00525516972422113,"false","interacts with","Mp7g00860","Mp3g14230",0.0439939108366325,"AP2/ERF",NA,""
"interacts with",0.876082376503626,"Mp4g12230 (interacts with) Mp6g10990",0,"false","interacts with","Mp4g12230","Mp6g10990",0.107399598192126,"HSF",NA,""
"interacts with",0.961026457981811,"Mp7g00860 (interacts with) Mp2g21800",3.30563580508425e-07,"false","interacts with","Mp7g00860","Mp2g21800",0.0358804269351626,"AP2/ERF",NA,""
"interacts with",1.02583328636366,"Mp4g12230 (interacts with) Mp8g01740",0,"false","interacts with","Mp4g12230","Mp8g01740",0.0978045216551965,"HSF",NA,""
"interacts with",0.94512094616624,"Mp1g24140 (interacts with) Mp6g09590",0.0491152351220638,"false","interacts with","Mp1g24140","Mp6g09590",0.0645370098439071,"HD",NA,""
"interacts with",1.07471486109563,"Mp4g12230 (interacts with) Mp8g10500",0,"false","interacts with","Mp4g12230","Mp8g10500",0.0876341636040391,"HSF",NA,""
"interacts with",0.934003584125632,"Mp1g24140 (interacts with) Mp3g07470",0.00525516972422113,"false","interacts with","Mp1g24140","Mp3g07470",0.0480125855332745,"HD",NA,""
"interacts with",0.954205702003949,"Mp4g12230 (interacts with) Mp3g23380",1.2337530996831e-10,"false","interacts with","Mp4g12230","Mp3g23380",0.0744161361171274,"HSF",NA,""
"interacts with",0.961186615988404,"Mp1g24140 (interacts with) Mp8g05020",1.2337530996831e-10,"false","interacts with","Mp1g24140","Mp8g05020",0.0453549231843188,"HD",NA,""
"interacts with",0.893596500255173,"Mp4g12230 (interacts with) Mp4g17000",4.10292818320279e-06,"false","interacts with","Mp4g12230","Mp4g17000",0.0734014820251269,"HSF",NA,""
"interacts with",0.915749729566258,"Mp1g24140 (interacts with) Mp5g12390",0.00525516972422113,"false","interacts with","Mp1g24140","Mp5g12390",0.0446142151014118,"HD",NA,""
"interacts with",0.823169044938755,"Mp4g12230 (interacts with) Mp2g22010",0.00525516972422113,"false","interacts with","Mp4g12230","Mp2g22010",0.068932602646326,"HSF",NA,""
"interacts with",1.0228532783064,"Mp1g24140 (interacts with) Mp8g10150",0,"false","interacts with","Mp1g24140","Mp8g10150",0.0439369995323572,"HD",NA,""
"interacts with",0.960296018288635,"Mp4g12230 (interacts with) Mp5g00690",0.00525516972422113,"false","interacts with","Mp4g12230","Mp5g00690",0.0636969181409919,"HSF",NA,"source"
"interacts with",1.05984569944625,"Mp1g24140 (interacts with) Mp8g02150",4.77781991630177e-05,"false","interacts with","Mp1g24140","Mp8g02150",0.0431003770104437,"HD",NA,""
"interacts with",0.841036840139863,"Mp4g12230 (interacts with) Mp6g09300",0.000519722400126321,"false","interacts with","Mp4g12230","Mp6g09300",0.0603223577907114,"HSF",NA,""
"interacts with",1.03972077083992,"Mp1g24140 (interacts with) Mp7g06000",0,"false","interacts with","Mp1g24140","Mp7g06000",0.0404965816914259,"HD",NA,""
"interacts with",0.88130664873997,"Mp4g12230 (interacts with) Mp2g02170",4.10292818320279e-06,"false","interacts with","Mp4g12230","Mp2g02170",0.0592993748021346,"HSF",NA,""
"interacts with",0.971751236089123,"Mp1g24140 (interacts with) Mp3g25200",0,"false","interacts with","Mp1g24140","Mp3g25200",0.0395726527840408,"HD","bHLH",""
"interacts with",0.895971625566482,"Mp4g12230 (interacts with) Mp7g05260",0.00525516972422113,"false","interacts with","Mp4g12230","Mp7g05260",0.059101429855787,"HSF",NA,""
