"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Up_regulated","Down_regulated","Negative"
"Mp1g00015b",642.575817206978,0.627330091819824,0.418263844371073,1.4998429825153,0.133655080381903,0.324846688850006,"NO","NO","YES"
"Mp1g00025b",641.760157090073,0.627513739108806,0.417308566771623,1.50371640813264,0.132654402558857,0.323202178171879,"NO","NO","YES"
"Mp1g00025d",742.359019414736,0.547145090663449,0.41023546412111,1.33373425390137,0.182290964574439,0.395833493510662,"NO","NO","YES"
"Mp1g00035e",55.4388395920066,0.883189745013373,0.767352254027708,1.1509573867512,0.249749767017167,0.476975870835347,"NO","NO","YES"
"Mp1g00035j",2437.89951382843,0.33227665695729,0.44784642077654,0.741943312578319,0.45812168208878,0.672221421925086,"NO","NO","YES"
"Mp1g00035l",652.430601973146,0.35292704001654,0.619115393202424,0.570050500910657,0.568643446412356,0.758530244563566,"NO","NO","YES"
"Mp1g00055b",147.14046910384,0.707904740546585,0.402925446399057,1.75691246823234,0.0789327300996541,0.231345909490669,"NO","NO","YES"
"Mp1g00055d",37.3513163672799,0.61167496174717,0.474338492200923,1.28953262660386,0.197212981165436,0.415794831207153,"NO","NO","YES"
"Mp1g00055h",30.2092339043747,1.11847841306768,0.589614973792043,1.89696405753455,0.0578326819840617,0.188278755654222,"NO","NO","YES"
"Mp1g00055j",47.3001339081356,0.468409573119798,0.39310044002686,1.19157733094319,0.233427018047242,0.458118863368261,"NO","NO","YES"
"Mp1g00055k",1567.12043804679,0.346626200365129,0.483651339905698,0.716686116144564,0.473567794552045,0.683963124962969,"NO","NO","YES"
"Mp1g00070",124.304821270152,0.243247288590702,0.231119957157764,1.05247202181099,0.292583040324401,0.523204568379782,"NO","NO","YES"
"Mp1g00080",8969.44175228704,0.121128509569409,0.0960384095245416,1.26125068260794,0.207218543513448,0.428083730606486,"NO","NO","YES"
"Mp1g00090",1561.26766068523,-0.123469431136088,0.0777412038546159,-1.58821094881665,0.112238646121067,0.291186452113763,"NO","NO","YES"
"Mp1g00100",1193.91460147745,-0.161855299579113,0.0867716959243806,-1.86530063582214,0.0621392760890997,0.197369747048085,"NO","NO","YES"
"Mp1g00110",512.276790800462,0.130306759838544,0.118062098982233,1.10371373168754,0.26971733707056,0.498791317838751,"NO","NO","YES"
"Mp1g00120",752.827861284661,0.040403939705015,0.0959855334291456,0.420937804495719,0.673800498747062,0.824895300873004,"NO","NO","YES"
"Mp1g00140",4814.32831201707,0.123642576088555,0.0780668598438156,1.58380363109161,0.11323841273907,0.292766079067658,"NO","NO","YES"
"Mp1g00160",2103.12865489002,0.351254987377963,0.0790947700796187,4.44093821910578,8.95675090021023e-06,0.000172777783888251,"NO","NO","NO"
"Mp1g00170",1087.96792787487,0.208315717079883,0.0785876812321337,2.65074263311774,0.00803150163207729,0.045379943263441,"NO","NO","NO"
"Mp1g00180",802.05557735003,0.266964899549437,0.095163029127989,2.80534259991224,0.00502631234847827,0.031578507061614,"NO","NO","NO"
"Mp1g00190",1431.16774773799,-0.092926901359821,0.0787472155958784,-1.18006586844557,0.237974018319384,0.46291429110629,"NO","NO","YES"
"Mp1g00210",1870.79118553442,0.108308562072281,0.110511411616968,0.980066768558505,0.327053161505845,0.55863073989721,"NO","NO","YES"
"Mp1g00220",1620.6930217044,-0.200857303699376,0.0728537741440937,-2.75699242845141,0.00583357022974794,0.0357306176572061,"NO","NO","NO"
"Mp1g00230",3922.02734724057,-0.217834384099784,0.0748767366850019,-2.90923982192479,0.00362308814074079,0.0245798794227316,"NO","NO","NO"
"Mp1g00240",289.070644771297,-1.54413233431071,0.247763072834044,-6.23229408905903,4.59653515012506e-10,2.56070875209872e-08,"NO","YES","NO"
"Mp1g00250",5842.60791542366,0.0680276198416822,0.059637167586014,1.14069166252013,0.253998257342017,0.48135957361278,"NO","NO","YES"
"Mp1g00270",401.651450866195,0.18826601462702,0.122506044297381,1.53678959847897,0.124344841401768,0.310596063378631,"NO","NO","YES"
"Mp1g00290",181.744230369469,0.111452787439203,0.194347912253475,0.573470464112023,0.566326191898211,0.756303323374553,"NO","NO","YES"
